Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
1.0,0,3.05,2.0,-7.95,4.0,373.98,10.0,2.0,2.0,-500.14,513.0,5.0,5.45,1,376.0,1.72,2033.19,0.06,0.0,0.0,85,2303.63,52.6,1.68,1.37,2.31,2.15,2.49,1.42,0.83,0.35,0.14,0.92,1.8,2.29,3.28,1.6,0.3,0.41,0.39,0.72,0.0,0.0,64.0,4.0,88.5,8.0
1.1,0,3.02,2.0,-8.12,4.0,373.89,10.0,2.0,2.0,-500.14,513.0,5.0,5.8,1,376.0,1.72,2143.18,0.06,0.0,0.0,85,2403.62,52.6,1.5,1.33,2.18,2.07,2.36,1.38,0.7,0.12,0.07,0.85,1.71,2.16,3.22,1.39,0.17,0.27,0.26,0.67,0.0,0.0,64.0,4.0,88.5,8.0
1.2,0,3.02,2.0,-8.22,4.0,373.84,10.0,2.0,2.0,-500.13,513.0,5.0,6.05,1,376.0,1.72,2253.17,0.06,0.0,0.0,85,2503.61,52.6,1.33,1.29,2.17,2.11,2.35,1.41,0.69,0.07,0.1,0.84,1.71,2.2,3.28,1.17,0.16,0.25,0.24,0.7,0.0,0.0,64.0,4.0,88.5,8.0
1.3,0,3.02,2.0,-8.48,4.0,373.79,10.0,2.0,2.0,-500.12,513.0,5.0,6.3,1,376.0,1.72,2361.05,0.06,0.0,0.0,85,2603.6,52.6,1.25,1.27,2.2,2.14,2.39,1.45,0.74,0.11,0.14,0.84,1.71,2.23,3.34,1.09,0.2,0.28,0.27,0.73,0.0,0.0,64.0,4.0,88.5,8.0
1.4,0,3.02,2.0,-9.23,4.0,373.74,10.0,2.0,2.0,-500.11,513.0,5.0,6.55,1,376.0,1.72,2461.06,0.07,0.0,0.0,85,2708.32,52.6,1.23,1.27,2.24,2.18,2.44,1.48,0.78,0.14,0.17,0.84,1.71,2.27,3.4,1.08,0.23,0.32,0.3,0.75,0.0,0.0,64.0,4.0,88.5,8.0
1.5,0,3.02,2.0,-9.67,4.0,373.68,10.0,2.0,2.0,-500.12,513.0,5.0,6.8,1,376.0,1.72,2561.06,0.11,0.0,0.0,85,2828.31,52.6,1.2,1.27,2.27,2.21,2.48,1.51,0.82,0.18,0.21,0.84,1.71,2.3,3.46,1.07,0.27,0.35,0.32,0.78,0.0,0.0,64.0,4.0,88.5,8.0
1.6,0,3.02,2.0,-9.12,4.0,373.58,10.0,2.0,2.0,-500.13,513.0,5.0,7.05,1,376.0,1.72,2661.04,0.06,0.0,0.0,85,2943.59,52.6,1.18,1.27,2.31,2.25,2.53,1.55,0.87,0.21,0.24,0.84,1.71,2.34,3.53,1.07,0.3,0.39,0.35,0.8,0.0,0.0,64.0,4.0,88.5,8.0
1.7,0,3.02,2.0,-8.92,4.0,373.5,10.0,2.0,2.0,-500.14,513.0,5.0,7.33,1,376.0,1.72,2763.12,0.1,0.0,0.0,85,3043.58,52.6,1.15,1.27,2.34,2.28,2.57,1.58,0.91,0.25,0.28,0.84,1.71,2.37,3.59,1.06,0.34,0.42,0.37,0.83,0.0,0.0,64.0,4.0,88.5,8.0
1.8,0,3.02,2.0,-9.82,4.0,373.5,10.0,2.0,2.0,-500.15,513.0,5.0,7.7,1,376.0,1.72,2873.12,0.09,0.0,0.0,85,3143.57,52.6,1.12,1.27,2.38,2.32,2.61,1.62,0.95,0.28,0.31,0.84,1.71,2.41,3.65,1.05,0.37,0.46,0.4,0.86,0.0,0.0,64.0,4.0,88.5,8.0
1.9,0,3.02,2.0,-10.42,4.0,373.46,10.0,2.0,2.0,-500.15,513.0,5.0,8.05,1,376.0,1.72,2983.11,0.04,0.0,0.0,85,3243.56,52.6,1.1,1.27,2.41,2.35,2.66,1.65,1.0,0.32,0.35,0.84,1.71,2.44,3.71,1.04,0.41,0.49,0.43,0.88,0.0,0.0,64.0,4.0,88.5,8.0
2.0,0,3.02,2.0,-10.07,4.0,373.31,10.0,2.0,2.0,-500.16,513.0,5.0,8.3,1,376.0,2.68,3093.08,0.05,0.0,0.0,85,3343.56,52.6,1.07,1.27,2.45,2.39,2.7,1.69,1.04,0.35,0.38,0.84,1.71,2.48,3.77,1.03,0.44,0.53,0.45,0.91,0.0,0.0,64.0,4.0,88.5,8.0
2.1,0,3.02,2.0,-10.05,4.0,373.21,10.0,2.0,2.0,-500.17,513.0,5.0,8.55,1,375.9,2.68,3198.85,0.05,0.0,0.0,85,3443.55,52.6,1.04,1.27,2.48,2.41,2.74,1.72,1.08,0.39,0.41,0.84,1.71,2.5,3.81,1.02,0.48,0.56,0.48,0.93,0.0,0.0,64.0,4.0,88.5,8.0
2.2,0,3.02,2.0,-11.1,4.0,373.26,10.0,2.0,2.0,-500.18,513.0,5.0,8.8,1,375.4,2.68,3288.85,0.04,0.0,0.0,85,3548.26,52.6,1.02,1.27,2.51,2.43,2.77,1.73,1.1,0.41,0.44,0.84,1.71,2.52,3.83,1.01,0.5,0.58,0.49,0.96,0.0,0.0,64.0,4.0,88.5,8.0
2.3,0,3.02,2.0,-11.76,4.0,373.26,10.0,2.0,2.0,-500.18,513.0,5.0,9.05,1,375.0,2.68,3383.04,0.03,0.0,0.0,85,3668.25,52.6,1.0,1.28,2.52,2.45,2.79,1.75,1.11,0.41,0.46,0.84,1.71,2.54,3.85,1.01,0.52,0.59,0.5,0.99,0.0,0.0,64.0,4.0,88.5,8.0
2.4,0,3.02,2.0,-11.16,4.0,373.11,10.0,2.0,2.0,-500.19,513.0,5.0,9.3,1,375.0,2.68,3493.06,0.05,0.0,0.0,85,3783.54,52.6,1.0,1.29,2.54,2.47,2.8,1.77,1.12,0.42,0.49,0.84,1.71,2.55,3.86,1.01,0.53,0.6,0.51,1.01,0.0,0.0,64.0,4.0,88.5,8.0
2.5,0,3.02,2.0,-10.88,4.0,373.0,10.0,2.0,2.0,-500.18,513.0,5.0,9.58,1,375.0,2.68,3605.18,0.07,0.0,0.0,85,3883.53,52.6,0.99,1.3,2.56,2.48,2.82,1.79,1.13,0.43,0.52,0.84,1.71,2.57,3.88,1.01,0.55,0.61,0.52,1.04,0.0,0.0,64.0,4.0,88.5,8.0
2.6,0,3.02,2.0,-11.63,4.0,373.0,10.0,2.0,2.0,-500.18,513.0,5.0,9.95,1,375.0,2.68,3725.18,0.06,0.0,0.0,85,3983.52,52.6,0.98,1.3,2.58,2.5,2.84,1.8,1.14,0.44,0.54,0.84,1.71,2.59,3.9,1.01,0.57,0.61,0.53,1.07,0.0,0.0,64.0,4.0,88.5,8.0
2.7,0,3.02,2.0,-12.22,4.0,372.98,10.0,2.0,2.0,-500.17,513.0,5.0,10.3,1,375.0,2.68,3838.88,0.05,0.0,0.0,85,4083.51,52.6,0.97,1.31,2.59,2.52,2.86,1.82,1.15,0.45,0.57,0.84,1.71,2.61,3.92,1.01,0.59,0.62,0.54,1.09,0.0,0.0,64.0,4.0,88.5,8.0
2.8,0,3.02,2.0,-12.32,4.0,372.88,10.0,2.0,2.0,-500.16,513.0,5.0,10.55,1,375.0,2.68,3928.86,0.05,0.0,0.0,85,4183.51,52.6,0.96,1.32,2.61,2.54,2.87,1.84,1.16,0.46,0.59,0.84,1.71,2.62,3.93,1.01,0.6,0.63,0.54,1.12,0.0,0.0,64.0,4.0,88.5,8.0
2.9,0,3.02,2.0,-12.52,4.0,372.8,10.0,2.0,2.0,-500.15,513.0,5.0,10.8,1,374.9,2.68,4020.94,0.04,0.0,0.0,85,4283.5,52.6,0.95,1.33,2.63,2.55,2.89,1.86,1.16,0.47,0.62,0.84,1.71,2.64,3.95,1.01,0.62,0.64,0.55,1.14,0.0,0.0,64.0,4.0,88.5,8.0
3.0,0,3.02,2.0,-13.02,4.0,372.8,10.0,2.0,2.0,-500.14,513.0,5.0,11.05,1,374.4,3.8,4120.94,0.07,0.0,0.0,85,4388.2,52.6,0.94,1.34,2.65,2.57,2.91,1.87,1.17,0.47,0.65,0.84,1.71,2.66,3.97,1.01,0.64,0.65,0.56,1.17,0.0,0.0,64.0,4.0,88.5,8.0
3.1,0,3.02,2.0,-13.45,4.0,372.78,10.0,2.0,2.0,-500.14,513.0,5.0,11.3,1,374.0,3.8,4220.94,0.07,0.0,0.0,85,4508.19,52.6,0.93,1.35,2.66,2.59,2.93,1.88,1.18,0.48,0.66,0.84,1.71,2.67,3.98,1.01,0.66,0.66,0.57,1.18,0.0,0.0,64.0,4.0,88.5,8.0
3.2,0,3.02,2.0,-13.65,4.0,372.68,10.0,2.0,2.0,-500.13,513.0,5.0,11.55,1,374.0,3.8,4320.93,0.07,0.0,0.0,85,4623.49,52.6,0.93,1.36,2.67,2.59,2.94,1.88,1.19,0.5,0.67,0.84,1.71,2.67,3.98,1.01,0.66,0.67,0.58,1.17,0.0,0.0,64.0,4.0,88.5,8.0
3.3,0,3.02,2.0,-13.82,4.0,372.59,10.0,2.0,2.0,-500.12,513.0,5.0,11.83,1,374.0,3.8,4425.12,0.07,0.0,0.0,85,4723.48,52.6,0.92,1.38,2.67,2.6,2.95,1.88,1.2,0.52,0.68,0.84,1.71,2.67,3.98,1.01,0.66,0.68,0.59,1.16,0.0,0.0,64.0,4.0,88.5,8.0
3.4,0,3.02,2.0,-13.92,4.0,372.54,10.0,2.0,2.0,-500.11,513.0,5.0,12.2,1,374.0,3.8,4545.12,0.05,0.0,0.0,85,4823.47,52.6,0.92,1.4,2.67,2.61,2.95,1.88,1.21,0.53,0.69,0.84,1.71,2.67,3.98,1.01,0.66,0.68,0.6,1.15,0.0,0.0,64.0,4.0,88.5,8.0
3.5,0,3.02,2.0,-14.18,4.0,372.48,10.0,2.0,2.0,-500.11,513.0,5.0,12.55,1,374.0,3.8,4658.84,0.08,0.0,0.0,85,4923.46,52.6,0.92,1.43,2.67,2.62,2.96,1.88,1.22,0.55,0.7,0.84,1.71,2.67,3.98,1.01,0.66,0.69,0.61,1.15,0.0,0.0,64.0,4.0,88.5,8.0
3.6,0,3.02,2.0,-14.93,4.0,372.38,10.0,2.0,2.0,-500.11,513.0,5.0,12.8,1,374.0,3.8,4748.83,0.05,0.0,0.0,85,5023.46,52.6,0.92,1.46,2.67,2.63,2.97,1.88,1.23,0.57,0.71,0.84,1.71,2.67,3.98,1.01,0.66,0.7,0.61,1.14,0.0,0.0,64.0,4.0,88.5,8.0
3.7,0,3.02,2.0,-15.46,4.0,372.29,10.0,2.0,2.0,-500.11,513.0,5.0,13.05,1,374.0,3.8,4843.01,0.05,0.0,0.0,85,5123.45,52.6,0.92,1.48,2.67,2.64,2.98,1.88,1.23,0.59,0.72,0.84,1.71,2.67,3.98,1.01,0.66,0.71,0.62,1.13,0.0,0.0,64.0,4.0,88.5,8.0
3.8,0,3.02,2.0,-15.31,4.0,372.24,10.0,2.0,2.0,-500.11,513.0,5.0,13.3,1,374.0,3.8,4952.99,0.09,0.0,0.0,85,5228.14,52.6,0.92,1.51,2.67,2.65,2.99,1.88,1.24,0.6,0.73,0.84,1.71,2.67,3.98,1.01,0.66,0.72,0.63,1.12,0.0,0.0,64.0,4.0,88.5,8.0
3.9,0,3.02,2.0,-15.37,4.0,372.19,10.0,2.0,2.0,-500.11,513.0,5.0,13.55,1,374.0,3.8,5060.89,0.07,0.0,0.0,85,5348.13,52.6,0.92,1.53,2.67,2.65,3.0,1.88,1.25,0.62,0.73,0.84,1.71,2.67,3.98,1.01,0.66,0.73,0.64,1.11,0.0,0.0,64.0,4.0,88.5,8.0
4.0,0,3.02,2.0,-16.07,4.0,372.14,10.0,2.0,2.0,-500.11,513.0,5.0,13.8,1,374.0,4.84,5160.88,0.05,0.0,0.0,85,5463.44,52.6,0.92,1.56,2.67,2.66,3.01,1.88,1.26,0.64,0.74,0.84,1.71,2.67,3.98,1.01,0.66,0.74,0.65,1.1,0.0,0.0,64.0,4.0,88.5,8.0
4.1,0,3.02,2.0,-16.52,4.0,372.09,10.0,2.0,2.0,-500.11,513.0,5.0,14.08,1,374.0,4.84,5265.05,0.05,0.0,0.0,85,5563.43,52.6,0.92,1.59,2.67,2.67,3.01,1.89,1.27,0.66,0.75,0.84,1.71,2.67,3.98,1.01,0.66,0.75,0.66,1.1,0.0,0.0,64.0,4.0,88.5,8.0
4.2,0,3.02,2.0,-16.17,4.0,372.04,10.0,2.0,2.0,-500.11,513.0,5.0,14.45,1,374.0,4.84,5385.05,0.06,0.0,0.0,85,5663.42,52.6,0.92,1.61,2.67,2.67,3.02,1.9,1.27,0.67,0.76,0.84,1.71,2.67,3.99,1.01,0.67,0.75,0.66,1.11,0.0,0.0,64.0,4.0,88.5,8.0
4.3,0,3.02,2.0,-16.07,4.0,371.99,10.0,2.0,2.0,-500.11,513.0,5.0,14.8,1,373.9,4.84,5500.87,0.05,0.0,0.0,85,5763.41,52.6,0.93,1.67,2.68,2.67,3.02,1.9,1.27,0.68,0.77,0.84,1.71,2.67,4.0,1.02,0.68,0.75,0.66,1.12,0.0,0.0,64.0,4.0,88.5,8.0
4.4,0,3.02,2.0,-16.77,4.0,371.94,10.0,2.0,2.0,-500.11,513.0,5.0,15.05,1,373.4,4.84,5600.86,0.07,0.0,0.0,85,5863.41,52.6,0.94,1.74,2.69,2.67,3.02,1.91,1.27,0.68,0.78,0.84,1.71,2.67,4.01,1.02,0.68,0.75,0.66,1.13,0.0,0.0,64.0,4.0,88.5,8.0
4.5,0,3.02,2.0,-17.26,4.0,371.89,10.0,2.0,2.0,-500.12,513.0,5.0,15.3,1,373.0,4.84,5700.86,0.07,0.0,0.0,85,5963.4,52.6,0.95,1.81,2.7,2.67,3.02,1.92,1.27,0.69,0.79,0.84,1.71,2.67,4.02,1.03,0.69,0.75,0.66,1.14,0.0,0.0,64.0,4.0,88.5,8.0
4.6,0,3.02,2.0,-17.11,4.0,371.84,10.0,2.0,2.0,-500.13,513.0,5.0,15.55,1,373.0,4.84,5800.85,0.07,0.0,0.0,85,6068.08,52.6,0.95,1.88,2.71,2.67,3.02,1.93,1.27,0.7,0.8,0.84,1.71,2.67,4.03,1.04,0.7,0.75,0.66,1.14,0.0,0.0,64.0,4.0,88.5,8.0
4.7,0,3.02,2.0,-17.14,4.0,371.79,10.0,2.0,2.0,-500.14,513.0,5.0,15.8,1,373.0,4.84,5900.84,0.06,0.0,0.0,85,6188.07,52.6,0.96,1.95,2.72,2.67,3.02,1.94,1.27,0.71,0.8,0.84,1.71,2.67,4.03,1.05,0.71,0.75,0.66,1.15,0.0,0.0,64.0,4.0,88.5,8.0
4.8,0,3.02,2.0,-17.74,4.0,371.74,10.0,2.0,2.0,-500.15,513.0,5.0,16.05,1,373.0,4.84,6000.83,0.08,0.0,0.0,85,6303.39,52.6,0.97,2.02,2.73,2.67,3.02,1.95,1.27,0.72,0.81,0.84,1.71,2.67,4.04,1.06,0.72,0.75,0.66,1.16,0.0,0.0,64.0,4.0,88.5,8.0
4.9,0,3.02,2.0,-18.25,4.0,371.68,10.0,2.0,2.0,-500.15,513.0,5.0,16.33,1,373.0,4.84,6104.98,0.07,0.0,0.0,85,6403.38,52.6,0.98,2.09,2.74,2.67,3.02,1.96,1.27,0.73,0.82,0.84,1.71,2.67,4.05,1.07,0.73,0.75,0.66,1.17,0.0,0.0,64.0,4.0,88.5,8.0
5.0,0,3.02,2.0,-18.45,4.0,371.58,10.0,2.0,2.0,-500.16,513.0,5.0,16.7,1,373.0,5.88,6224.96,0.07,0.0,0.0,85,6503.37,52.6,0.99,2.16,2.74,2.67,3.02,1.97,1.27,0.74,0.83,0.84,1.71,2.67,4.06,1.08,0.74,0.75,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
5.1,0,3.02,2.0,-18.68,4.0,371.49,10.0,2.0,2.0,-500.17,513.0,5.0,17.05,1,373.0,5.88,6342.87,0.08,0.0,0.0,85,6603.36,52.6,1.0,2.23,2.75,2.67,3.02,1.97,1.27,0.75,0.84,0.84,1.71,2.67,4.07,1.09,0.75,0.75,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
5.2,0,3.02,2.0,-19.03,4.0,371.44,10.0,2.0,2.0,-500.18,513.0,5.0,17.3,1,373.0,5.88,6452.88,0.08,0.0,0.0,85,6703.36,52.6,1.01,2.3,2.75,2.67,3.02,1.97,1.27,0.75,0.85,0.84,1.71,2.68,4.08,1.09,0.75,0.76,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
5.3,0,3.02,2.0,-19.38,4.0,371.39,10.0,2.0,2.0,-500.18,513.0,5.0,17.55,1,373.0,5.88,6560.8,0.09,0.0,0.0,85,6803.35,52.6,1.0,2.4,2.74,2.67,3.02,1.97,1.27,0.75,0.86,0.84,1.71,2.69,4.09,1.1,0.76,0.78,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
5.4,0,3.02,2.0,-19.73,4.0,371.34,10.0,2.0,2.0,-500.19,513.0,5.0,17.8,1,373.0,5.88,6660.79,0.07,0.0,0.0,85,6894.01,52.6,1.0,2.52,2.73,2.67,3.02,1.97,1.27,0.75,0.87,0.84,1.71,2.7,4.09,1.11,0.77,0.8,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
5.5,0,3.02,2.0,-20.0,4.0,371.29,10.0,2.0,2.0,-500.19,513.0,5.0,18.05,1,373.0,5.88,6758.7,0.09,0.0,0.0,85,6954.01,52.6,0.99,2.65,2.72,2.67,3.02,1.97,1.27,0.75,0.87,0.84,1.71,2.71,4.1,1.12,0.78,0.81,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
5.6,0,3.02,2.0,-20.0,4.0,371.24,10.0,2.0,2.0,-500.19,513.0,5.0,18.3,1,373.0,5.88,6848.69,0.05,0.0,0.0,85,7000.0,52.6,0.98,2.77,2.71,2.67,3.02,1.97,1.27,0.75,0.88,0.84,1.71,2.72,4.11,1.13,0.79,0.83,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
5.7,0,3.02,2.0,-20.02,4.0,371.2,10.0,2.0,2.0,-500.19,513.0,5.0,18.53,1,373.0,5.88,6928.31,0.05,0.0,0.0,85,7000.0,52.6,0.97,2.89,2.71,2.67,3.02,1.97,1.27,0.75,0.89,0.84,1.71,2.72,4.12,1.14,0.8,0.85,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
5.8,0,3.02,2.0,-20.12,4.0,371.2,10.0,2.0,2.0,-500.19,513.0,5.0,18.65,1,373.0,5.88,6968.31,0.04,0.0,0.0,85,7000.0,52.6,0.96,3.01,2.7,2.67,3.02,1.97,1.27,0.75,0.9,0.84,1.71,2.73,4.13,1.15,0.81,0.87,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
5.9,0,3.02,2.0,-20.22,4.0,371.19,10.0,2.0,2.0,-500.19,513.0,5.0,18.75,1,373.0,5.88,7000.0,0.06,0.0,0.0,85,7000.0,52.6,0.95,3.13,2.69,2.67,3.02,1.97,1.27,0.75,0.91,0.84,1.71,2.74,4.14,1.16,0.82,0.88,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
6.0,0,3.02,2.0,-20.32,4.0,371.14,10.0,2.0,2.0,-500.19,513.0,5.0,18.75,1,373.0,6.92,7000.0,0.07,0.0,0.0,85,7000.0,52.6,0.94,3.26,2.68,2.67,3.02,1.97,1.27,0.75,0.92,0.84,1.71,2.75,4.15,1.16,0.82,0.9,0.66,1.18,0.0,0.0,64.0,4.0,88.5,8.0
6.1,0,3.02,2.0,-20.39,4.0,371.1,10.0,2.0,2.0,-500.19,513.0,5.0,18.75,1,372.9,6.92,6997.92,0.06,0.0,0.0,85,7000.0,52.6,0.93,3.38,2.67,2.67,3.02,1.97,1.27,0.75,0.93,0.84,1.71,2.76,4.16,1.17,0.83,0.92,0.66,1.19,0.0,0.0,64.0,4.0,88.5,8.0
6.2,0,3.02,2.0,-20.34,4.0,371.1,10.0,2.0,2.0,-500.19,513.0,5.0,18.75,1,372.4,6.92,6987.92,0.05,0.0,0.0,85,7000.0,52.6,0.93,3.5,2.67,2.67,3.02,1.98,1.27,0.75,0.94,0.84,1.72,2.76,4.18,1.18,0.85,0.92,0.67,1.2,0.0,0.0,64.0,4.0,88.5,8.0
6.3,0,3.02,2.0,-20.3,4.0,371.1,10.0,2.0,2.0,-500.19,513.0,5.0,18.75,1,372.1,6.92,6982.07,0.05,0.0,0.0,85,7000.0,52.6,0.92,3.66,2.68,2.67,3.02,1.99,1.27,0.76,0.94,0.85,1.73,2.76,4.19,1.19,0.87,0.92,0.68,1.21,0.0,0.0,64.0,4.0,88.5,8.0
6.4,0,3.02,2.0,-20.3,4.0,371.1,10.0,2.0,2.0,-500.19,513.0,5.0,18.75,1,372.6,6.92,6992.07,0.07,0.0,0.0,85,7000.0,52.6,0.92,3.85,2.69,2.67,3.02,2.0,1.27,0.77,0.95,0.86,1.74,2.76,4.21,1.2,0.88,0.92,0.68,1.21,0.0,0.0,64.0,4.0,88.5,8.0
6.5,0,3.02,2.0,-20.28,4.0,371.1,10.0,2.0,2.0,-500.18,513.0,5.0,18.75,1,372.9,6.92,6997.93,0.03,0.0,0.0,85,7000.0,52.6,0.92,4.03,2.7,2.67,3.02,2.01,1.27,0.78,0.96,0.87,1.75,2.76,4.23,1.21,0.9,0.92,0.69,1.22,0.0,0.0,64.0,4.0,88.5,8.0
6.6,0,3.02,2.0,-20.18,4.0,371.1,10.0,2.0,2.0,-500.18,513.0,5.0,18.75,1,372.4,6.92,6987.93,0.09,0.0,0.0,85,6995.35,52.6,0.92,4.21,2.71,2.67,3.02,2.02,1.27,0.79,0.97,0.88,1.76,2.76,4.25,1.22,0.92,0.92,0.7,1.23,0.0,0.0,64.0,4.0,88.5,8.0
