Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
1.0,0.0,4.72,4.0,-14.02,14.0,366.4,21.81,40.0,40.0,-0.03,530.0,33.5,10.25,1,368.0,2.96,3763.26,-0.21,0.0,0.0,85,4030.41,38.9,37.82,38.48,22.36,24.66,24.49,20.03,22.31,35.49,35.1,18.88,13.93,13.93,15.84,37.47,26.41,27.93,28.07,26.45,0.0,0.0,41.0,16.0,88.5,8.0
1.1,0.0,4.73,4.0,-13.82,14.0,366.4,21.79,40.0,40.0,-0.06,530.0,33.5,10.25,1,368.0,2.96,3773.26,-0.27,0.0,0.0,85,4195.2,38.9,37.81,38.49,22.35,24.66,24.49,20.05,22.31,35.49,35.09,18.9,13.93,13.93,15.87,37.46,26.41,27.94,28.07,26.46,0.0,0.0,41.0,16.0,88.5,8.0
1.2,0.0,4.73,4.0,-13.94,14.0,366.31,21.78,40.0,40.0,-0.09,530.0,33.5,10.45,1,368.0,2.96,3848.5,-0.24,0.0,0.0,85,4295.19,38.9,37.8,38.5,22.34,24.66,24.49,20.07,22.31,35.49,35.08,18.92,13.93,13.93,15.91,37.45,26.41,27.94,28.07,26.47,0.0,0.0,41.0,16.0,88.5,8.0
1.3,0.0,4.74,4.0,-14.09,14.0,366.21,21.76,40.0,40.0,-0.12,530.0,33.5,11.08,1,368.0,2.96,4058.44,-0.27,0.0,0.0,85,4402.21,38.9,37.79,38.5,22.33,24.66,24.49,20.09,22.31,35.49,35.07,18.94,13.93,13.93,15.94,37.44,26.41,27.95,28.07,26.48,0.0,0.0,41.0,16.0,88.5,8.0
1.4,0.0,4.75,4.0,-14.79,14.0,366.25,21.74,40.0,40.0,-0.16,530.0,33.5,11.54,1,368.0,2.96,4226.06,-0.25,0.0,0.0,85,4522.21,38.9,37.78,38.51,22.32,24.66,24.49,20.1,22.31,35.49,35.06,18.95,13.93,13.93,15.98,37.43,26.41,27.96,28.07,26.49,0.0,0.0,41.0,16.0,88.5,8.0
1.5,0.32,4.76,4.0,-15.54,14.0,366.3,21.73,40.0,40.0,-0.19,530.0,33.5,11.67,1,368.0,2.96,4306.07,-0.23,0.0,0.0,85,4614.07,38.9,37.77,38.52,22.32,24.66,24.49,20.12,22.31,35.49,35.05,18.97,13.93,13.93,16.01,37.43,26.41,27.97,28.07,26.49,0.0,0.0,41.0,16.0,88.5,8.0
1.6,0.32,4.76,4.0,-15.33,14.0,366.21,21.71,40.0,40.0,-0.22,530.0,33.5,11.87,1,368.0,2.96,4399.13,-0.25,0.0,0.0,85,4654.07,38.9,37.77,38.53,22.31,24.66,24.49,20.12,22.31,35.49,35.04,18.99,13.92,13.93,16.04,37.42,26.41,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
1.7,0.32,4.76,4.0,-15.03,14.0,366.11,21.69,40.0,40.0,-0.25,530.0,33.5,12.25,1,368.0,4.24,4519.14,-0.23,0.0,0.0,85,4687.03,38.9,37.76,38.54,22.31,24.66,24.49,20.11,22.31,35.49,35.03,19.0,13.91,13.93,16.07,37.41,26.42,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
1.8,0.32,4.76,4.0,-15.5,14.0,366.1,21.68,40.0,40.0,-0.28,530.0,33.5,12.54,1,368.0,4.24,4613.05,-0.23,0.0,0.0,85,4707.03,38.9,37.74,38.57,22.31,24.66,24.49,20.1,22.31,35.49,35.03,19.01,13.9,13.93,16.09,37.4,26.43,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
1.9,0.32,4.76,4.0,-16.05,14.0,366.1,21.67,40.0,40.0,-0.3,530.0,33.5,12.67,1,368.0,4.24,4653.04,-0.2,0.0,0.0,85,4720.0,38.9,37.72,38.6,22.31,24.66,24.49,20.09,22.31,35.49,35.02,19.02,13.89,13.93,16.12,37.39,26.43,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
2.0,0.32,4.76,4.0,-15.55,14.0,366.1,21.67,40.0,40.0,-0.29,530.0,33.5,12.75,1,368.0,4.24,4686.52,-0.26,0.0,0.0,85,4720.0,38.9,37.71,38.64,22.31,24.66,24.49,20.08,22.31,35.49,35.01,19.02,13.89,13.93,16.15,37.38,26.44,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
2.1,0.32,4.76,4.0,-14.95,14.0,366.1,21.67,40.0,40.0,-0.27,530.0,33.5,12.75,1,368.0,4.24,4706.52,-0.18,0.0,0.0,85,4727.03,38.9,37.69,38.67,22.31,24.66,24.49,20.07,22.31,35.49,35.0,19.03,13.88,13.93,16.17,37.37,26.45,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
2.2,0.32,4.76,4.0,-15.4,14.0,366.1,21.67,40.0,40.0,-0.26,530.0,33.5,12.75,1,368.0,4.24,4716.74,-0.24,0.0,0.0,85,4747.02,38.9,37.67,38.71,22.31,24.66,24.49,20.07,22.31,35.49,34.99,19.04,13.87,13.93,16.2,37.36,26.46,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
2.3,0.16,4.76,4.0,-15.95,14.0,366.1,21.67,40.0,40.0,-0.24,530.0,33.5,12.75,1,368.0,4.24,4706.74,-0.27,0.0,0.0,85,4767.02,38.9,37.65,38.74,22.31,24.66,24.49,20.06,22.31,35.49,34.98,19.05,13.86,13.93,16.23,37.36,26.47,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
2.4,0.16,4.76,4.0,-15.77,14.0,366.05,21.67,40.0,40.0,-0.23,530.0,33.5,12.79,1,368.0,4.24,4709.77,-0.24,0.0,0.0,85,4787.02,38.9,37.64,38.78,22.31,24.66,24.49,20.05,22.31,35.49,34.97,19.06,13.85,13.93,16.25,37.35,26.48,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
2.5,0.16,4.76,4.0,-15.52,14.0,366.0,21.67,40.0,40.0,-0.21,530.0,33.5,12.92,1,368.0,4.24,4739.77,-0.23,0.0,0.0,85,4800.0,38.9,37.62,38.81,22.31,24.66,24.49,20.04,22.31,35.49,34.96,19.07,13.84,13.93,16.28,37.34,26.49,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
2.6,0.16,4.76,4.0,-15.87,14.0,366.0,21.67,40.0,40.0,-0.2,530.0,33.5,13.0,1,368.0,4.24,4763.25,-0.23,0.0,0.0,85,4800.0,38.9,37.6,38.85,22.31,24.66,24.49,20.03,22.31,35.49,34.97,19.08,13.83,13.93,16.3,37.33,26.5,27.98,28.07,26.5,0.0,0.0,41.0,16.0,88.5,8.0
2.7,0.16,4.76,4.0,-16.27,14.0,366.0,21.67,40.0,40.0,-0.18,530.0,33.5,13.0,1,368.0,4.68,4773.25,-0.25,0.0,0.0,85,4800.0,38.9,37.58,38.88,22.31,24.66,24.49,20.02,22.31,35.49,34.98,19.07,13.81,13.93,16.32,37.32,26.5,27.99,28.08,26.5,0.0,0.0,41.0,16.0,88.5,8.0
2.8,0.16,4.76,4.0,-15.93,14.0,366.05,21.67,40.0,40.0,-0.17,530.0,33.5,13.0,1,368.0,4.68,4780.0,-0.23,0.0,0.0,85,4800.0,38.9,37.57,38.94,22.31,24.66,24.49,20.01,22.31,35.49,34.99,19.06,13.79,13.93,16.33,37.31,26.5,28.0,28.08,26.5,0.0,0.0,41.0,16.0,88.5,8.0
2.9,0.16,4.76,4.0,-15.53,14.0,366.1,21.67,40.0,40.0,-0.15,530.0,33.5,13.0,1,368.0,4.68,4780.0,-0.21,0.0,0.0,85,4806.81,38.9,37.56,39.0,22.31,24.66,24.49,20.0,22.31,35.49,35.0,19.05,13.77,13.93,16.35,37.3,26.5,28.01,28.09,26.5,0.0,0.0,41.0,16.0,88.5,8.0
3.0,0.16,4.76,4.0,-15.45,14.0,366.05,21.67,40.0,40.0,-0.17,530.0,33.5,13.0,1,368.0,4.68,4783.15,-0.27,0.0,0.0,85,4826.81,38.9,37.56,39.06,22.31,24.66,24.49,20.0,22.31,35.49,35.0,19.04,13.76,13.93,16.37,37.29,26.5,28.01,28.1,26.5,0.0,0.0,41.0,16.0,88.5,8.0
3.1,0.32,4.76,4.0,-15.4,14.0,366.0,21.67,40.0,40.0,-0.18,530.0,33.5,13.0,1,368.0,4.68,4793.15,-0.24,0.0,0.0,85,4846.81,38.9,37.55,39.12,22.31,24.66,24.49,19.99,22.31,35.49,35.01,19.03,13.74,13.93,16.38,37.29,26.5,28.02,28.11,26.5,0.0,0.0,41.0,16.0,88.5,8.0
3.2,0.31,4.76,4.0,-15.49,14.0,366.05,21.67,40.0,40.0,-0.2,530.0,33.5,13.04,1,368.0,4.68,4809.44,-0.21,0.0,0.0,85,4866.81,38.9,37.54,39.18,22.31,24.66,24.49,19.98,22.31,35.49,35.02,19.02,13.72,13.93,16.4,37.28,26.5,28.03,28.12,26.5,0.0,0.0,41.0,16.0,88.5,8.0
3.3,0.31,4.76,4.0,-15.59,14.0,366.1,21.67,40.0,40.0,-0.21,530.0,33.5,13.16,1,368.0,4.68,4839.44,-0.21,0.0,0.0,85,4880.0,38.9,37.53,39.25,22.31,24.66,24.49,19.97,22.31,35.49,35.03,19.02,13.7,13.93,16.42,37.27,26.5,28.04,28.13,26.5,0.0,0.0,41.0,16.0,88.5,8.0
3.4,0.3,4.76,4.0,-15.6,14.0,366.05,21.67,40.0,40.0,-0.23,530.0,33.5,13.25,1,368.0,4.68,4863.15,-0.27,0.0,0.0,85,4880.0,38.9,37.52,39.31,22.31,24.66,24.49,19.96,22.31,35.49,35.04,19.01,13.69,13.93,16.44,37.26,26.5,28.05,28.14,26.5,0.0,0.0,41.0,16.0,88.5,8.0
3.5,0.3,4.76,4.0,-15.6,14.0,366.0,21.67,40.0,40.0,-0.25,530.0,33.5,13.25,1,368.0,4.68,4873.15,-0.24,0.0,0.0,85,4886.81,38.9,37.51,39.37,22.31,24.66,24.49,19.95,22.31,35.49,35.05,19.0,13.67,13.93,16.45,37.25,26.5,28.06,28.15,26.5,0.0,0.0,41.0,16.0,88.5,8.0
3.6,0.29,4.76,4.0,-15.87,14.0,366.0,21.67,40.0,40.0,-0.26,530.0,33.5,13.25,1,368.0,4.68,4880.0,-0.25,0.0,0.0,85,4906.8,38.9,37.5,39.43,22.31,24.66,24.49,19.96,22.31,35.49,35.06,18.99,13.65,13.93,16.47,37.24,26.5,28.07,28.15,26.5,0.0,0.0,41.0,16.0,88.5,8.0
3.7,0.29,4.76,4.0,-16.17,14.0,366.0,21.67,40.0,40.0,-0.28,530.0,33.5,13.25,1,368.0,4.84,4880.0,-0.22,0.0,0.0,85,4920.0,38.9,37.5,39.49,22.31,24.66,24.49,19.97,22.31,35.49,35.07,18.98,13.62,13.93,16.47,37.23,26.5,28.07,28.15,26.51,0.0,0.0,41.0,16.0,88.5,8.0
3.8,0.28,4.76,4.0,-15.83,14.0,365.95,21.67,40.0,40.0,-0.29,530.0,33.5,13.29,1,368.0,4.84,4886.29,-0.21,0.0,0.0,85,4920.0,38.9,37.49,39.57,22.31,24.66,24.49,19.97,22.31,35.49,35.07,18.97,13.59,13.93,16.48,37.24,26.51,28.07,28.14,26.52,0.0,0.0,41.0,16.0,88.5,8.0
3.9,0.28,4.76,4.0,-15.43,14.0,365.9,21.67,40.0,40.0,-0.31,530.0,33.53,13.41,1,368.0,4.84,4906.29,-0.21,0.0,0.0,85,4920.0,38.9,37.48,39.66,22.31,24.66,24.49,19.98,22.31,35.49,35.08,18.96,13.57,13.93,16.49,37.25,26.52,28.07,28.13,26.53,0.0,0.0,41.0,16.0,88.5,8.0
4.0,0.28,4.76,4.0,-15.72,14.0,365.95,21.67,40.0,40.0,-0.31,530.0,33.58,13.46,1,368.0,4.84,4920.0,-0.23,0.0,0.0,85,4920.0,38.9,37.47,39.75,22.31,24.66,24.49,19.99,22.31,35.49,35.09,18.96,13.54,13.93,16.5,37.26,26.53,28.07,28.12,26.54,0.0,0.0,41.0,16.0,88.5,8.0
4.1,0.28,4.76,4.0,-16.07,14.0,366.0,21.67,40.0,40.0,-0.32,530.0,33.63,13.34,1,368.0,4.84,4920.0,-0.23,0.0,0.0,85,4926.8,38.9,37.46,39.83,22.31,24.66,24.49,20.0,22.31,35.49,35.1,18.95,13.51,13.93,16.51,37.27,26.54,28.07,28.11,26.55,0.0,0.0,41.0,16.0,88.5,8.0
4.2,0.28,4.76,4.0,-15.83,14.0,365.95,21.67,40.0,40.0,-0.33,530.0,33.68,13.29,1,368.0,4.84,4920.0,-0.29,0.0,0.0,85,4946.8,38.9,37.45,39.92,22.31,24.66,24.49,20.01,22.31,35.49,35.11,18.94,13.49,13.93,16.52,37.27,26.55,28.07,28.1,26.56,0.0,0.0,41.0,16.0,88.5,8.0
4.3,0.28,4.76,4.0,-15.53,14.0,365.9,21.67,40.0,40.0,-0.34,530.0,33.73,13.41,1,368.0,4.84,4920.0,-0.22,0.0,0.0,85,4960.0,38.9,37.44,40.01,22.31,24.66,24.49,20.02,22.31,35.49,35.12,18.93,13.46,13.93,16.53,37.28,26.56,28.07,28.09,26.56,0.0,0.0,41.0,16.0,88.5,8.0
4.4,0.28,4.76,4.0,-15.96,14.0,365.95,21.67,40.0,40.0,-0.34,530.0,33.78,13.5,1,368.0,4.84,4926.28,-0.23,0.0,0.0,85,4960.0,38.9,37.43,40.1,22.31,24.66,24.49,20.03,22.31,35.49,35.13,18.92,13.44,13.93,16.54,37.29,26.57,28.07,28.08,26.57,0.0,0.0,41.0,16.0,88.5,8.0
4.5,0.28,4.76,4.0,-16.46,14.0,366.0,21.67,40.0,40.0,-0.35,530.0,33.83,13.5,1,368.0,4.84,4946.28,-0.23,0.0,0.0,85,4960.0,38.9,37.43,40.18,22.31,24.66,24.49,20.04,22.31,35.49,35.14,18.91,13.41,13.93,16.54,37.3,26.57,28.07,28.08,26.58,0.0,0.0,41.0,16.0,88.5,8.0
4.6,0.28,4.76,4.0,-16.13,14.0,365.95,21.67,40.0,40.0,-0.36,530.0,33.88,13.5,1,368.0,4.84,4960.0,-0.21,0.0,0.0,85,4960.0,38.9,37.42,40.27,22.31,24.66,24.49,20.04,22.31,35.49,35.15,18.9,13.39,13.93,16.55,37.31,26.58,28.07,28.07,26.59,0.0,0.0,41.0,16.0,88.5,8.0
4.7,0.28,4.76,4.0,-15.73,14.0,365.9,21.67,40.0,40.0,-0.37,530.0,33.93,13.5,1,368.0,5.0,4960.0,-0.21,0.0,0.0,85,4966.79,38.9,37.41,40.36,22.31,24.66,24.49,20.05,22.31,35.5,35.17,18.89,13.37,13.94,16.56,37.32,26.59,28.08,28.08,26.6,0.0,0.0,41.0,16.0,88.5,8.0
4.8,0.28,4.76,4.0,-16.16,14.0,365.9,21.67,40.0,40.0,-0.37,530.0,33.98,13.5,1,368.0,5.01,4960.0,-0.23,0.0,0.0,85,4986.79,38.9,37.4,40.44,22.31,24.66,24.49,20.06,22.31,35.52,35.19,18.89,13.36,13.95,16.57,37.34,26.6,28.08,28.08,26.61,0.0,0.0,41.0,16.0,88.5,8.0
4.9,0.28,4.76,4.0,-16.66,14.0,365.9,21.67,40.0,40.0,-0.38,530.0,34.0,13.5,1,368.0,5.01,4960.0,-0.23,0.0,0.0,85,5006.79,38.9,37.39,40.52,22.31,24.66,24.49,20.07,22.31,35.54,35.2,18.88,13.34,13.96,16.58,37.37,26.61,28.09,28.09,26.62,0.0,0.0,41.0,16.0,88.5,8.0
5.0,0.28,4.76,4.0,-16.43,14.0,365.9,21.67,40.0,40.0,-0.38,530.0,34.0,13.54,1,368.0,5.02,4969.42,-0.25,0.0,0.0,85,5026.79,38.85,37.38,40.6,22.31,24.66,24.49,20.08,22.31,35.56,35.22,18.87,13.32,13.97,16.59,37.39,26.62,28.1,28.1,26.63,0.0,0.0,41.0,16.0,88.5,8.0
5.1,0.28,4.76,4.0,-16.13,14.0,365.9,21.67,40.0,40.0,-0.38,530.0,34.0,13.66,1,368.0,5.02,4999.42,-0.22,0.0,0.0,85,5040.0,38.8,37.37,40.67,22.31,24.66,24.49,20.09,22.31,35.57,35.24,18.86,13.3,13.98,16.6,37.42,26.63,28.11,28.11,26.63,0.0,0.0,41.0,16.0,88.5,8.0
5.2,0.28,4.76,4.0,-16.24,14.0,365.9,21.67,40.0,40.0,-0.38,530.0,34.0,13.75,1,368.0,5.03,5020.0,-0.25,0.0,0.0,85,5040.0,38.8,37.36,40.75,22.31,24.66,24.49,20.1,22.31,35.59,35.26,18.85,13.29,13.99,16.61,37.45,26.64,28.12,28.12,26.64,0.0,0.0,41.0,16.0,88.5,8.0
5.3,0.28,4.76,4.0,-16.39,14.0,365.9,21.67,40.0,40.0,-0.38,530.0,34.0,13.75,1,368.0,5.03,5020.0,-0.22,0.0,0.0,85,5046.78,38.8,37.36,40.83,22.31,24.66,24.49,20.11,22.31,35.61,35.27,18.84,13.27,14.0,16.61,37.47,26.64,28.13,28.13,26.65,0.0,0.0,41.0,16.0,88.5,8.0
5.4,0.28,4.76,4.0,-16.4,14.0,365.9,21.67,40.0,40.0,-0.38,530.0,34.0,13.75,1,368.0,5.04,5023.13,-0.23,0.0,0.0,85,5066.78,38.8,37.35,40.91,22.31,24.66,24.49,20.11,22.31,35.63,35.29,18.83,13.25,14.0,16.62,37.5,26.65,28.14,28.14,26.66,0.0,0.0,41.0,16.0,88.5,8.0
5.5,0.36,4.76,4.0,-16.4,14.0,365.9,21.67,40.0,40.0,-0.38,530.0,34.0,13.75,1,368.0,5.04,5033.14,-0.23,0.0,0.0,85,5073.22,38.8,37.34,40.99,22.31,24.66,24.49,20.12,22.31,35.64,35.31,18.82,13.23,14.01,16.63,37.52,26.66,28.15,28.15,26.67,0.0,0.0,41.0,16.0,88.5,8.0
5.6,0.36,4.77,4.0,-16.31,14.0,365.85,21.67,40.0,40.0,-0.38,530.0,34.0,13.75,1,368.0,5.04,5043.14,-0.21,0.0,0.0,85,5053.22,38.8,37.33,41.07,22.31,24.66,24.49,20.12,22.31,35.66,35.34,18.82,13.23,14.04,16.64,37.55,26.67,28.15,28.15,26.67,0.0,0.0,41.0,16.0,88.5,8.0
5.7,0.36,4.78,4.0,-16.21,14.0,365.8,21.67,40.0,40.0,-0.38,530.0,34.0,13.75,1,368.0,5.04,5053.13,-0.23,0.0,0.0,85,5033.22,38.8,37.32,41.15,22.31,24.66,24.49,20.12,22.31,35.69,35.37,18.82,13.23,14.06,16.65,37.58,26.68,28.16,28.16,26.67,0.0,0.0,41.0,16.0,88.5,8.0
5.8,0.36,4.79,4.0,-16.38,14.0,365.85,21.67,40.0,40.0,-0.38,530.0,34.0,13.75,1,368.0,5.04,5053.74,-0.23,0.0,0.0,85,5013.23,38.8,37.31,41.22,22.31,24.66,24.49,20.12,22.31,35.71,35.41,18.83,13.23,14.09,16.66,37.62,26.69,28.17,28.17,26.67,0.0,0.0,41.0,16.0,88.5,8.0
5.9,0.36,4.8,4.0,-16.58,14.0,365.9,21.67,40.0,40.0,-0.38,530.0,34.0,13.75,1,368.0,5.04,5033.74,-0.25,0.0,0.0,85,4993.23,38.8,37.3,41.3,22.31,24.66,24.49,20.12,22.31,35.74,35.44,18.84,13.23,14.11,16.67,37.66,26.7,28.18,28.18,26.67,0.0,0.0,41.0,16.0,88.5,8.0
6.0,0.36,4.8,4.0,-16.37,14.0,365.85,21.67,40.0,40.0,-0.36,530.0,34.0,13.71,1,368.0,5.04,5013.74,-0.23,0.0,0.0,85,4973.23,38.8,37.29,41.38,22.31,24.66,24.49,20.12,22.31,35.76,35.48,18.85,13.23,14.14,16.67,37.7,26.71,28.19,28.19,26.67,0.0,0.0,41.0,16.0,88.5,8.0
6.1,0.36,4.81,4.0,-16.12,14.0,365.8,21.67,40.0,40.0,-0.33,530.0,34.0,13.59,1,368.0,5.04,4993.74,-0.25,0.0,0.0,85,4960.0,38.8,37.29,41.46,22.31,24.66,24.49,20.12,22.31,35.79,35.51,18.86,13.23,14.17,16.68,37.75,26.71,28.2,28.2,26.67,0.0,0.0,41.0,16.0,88.5,8.0
6.2,0.36,4.82,4.0,-16.24,14.0,365.89,21.67,40.0,40.0,-0.31,530.0,34.0,13.5,1,368.0,5.04,4976.87,-0.22,0.0,0.0,85,4960.0,38.8,37.28,41.54,22.31,24.66,24.49,20.12,22.31,35.82,35.55,18.87,13.23,14.19,16.69,37.79,26.72,28.21,28.21,26.67,0.0,0.0,41.0,16.0,88.5,8.0
6.3,0.36,4.83,4.0,-16.39,14.0,365.99,21.67,40.0,40.0,-0.29,530.0,34.0,13.5,1,368.0,5.04,4966.87,-0.25,0.0,0.0,85,4953.23,38.8,37.27,41.62,22.31,24.66,24.49,20.12,22.31,35.84,35.58,18.88,13.23,14.22,16.7,37.83,26.73,28.22,28.22,26.67,0.0,0.0,41.0,16.0,88.5,8.0
6.4,0.36,4.84,4.0,-16.22,14.0,365.91,21.67,40.0,40.0,-0.27,530.0,34.0,13.5,1,368.0,5.04,4956.87,-0.23,0.0,0.0,85,4933.23,38.8,37.26,41.7,22.31,24.66,24.49,20.12,22.31,35.87,35.62,18.88,13.23,14.24,16.71,37.88,26.74,28.22,28.22,26.67,0.0,0.0,41.0,16.0,88.5,8.0
6.5,0.36,4.85,4.0,-16.02,14.0,365.81,21.67,40.0,40.0,-0.24,530.0,34.0,13.5,1,368.0,5.04,4946.87,-0.21,0.0,0.0,85,4920.0,38.8,37.25,41.77,22.31,24.66,24.49,20.12,22.31,35.9,35.65,18.89,13.23,14.27,16.72,37.92,26.75,28.23,28.23,26.67,0.0,0.0,41.0,16.0,88.5,8.0
