Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,,17.0,-1.1556083333333333,19.0,385.5,23.5047,63.0,65.0,,580.0,13.5,0.0,1.0,389.0,0.0,0.0,0.241335,0.0,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,0.0,0.0,85.0,19.0,89.5,8
1,0.0,,17.0,-1.0889966666666666,19.0,385.5,23.5047,63.0,65.0,,580.0,13.5,0.0,1.0,389.0,0.0,0.0,0.2473711111111111,0.0,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,0.0,0.0,85.0,19.0,89.5,8
2,0.0,,17.0,-0.8742127272727274,19.0,385.5,23.5047,63.0,65.0,,580.0,13.5,0.0,1.0,389.0,0.0,0.0,0.2297281818181818,0.0,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,0.0,0.0,85.0,19.0,89.5,8
3,0.0,,17.0,-0.9923633333333333,19.0,385.5,23.5047,63.0,65.0,,580.0,13.5,0.0,1.0,389.0,0.0,0.0,0.23826000000000003,0.0,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,0.0,0.0,85.0,19.0,89.5,8
4,0.0,,17.0,-1.220328181818182,19.0,385.46237,23.5047,63.0,65.0,,580.0,13.5,0.0,1.0,389.0,0.0,0.0,0.22386363636363635,0.0,0.0,85.0,28.71202,74.4,,,,,,,,,,,,,,,,,,0.0,0.0,85.0,19.0,89.5,8
5,0.14222222222222222,,17.0,-3.529025555555555,19.0,385.25092666666666,23.534691111111112,63.0,65.0,,580.0,13.589956666666668,1.1097677777777777,1.0,389.0,0.0,401.7276177777778,0.24354333333333333,0.0,0.0,85.0,718.5848933333333,74.4,,,,,,,,,,,,,,,,,,0.0,0.0,85.0,19.0,89.5,8
6,0.32,,17.0,-5.388669090909091,19.0,385.0805509090909,23.657452727272723,63.0,65.0,,580.0,14.161676363636362,2.9315809090909095,1.0,388.2050209090909,0.7236363636363637,1109.8847500000002,0.23097,0.0,0.0,85.0,1148.2547690909091,74.4,,,,,,,,,,,,,,,,,,0.0,0.0,85.0,19.0,89.5,8
7,0.4977777777777778,,17.0,-5.020031111111112,19.0,385.07932555555556,23.6714,63.0,65.0,,580.0,15.029773333333331,3.00677,1.0,388.22225111111106,1.16,1172.9798788888888,0.21769222222222223,0.0,0.0,85.0,1218.12164,74.4,,,,,,,,,,,,,,,,,,0.0,0.0,85.0,19.0,89.5,8
8,0.08,,17.0,-4.940166363636364,19.0,385.0636390909091,23.671400000000002,63.0,65.0,,580.0,15.661869999999999,3.4828127272727274,1.0,388.0,1.5563636363636362,1326.5381718181818,0.22502727272727271,0.0,0.0,85.0,1333.7045872727272,74.4,,,,,,,,,,,,,,,,,,0.0,0.0,85.0,19.0,89.5,8
9,0.08,,17.0,-4.597425555555556,19.0,385.11266222222224,23.6714,63.0,65.0,,580.0,16.62015888888889,3.185141111111111,1.0,388.40242,4.55111111111111,1230.4534744444445,0.23304000000000002,0.0,0.0,85.0,1012.7355844444444,74.4,,,,,,,,,,,,,,,,,,0.0,0.0,85.0,19.0,89.5,8
