Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.51,,21.0,-5.618333333333333,22.0,391.145,26.01,,,,575.0,17.5,,1.0,,1.4799999999999998,,0.19499999999999998,0.0,0.0,85.0,797.8466666666667,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1,0.4822222222222222,,21.0,-4.178888888888888,22.0,391.24111111111114,26.01,,,,575.0,17.5,,1.0,,1.48,,0.18888888888888888,0.0,0.0,85.0,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
2,0.44181818181818183,,21.0,-3.972727272727273,22.0,391.2818181818182,26.01,,,,575.0,17.5,,1.0,,1.4800000000000002,,0.17,0.0,0.0,85.0,546.0081818181818,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
3,0.38222222222222224,,21.0,-3.5155555555555558,22.0,391.3,26.01,,,,575.0,17.5,,1.0,,1.48,,0.17333333333333334,0.0,0.0,85.0,417.8566666666667,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
4,0.3018181818181818,,20.983636363636364,-3.1154545454545457,22.0,391.32454545454544,26.01,,,,575.0,17.5,,1.0,,1.4800000000000002,,0.17272727272727273,0.0,0.0,85.0,336.15818181818184,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.87818181818182,90,8
5,0.2488888888888889,,20.655555555555555,-2.421111111111111,22.0,391.4,26.01,,,,575.0,17.5,,1.0,,1.48,,0.17,0.0,0.0,85.0,168.98333333333335,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,23.0,90,8
6,0.21454545454545454,,20.843636363636364,-1.939090909090909,22.0,391.4,26.01,,,,575.0,17.5,,1.0,,1.4800000000000002,,0.16545454545454547,0.0,0.0,85.0,23.434545454545454,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,23.0,90,8
7,0.19111111111111112,,21.0,-1.9177777777777776,22.0,391.4222222222222,26.01,,,,575.0,17.5,,1.0,,1.48,,0.17444444444444446,0.0,0.0,85.0,0.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,23.0,90,8
8,0.16,,20.983636363636364,-1.9036363636363633,22.0,391.4,26.01,,,,575.0,17.5,,1.0,,1.4800000000000002,,0.17272727272727273,0.0,0.0,85.0,0.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,23.0,90,8
9,0.16,,20.655555555555555,-2.0122222222222224,22.0,391.44444444444446,26.01,,,,575.0,17.5,,1.0,,1.48,,0.17555555555555558,0.0,0.0,85.0,0.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,23.0,90,8
