Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,,17.5,-1.0,22.0,387.2,18.5,,,,523.0,34.07666666666667,,1.0,,0.0,,-0.006666666666666667,0.0,0.0,85.0,0.0,74.7,,,,,,,,,,,,,,,,,,0.0,0.0,87.0,22.0,90,8
1,0.0,,17.5,-1.0344444444444445,22.0,387.2,18.5,,,,523.0,34.440000000000005,,1.0,,0.0,,-0.006666666666666667,0.0,0.0,85.0,0.0,74.7,,,,,,,,,,,,,,,,,,0.0,0.0,87.0,22.0,90,8
2,0.0,,17.5,-1.079090909090909,22.0,387.2,18.5,,,,523.0,34.940000000000005,,1.0,,0.0,,-0.011818181818181818,0.0,0.0,85.0,0.0,74.7,,,,,,,,,,,,,,,,,,0.0,0.0,87.0,22.0,90,8
3,0.0,,17.5,-1.9477777777777778,22.0,387.1433333333333,18.5,,,,523.0,35.440000000000005,,1.0,,0.0,,0.17555555555555558,16.424444444444443,0.0,85.0,0.0,74.7,,,,,,,,,,,,,,,,,,13.601111111111111,0.022222222222222223,87.0,22.0,90,8
4,0.0,,17.5,-6.901818181818182,22.0,386.76363636363635,18.5,,,,523.0,35.940000000000005,,1.0,,0.0,,0.8654545454545454,59.75818181818181,0.0,85.0,0.0,74.7,,,,,,,,,,,,,,,,,,25.680909090909093,1.9027272727272726,87.0,22.0,90,8
5,0.0,,17.5,-12.974444444444444,22.0,386.23777777777775,18.5,,,,523.0,36.440000000000005,,1.0,,0.0,,1.1666666666666667,72.20222222222222,0.0,85.0,0.0,74.7,,,,,,,,,,,,,,,,,,28.93333333333333,6.301111111111111,87.0,22.0,90,8
6,0.0,,17.5,-10.167272727272728,22.0,386.4381818181818,18.5,,,,523.0,36.89818181818182,,1.0,,0.0,,0.5390909090909091,37.36090909090909,0.0,85.0,0.0,74.7,,,,,,,,,,,,,,,,,,37.23545454545455,9.058181818181819,87.0,22.0,90,8
7,0.0,,17.5,-19.63888888888889,22.0,385.62888888888887,18.5,,,,523.0,37.03,,1.0,,0.0,,1.0022222222222221,62.227777777777774,0.0,85.0,0.0,74.7,,,,,,,,,,,,,,,,,,40.462222222222216,12.051111111111112,87.0,22.0,90,8
8,0.0,,17.5,-27.336363636363636,22.0,384.9681818181818,18.5,,,,523.0,37.39818181818182,,1.0,,2.0072727272727273,,1.1245454545454545,69.73545454545454,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,41.68272727272727,16.10727272727273,87.0,22.0,90,8
9,0.0,,17.5,-27.326666666666668,22.0,384.86888888888893,18.5,,,,523.0,37.53,,1.0,,3.6799999999999997,,0.9022222222222221,57.63777777777778,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,40.672222222222224,19.928888888888892,87.0,22.0,90,8
10,0.0,,17.5,-22.023636363636363,22.0,385.2063636363636,18.5,,,,523.0,37.89818181818182,,1.0,,0.0,,0.5854545454545454,40.96909090909091,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,38.8890909090909,22.688181818181818,87.0,22.0,90,8
11,0.0,,17.5,-16.683333333333334,22.0,385.6111111111111,18.5,,,,523.0,38.03,,1.0,,0.0,,0.34,27.869999999999997,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,38.23222222222222,24.441111111111113,87.0,22.0,90,8
12,0.0,,17.5,-15.09909090909091,22.0,385.7190909090909,18.5,,,,523.0,38.39818181818182,,1.0,,0.0,,0.23909090909090908,23.58272727272727,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,38.442727272727275,25.64090909090909,87.0,22.0,90,8
13,0.0,,17.5,-11.552222222222222,22.0,385.9822222222222,18.5,,,,523.0,38.5,,1.0,,0.0,,0.16666666666666666,16.865555555555556,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,35.766666666666666,26.666666666666668,87.0,22.0,90,8
14,0.0,,17.5,-0.47272727272727266,22.0,386.8472727272727,18.5,,,,523.0,38.54181818181818,,1.0,,0.0,,-0.1809090909090909,-1.1663636363636365,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,23.17,26.795454545454547,87.0,22.0,90,8
15,0.0,,17.5,14.64777777777778,22.0,388.14222222222224,18.51111111111111,,,,523.0,38.91,,1.0,,0.0,,-0.8244444444444444,-34.61,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,16.232222222222223,24.58555555555556,87.0,22.0,90,8
16,0.0,,17.5,11.368181818181817,22.0,388.01363636363635,18.636363636363637,,,,523.0,39.0,,1.0,,0.0,,-0.7536363636363635,-31.527272727272727,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,16.975454545454543,21.624545454545455,87.0,22.0,90,8
17,0.0,,17.5,9.905555555555557,22.0,387.9288888888889,18.67,,,,523.0,39.0,,1.0,,0.0,,-0.7455555555555555,-32.7,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,16.345555555555553,18.664444444444445,87.0,22.0,90,8
18,0.0,,17.5,10.636363636363637,22.0,388.0436363636364,18.683636363636364,,,,523.0,39.04181818181818,,1.0,,0.0,,-1.010909090909091,-43.31818181818182,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,13.491818181818182,15.280909090909091,87.0,22.0,90,8
19,0.0,,17.5,8.676666666666668,22.0,387.94444444444446,18.80777777777778,,,,523.0,39.41,,1.0,,0.0,,-1.08,-51.9,0.4,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,9.796666666666667,11.463333333333333,87.0,22.0,90,8
20,0.0,,17.5,3.739090909090909,22.0,387.58272727272725,18.84,,,,523.0,39.5,,1.0,,0.0,,-1.0054545454545456,-46.91818181818182,0.9090909090909091,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,12.655454545454546,6.872727272727274,87.0,22.0,90,8
21,0.0,,17.5,-2.183333333333333,22.0,387.08666666666664,18.84,,,,523.0,39.5,,1.0,,0.0,,-0.07222222222222223,3.022222222222222,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,24.24,4.655555555555555,87.0,22.0,90,8
22,0.0,,17.5,-13.759090909090908,22.0,386.18636363636364,18.84,,,,523.0,39.5,,1.0,,0.0,,0.9418181818181818,71.77272727272727,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,34.268181818181816,6.158181818181817,87.0,22.0,90,8
23,0.0,,17.5,-19.09111111111111,22.0,385.6677777777778,18.84,,,,523.0,39.5,,1.0,,0.0,,1.0722222222222222,73.66666666666667,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,39.78777777777778,9.894444444444444,87.0,22.0,90,8
24,0.0,,17.5,-26.292727272727276,22.0,385.04727272727274,18.84,,,,523.0,39.5,,1.0,,0.0,,1.1454545454545455,77.11818181818182,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,41.832727272727276,13.79,87.0,22.0,90,8
25,0.0,,17.5,-30.33888888888889,22.0,384.62,18.84,,,,523.0,39.5,,1.0,,0.0,,1.0355555555555556,69.64444444444445,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,42.46666666666667,18.096666666666668,87.0,22.0,90,8
26,0.0,,17.5,-34.52,22.0,384.1790909090909,18.84,,,,523.0,39.5,,1.0,,0.0,,1.0272727272727273,67.12727272727273,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,43.10727272727273,21.955454545454543,87.0,22.0,90,8
27,0.0,,17.5,-32.18444444444444,22.0,384.28222222222223,18.84,,,,523.0,39.5,,1.0,,0.0,,0.8255555555555555,54.86555555555556,0.0,85.0,0.0,74.6,,,,,,,,,,,,,,,,,,42.062222222222225,25.573333333333334,87.0,22.0,90,8
28,0.0,,17.5,-25.04909090909091,22.0,384.76181818181817,18.84,,,,523.0,39.5,,1.0,,0.0,,0.4754545454545454,38.08818181818182,0.0,85.0,0.0,74.57,,,,,,,,,,,,,,,,,,41.17636363636364,28.048181818181817,87.0,22.0,90,8
29,0.0,,17.5,-18.53222222222222,22.0,385.2677777777778,18.84,,,,523.0,39.5,,1.0,,0.0,,0.30777777777777776,26.608888888888888,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,39.71333333333334,29.34444444444445,87.0,22.0,90,8
30,0.0,,17.5,-14.817272727272728,22.0,385.5445454545454,18.84,,,,523.0,39.5,,1.0,,0.0,,0.24000000000000002,19.89,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,39.945454545454545,30.074545454545454,87.0,22.0,90,8
31,0.0,,17.5,-17.02111111111111,22.0,385.3888888888889,18.84,,,,523.0,39.5,,1.0,,0.0,,0.24555555555555555,22.566666666666666,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,41.23555555555556,30.65888888888889,87.0,22.0,90,8
32,0.0,,17.5,-16.135454545454547,22.0,385.4318181818182,18.84,,,,523.0,39.5,,1.0,,0.0,,0.21090909090909093,21.28181818181818,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,40.63636363636363,31.384545454545457,87.0,22.0,90,8
33,0.0,,17.5,-12.57,22.0,385.7011111111111,18.84,,,,523.0,39.5,,1.0,,0.0,,0.16555555555555557,15.953333333333331,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,38.04666666666667,31.917777777777776,87.0,22.0,90,8
34,0.0,,17.5,-10.367272727272727,22.0,385.8918181818181,18.84,,,,523.0,39.5,,1.0,,2.0072727272727273,,-0.01363636363636364,12.12,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,37.584545454545456,31.992727272727276,87.0,22.0,90,8
35,0.0,,17.5,-12.484444444444444,22.0,385.71,18.84,,,,523.0,39.5,,1.0,,3.6799999999999997,,-0.021111111111111112,14.894444444444446,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,38.15555555555555,32.028888888888886,87.0,22.0,90,8
36,0.0,,17.5,-10.049999999999999,22.0,385.92,18.84,,,,523.0,39.5,,1.0,,0.0,,0.1309090909090909,11.934545454545455,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,36.54,32.1390909090909,87.0,22.0,90,8
37,0.0,,17.5,-4.41,22.0,386.3488888888889,18.848888888888887,,,,523.0,39.5,,1.0,,0.0,,-0.06777777777777777,4.14,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,31.765555555555554,31.98222222222222,87.0,22.0,90,8
38,0.0,,17.5,-3.1154545454545457,22.0,386.5,18.96818181818182,,,,523.0,39.5,,1.0,,0.0,,-0.14181818181818182,1.6763636363636365,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,31.747272727272726,31.406363636363633,87.0,22.0,90,8
39,0.0,,17.5,-4.402222222222222,22.0,386.4433333333333,19.0,,,,523.0,39.5,,1.0,,0.0,,-0.05888888888888889,3.6811111111111106,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,33.13444444444444,30.804444444444446,87.0,22.0,90,8
40,0.0,,17.5,-6.090909090909091,22.0,386.3081818181818,19.0,,,,523.0,39.5,,1.0,,0.0,,-0.08818181818181818,6.52,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,34.845454545454544,30.475454545454546,87.0,22.0,90,8
41,0.0,,17.5,-5.883333333333334,22.0,386.32444444444445,19.0,,,,523.0,39.5,,1.0,,0.0,,-0.01888888888888889,6.222222222222222,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,34.18444444444444,30.188888888888886,87.0,22.0,90,8
42,0.0,,17.5,-5.276363636363636,22.0,386.39272727272726,19.0,,,,523.0,39.5,,1.0,,0.0,,-0.11727272727272728,5.121818181818182,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,33.63636363636363,29.80727272727273,87.0,22.0,90,8
43,0.0,,17.5,-3.177777777777778,22.0,386.57666666666665,19.0,,,,523.0,39.47,,1.0,,0.0,,-0.06777777777777778,2.332222222222222,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,31.852222222222224,29.317777777777778,87.0,22.0,90,8
44,0.0,,17.5,2.0954545454545452,22.0,386.98545454545456,19.0,,,,523.0,39.10181818181818,,1.0,,0.0,,-0.3836363636363636,-5.822727272727272,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,25.311818181818182,28.573636363636364,87.0,22.0,90,8
45,0.0,,17.5,18.718888888888888,22.0,388.36333333333334,19.0,,,,523.0,39.0,,1.0,,0.0,,-0.9566666666666666,-39.544444444444444,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,13.54888888888889,26.325555555555557,87.0,22.0,90,8
46,0.0,,17.5,12.114545454545453,22.0,387.9627272727273,19.0,,,,523.0,39.0,,1.0,,0.0,,-0.7209090909090908,-30.96,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,18.112727272727273,22.98090909090909,87.0,22.0,90,8
47,0.0,,17.5,4.851111111111111,22.0,387.45444444444445,19.0,,,,523.0,39.0,,1.0,,0.0,,-0.46444444444444444,-15.913333333333334,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,23.764444444444443,20.845555555555553,87.0,22.0,90,8
48,0.0,,17.5,-1.9936363636363637,22.0,386.8972727272727,19.0,,,,523.0,39.0,,1.0,,0.0,,-0.16,1.259090909090909,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,31.35727272727273,19.69909090909091,87.0,22.0,90,8
49,0.0,,17.5,-3.3477777777777775,22.0,386.7555555555556,19.0,,,,523.0,39.0,,1.0,,0.0,,-0.1,3.913333333333333,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,32.30555555555556,19.11777777777778,87.0,22.0,90,8
50,0.0,,17.5,8.922727272727272,22.0,387.7209090909091,19.0,,,,523.0,39.0,,1.0,,0.0,,-0.81,-32.39545454545455,0.2727272727272727,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,9.254545454545454,17.815454545454546,87.0,22.0,90,8
51,0.0,,17.5,12.212222222222222,22.0,388.1,19.0,,,,523.0,38.97,,1.0,,0.0,,-1.2466666666666668,-59.67555555555556,1.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,9.416666666666666,13.088888888888889,87.0,22.0,90,8
52,0.0,,17.5,4.454545454545454,22.0,387.49727272727273,19.0,,,,523.0,38.60181818181818,,1.0,,0.0,,-0.8354545454545454,-38.50727272727273,1.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,15.043636363636363,9.091818181818182,87.0,22.0,90,8
53,0.0,,17.5,1.421111111111111,22.0,387.28666666666663,19.01111111111111,,,,523.0,38.5,,1.0,,0.0,,-0.7144444444444444,-32.75222222222222,0.7777777777777778,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,14.323333333333332,5.77,87.0,22.0,90,8
54,0.0,,17.5,-0.6709090909090909,22.0,387.1081818181819,19.136363636363637,,,,523.0,38.5,,1.0,,0.0,,-0.38818181818181813,-15.393636363636364,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,10.242727272727272,3.4063636363636363,87.0,22.0,90,8
55,0.0,,17.5,-1.2155555555555557,22.0,387.0877777777778,19.17,,,,523.0,38.5,,1.0,,0.0,,-0.29333333333333333,-10.05,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,4.4366666666666665,1.8933333333333333,87.0,22.0,90,8
56,0.0,,17.5,-1.6318181818181818,22.0,386.99727272727273,19.17,,,,523.0,38.5,,1.0,,0.0,,0.005454545454545449,4.156363636363636,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,9.141818181818183,0.8281818181818181,87.0,22.0,90,8
57,0.0,,17.5,-3.5011111111111113,22.0,386.89,19.17,,,,523.0,38.5,,1.0,,0.0,,0.5177777777777778,31.93111111111111,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,16.365555555555556,1.3177777777777777,87.0,22.0,90,8
58,0.0,,17.5,-9.907272727272728,22.0,386.3763636363637,19.17,,,,523.0,38.5,,1.0,,0.0,,1.0918181818181818,64.49636363636364,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,27.244545454545456,3.8345454545454545,87.0,22.0,90,8
59,0.0,,17.5,-23.22,22.0,385.2677777777778,19.17,,,,523.0,38.47,,1.0,,0.0,,1.4455555555555555,103.75111111111111,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,37.66555555555556,8.857777777777777,87.0,22.0,90,8
60,0.0,,17.5,-21.220909090909092,22.0,385.3418181818182,19.17,,,,523.0,38.10181818181818,,1.0,,0.0,,0.7572727272727273,65.39999999999999,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,41.165454545454544,12.474545454545455,87.0,22.0,90,8
61,0.0,,17.5,-29.836666666666662,22.0,384.57666666666665,19.17,,,,523.0,38.0,,1.0,,0.0,,1.0255555555555556,75.74555555555555,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,42.18,16.422222222222224,87.0,22.0,90,8
62,0.0,,17.5,-32.68454545454545,22.0,384.2609090909091,19.17,,,,523.0,38.0,,1.0,,0.0,,0.9918181818181818,68.2390909090909,0.0,85.0,0.0,74.5,,,,,,,,,,,,,,,,,,43.25454545454546,20.16,87.0,22.0,90,8
63,0.0,,17.5,-44.34777777777778,22.0,383.2366666666667,19.17,,,,523.0,38.0,,1.0,,0.0,,1.238888888888889,78.53333333333333,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,45.812222222222225,24.051111111111112,87.0,22.0,90,8
64,0.0,,17.497272727272726,-40.190000000000005,22.0,383.35181818181815,19.17,,,,523.0,38.0,,1.0,,0.0,,1.000909090909091,65.10545454545455,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,40.21454545454546,28.242727272727276,87.0,22.0,90,8
65,0.0,,17.220000000000002,1.7144444444444442,22.0,386.59555555555556,19.17,,,,523.0,38.0,,1.0,,0.0,,-0.25,-3.6044444444444443,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,17.290000000000003,29.50333333333333,87.0,22.0,90,8
66,0.0,,17.0,22.12727272727273,22.0,388.4490909090909,19.17,,,,523.0,37.95818181818182,,1.0,,0.0,,-1.0354545454545454,-46.78272727272727,0.9090909090909091,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,12.636363636363637,26.327272727272728,87.0,22.0,90,8
67,0.0,,17.0,22.805555555555557,22.0,388.6277777777778,19.17,,,,523.0,37.59,,1.0,,0.0,,-1.2355555555555555,-58.556666666666665,1.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,7.602222222222222,22.11111111111111,87.0,22.0,90,8
68,0.0,,17.0,19.342727272727274,22.0,388.53999999999996,19.17,,,,523.0,37.5,,1.0,,0.0,,-1.481818181818182,-71.17090909090909,1.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,6.592727272727273,16.303636363636365,87.0,22.0,90,8
69,0.0,,17.0,0.7022222222222223,22.0,387.12111111111113,19.17,,,,523.0,37.5,,1.0,,0.0,,-0.3288888888888889,-11.976666666666667,0.4444444444444444,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,31.04555555555556,12.348888888888888,87.0,22.0,90,8
70,0.0,,17.0,-22.529090909090908,22.0,385.22727272727275,19.17,,,,523.0,37.5,,1.0,,0.0,,1.041818181818182,63.901818181818186,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,40.68818181818182,13.558181818181817,87.0,22.0,90,8
71,0.0,,17.0,-10.0,22.0,386.09555555555556,19.17,,,,523.0,37.5,,1.0,,0.0,,0.2533333333333333,24.416666666666668,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,33.31777777777778,16.126666666666665,87.0,22.0,90,8
72,0.0,,17.0,-20.779999999999998,22.0,385.26363636363635,19.17,,,,523.0,37.5,,1.0,,0.0,,0.5127272727272727,46.199090909090906,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,42.557272727272725,17.025454545454547,87.0,22.0,90,8
73,0.0,,17.0,-41.02444444444445,22.0,383.5466666666667,19.18111111111111,,,,523.0,37.47,,1.0,,0.0,,1.1266666666666667,83.95666666666666,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,44.75555555555556,21.19888888888889,87.0,22.0,90,8
74,0.0,,17.0,-43.52818181818182,22.0,383.1972727272727,19.30636363636364,,,,523.0,37.10181818181818,,1.0,,0.0,,1.1290909090909091,73.37272727272727,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,44.32818181818182,26.11818181818182,87.0,22.0,90,8
75,0.0,,17.0,-31.261111111111113,22.0,384.0233333333333,19.34,,,,523.0,37.0,,1.0,,0.0,,0.6566666666666667,46.89,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,41.611111111111114,29.86,87.0,22.0,90,8
76,0.0,,17.0,-26.018181818181816,22.0,384.43545454545455,19.34,,,,523.0,37.0,,1.0,,0.0,,0.44272727272727275,34.46,0.0,85.0,0.0,74.4,,,,,,,,,,,,,,,,,,43.098181818181814,31.938181818181818,87.0,22.0,90,8
77,0.0,,17.0,-30.165555555555557,22.0,384.0488888888889,19.34,,,,523.0,37.0,,1.0,,0.0,,0.49888888888888894,38.675555555555555,0.0,85.0,0.0,74.3,,,,,,,,,,,,,,,,,,43.217777777777776,34.02444444444445,87.0,22.0,90,8
