Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,1.32,,20.5,-5.033336666666666,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.53717166666667,0.0,0.0,0.20764333333333332,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
1,1.3244444444444445,,20.5,-5.089146666666667,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.19299,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
2,1.36,,20.5,-5.145667272727272,18.0,389.77251454545456,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.18945363636363635,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
3,1.3746888888888888,,20.5,-5.174868888888889,18.0,389.7222211111111,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.18842888888888887,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
4,1.4,,20.5,-5.202381818181818,18.0,389.7,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.2513918181818,0.0,0.0,0.18203454545454545,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
5,1.4102488888888889,,20.5,-5.244713333333333,18.0,389.7,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.1371966666667,0.0,0.0,0.18854888888888888,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
6,1.4409509090909092,,20.5,-5.38204,18.0,389.7,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.19488545454545456,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
7,1.4668711111111112,,20.5,-5.374863333333334,18.0,389.7,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.18633333333333335,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
8,1.4727272727272727,,20.5,-5.347839090909091,18.0,389.7,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.19665909090909092,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
9,1.4444444444444444,,20.5,-5.3775,18.0,389.7,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.19292444444444445,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
10,1.4800000000000002,,20.5,-5.3,18.0,389.7,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.1949990909090909,0.0,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
11,1.4751966666666665,,20.5,-6.081308888888889,18.0,389.6076333333333,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.3037255555555556,14.347731111111111,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,12.855026666666667,0.010207777777777777,98.0,18.0,89.5,8
12,1.4137181818181819,,20.5,-8.760383636363635,18.0,389.3564727272727,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.7699400000000001,50.53154272727273,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,17.870386363636364,1.2786627272727273,98.0,18.0,89.5,8
13,1.4,,20.5,-6.489677777777778,18.0,389.52598,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.07574777777777777,11.734029999999999,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,2.6149733333333334,2.708442222222222,98.0,18.0,89.5,8
14,1.395521818181818,,20.5,-5.749167272727273,18.0,389.6428318181818,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,-0.06008363636363637,2.2417945454545456,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,10.855594545454545,1.7601318181818184,97.5,18.0,89.5,8
15,1.381697777777778,,20.5,-7.997515555555555,18.0,389.4105411111111,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.44248777777777776,34.177953333333335,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,17.85560666666667,1.6922933333333332,97.5,18.0,89.5,8
16,1.3674136363636364,,20.5,-9.839847272727273,18.0,389.21747818181825,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.5183063636363636,42.94172636363636,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,21.2765,2.9567909090909095,97.5,18.0,89.5,8
17,1.36,,20.5,-11.651742222222222,18.0,388.99707666666666,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,392.0,0.0,0.0,0.4562588888888889,49.47835111111111,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,24.841213333333332,4.511762222222222,97.5,18.0,89.5,8
18,1.36,,20.5,-16.398512727272728,18.0,388.5557472727273,39.8413,18.0,18.0,,575.0,19.0,0.0,1.0,391.38650909090904,0.0,0.0,0.6932045454545455,67.03142818181817,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,32.17387909090909,6.475079090909091,97.5,18.0,89.5,8
19,1.36,,20.5,-11.200767777777777,18.0,388.97164666666663,39.8413,18.0,18.0,,575.0,18.76224333333333,0.0,1.0,391.8609288888889,0.0,0.0,0.36455777777777776,27.928927777777776,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,30.73644555555556,8.80879,97.5,18.0,89.5,8
20,1.330909090909091,,20.5,-8.719157272727273,18.0,389.2246427272727,39.8413,18.0,18.0,,575.0,18.501111818181815,0.0,1.0,392.0,0.0,0.0,0.16771272727272726,14.359998181818183,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,34.967831818181814,9.326555454545455,97.5,18.0,89.5,8
21,1.296382222222222,,20.5,-9.435601111111112,18.0,389.1476666666667,39.8413,18.0,18.0,,575.0,18.5,0.0,1.0,392.0,0.0,0.0,0.05357888888888889,17.127126666666665,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,33.057183333333334,9.833275555555556,97.5,18.0,89.5,8
22,1.28,,20.5,-10.309939090909092,18.0,389.0605118181818,39.8413,18.0,18.0,,575.0,18.5,0.0,1.0,392.0,0.0,0.0,-0.03116181818181818,20.60161090909091,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,35.936910000000005,9.886448181818182,97.5,18.0,89.5,8
23,1.268131111111111,,20.5,-8.977502222222222,18.0,389.1488566666667,39.8413,18.0,18.0,,575.0,18.5,0.0,1.0,392.0,0.0,0.0,-0.09936444444444444,16.186623333333333,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,28.755274444444442,10.095703333333333,97.5,18.0,89.5,8
24,1.2412927272727272,,20.5,-2.2686845454545455,18.0,389.7622218181818,39.8413,18.0,18.0,,575.0,18.5,0.0,1.0,392.6123290909091,0.0,0.0,-0.5759909090909091,-20.59120181818182,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,16.579511818181818,8.820546363636364,97.5,18.0,89.5,8
25,1.24,,20.5,-6.421214444444445,18.0,389.4335344444445,39.8413,18.0,18.0,,575.0,18.5,0.0,1.0,392.1405188888889,0.0,0.0,0.015448888888888894,6.740697777777778,0.0,85.0,0.0,81.9,,,,,,,,,,,,,,,,,,32.58258333333333,6.68449,97.5,18.0,89.5,8
26,1.220669090909091,,20.5,-11.051105454545455,18.0,388.9538727272727,39.8413,18.0,18.0,,575.0,18.5,0.0,1.0,391.81817454545455,0.0,0.0,0.48801363636363637,33.753356363636364,0.0,85.0,0.0,81.8,,,,,,,,,,,,,,,,,,25.07524090909091,7.654543636363636,97.5,18.0,89.5,8
27,1.2,,20.5,-2.3929722222222223,18.0,389.7725233333333,39.8413,18.0,18.0,,575.0,18.5,0.0,1.0,392.62418777777776,0.0,0.0,-0.633411111111111,-21.642691111111112,0.0,85.0,0.0,81.8,,,,,,,,,,,,,,,,,,15.103079999999999,7.698118888888889,97.5,18.0,89.5,8
