Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,1.5200000000000002,,27.0,-9.85,26.0,391.4916666666666,39.17,,,,574.0,26.0,,1.0,,0.0,,0.8433333333333333,57.36833333333333,0.0,215.0,85.0,86.6,,,,,,,,,,,,,,,,,,23.733333333333334,0.9333333333333332,100.0,26.0,90,8
1,1.52,,27.0,-14.937777777777777,26.0,391.12,39.17,,,,574.0,25.966666666666665,,1.0,,0.0,,1.171111111111111,78.69111111111111,0.0,215.0,85.0,86.6,,,,,,,,,,,,,,,,,,28.49777777777778,3.352222222222222,100.0,26.0,90,8
2,1.5563636363636364,,27.0,-17.69272727272727,26.0,390.8818181818182,39.157272727272726,,,,574.0,25.595454545454547,,1.0,,0.0,,0.6618181818181817,69.4809090909091,0.0,215.0,85.0,86.6,,,,,,,,,,,,,,,,,,32.03545454545454,6.791818181818181,100.0,26.0,90,8
3,1.6266666666666667,,27.0,-19.325555555555557,26.0,390.72,39.03777777777778,,,,574.0,25.5,,1.0,,0.0,,0.6055555555555556,59.93666666666666,0.0,215.0,85.0,86.52,,,,,,,,,,,,,,,,,,39.40111111111111,9.067777777777778,100.0,26.0,90,8
4,1.7309090909090907,,27.0,-26.636363636363637,26.0,390.14818181818185,38.99454545454545,,,,574.0,25.454545454545453,,1.0,,0.0,,0.92,72.49272727272727,0.0,215.0,85.0,86.5,,,,,,,,,,,,,,,,,,37.417272727272724,12.368181818181819,100.0,26.0,90,8
5,1.8355555555555556,,27.0,-6.185555555555556,26.0,391.49666666666667,38.870000000000005,,,,574.0,25.083333333333332,,1.0,,0.0,,-0.17888888888888888,-3.06,0.0,215.0,85.0,86.5,,,,,,,,,,,,,,,,,,17.58555555555556,14.194444444444445,100.0,26.0,90,8
6,2.0690909090909093,,27.0,-3.590909090909091,26.0,391.7127272727273,38.84,,,,574.0,25.0,,1.0,,0.0,,-0.5336363636363637,-17.564545454545456,0.0,215.0,85.0,86.5,,,,,,,,,,,,,,,,,,22.974545454545453,12.506363636363636,100.0,26.0,90,8
7,2.2433333333333336,,27.0,-7.151111111111111,26.0,391.5022222222222,38.84,,,,574.0,24.966666666666665,,1.0,,0.0,,-0.5633333333333332,-3.9711111111111106,0.0,215.0,85.0,86.5,,,,,,,,,,,,,,,,,,26.253333333333334,10.904444444444444,100.0,26.0,90,8
8,2.311818181818182,,27.0,-2.6072727272727274,26.0,391.80727272727273,38.84,,,,574.0,24.595454545454547,,1.0,,0.0,,-1.041818181818182,-40.516363636363636,0.42636363636363633,215.0,85.0,86.5,,,,,,,,,,,,,,,,,,8.32090909090909,8.500909090909092,100.0,26.0,90,8
9,2.2888888888888888,,27.0,-8.503333333333334,26.0,391.40333333333336,38.84,,,,574.0,24.466666666666665,,1.0,,0.0,,-0.09777777777777778,1.3277777777777773,0.3333333333333333,215.0,85.0,86.5,,,,,,,,,,,,,,,,,,28.990000000000002,5.593333333333334,100.0,26.0,90,8
10,2.34,,27.0,-15.188181818181818,26.0,390.9490909090909,38.84,,,,574.0,24.095454545454547,,1.0,,0.0,,0.6881818181818182,43.87090909090909,0.0,215.0,85.0,86.5,,,,,,,,,,,,,,,,,,29.866363636363634,6.295454545454546,100.0,26.0,90,8
11,2.361111111111111,,27.0,-10.107777777777777,26.0,391.2422222222222,38.84,,,,574.0,24.0,,1.0,,0.0,,0.13,12.87,0.0,215.0,85.0,86.5,,,,,,,,,,,,,,,,,,21.891111111111112,7.398888888888889,100.0,26.0,90,8
12,2.3845454545454547,,27.0,-4.963636363636364,26.0,391.6,38.82545454545455,,,,574.0,23.954545454545453,,1.0,,0.0,,-0.7636363636363637,-33.583636363636366,0.18181818181818182,215.0,85.0,86.5,,,,,,,,,,,,,,,,,,2.5063636363636363,6.347272727272728,100.0,26.0,90,8
