Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,,19.0,-1.1339333333333332,20.0,391.3,22.0044,28.66400833333333,26.66400833333333,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.08867333333333333,0.0,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,20.0,89.5,8
1,0.0,,19.0,-1.0222222222222221,20.0,391.3,22.0044,29.0,27.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.08331222222222222,0.0,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,20.0,89.5,8
2,0.0,,19.0,-1.0181836363636363,20.0,391.3,22.0044,29.0,27.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.07036636363636363,0.0,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,20.0,89.5,8
3,0.0,,19.0,-1.0442488888888888,20.0,391.3,22.0044,29.0,27.77590111111111,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.08965555555555554,0.0,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,20.0,89.5,8
4,0.0,,19.0,-1.1905945454545455,20.0,391.3,22.0044,29.0,28.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.06900909090909091,0.5709090909090909,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,20.0,89.5,8
5,0.0,,19.0,-1.576228888888889,20.0,391.2779722222222,22.0044,29.0,28.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.1527188888888889,9.673204444444444,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,9.406962222222223,0.0,100.0,20.0,89.5,8
6,0.0,,19.0,-3.116464545454545,20.0,391.13652,22.0044,29.0,28.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.4047127272727273,38.24510727272727,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,16.05059090909091,0.5370818181818181,100.0,20.0,89.5,8
7,0.0,,19.0,-2.17722,20.0,391.18869555555557,22.0044,29.0,28.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.11321333333333333,15.915939999999999,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,7.743002222222223,1.4943722222222222,100.0,20.0,89.5,8
8,0.0,,19.0,-2.199830909090909,20.0,391.22742999999997,22.0044,29.0,28.360914545454545,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,0.08871818181818182,19.022940000000002,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,15.739766363636363,0.9685772727272728,100.0,20.0,89.5,8
9,0.0,,19.0,-4.106291111111111,20.0,391.0582444444444,22.0044,29.0,29.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.6443033333333333,47.63299222222222,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,14.853034444444445,1.3839977777777779,100.0,20.0,89.5,8
10,0.0,,19.0,-2.1600918181818183,20.0,391.21583000000004,22.0044,29.0,29.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.12013909090909092,12.376209999999999,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,11.622862727272727,2.162710909090909,100.0,20.0,89.5,8
11,0.0,,19.0,-3.125957777777778,20.0,391.1532177777778,22.0044,29.0,29.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.3549788888888889,23.441145555555558,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,20.53877222222222,2.24599,100.0,20.0,89.5,8
12,0.0,,19.0,-3.716582727272727,20.0,391.0654390909091,22.0044,29.0,29.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.3417763636363636,28.175252727272724,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,13.879699090909092,3.0275272727272724,100.0,20.0,89.5,8
13,0.0,,19.0,-1.1944144444444444,20.0,391.3,22.0044,29.0,29.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,0.14865777777777778,-4.49325,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,4.303307777777778,2.491048888888889,100.0,20.0,89.5,8
14,0.0,,19.0,-2.056770909090909,20.0,391.23665636363637,22.0044,29.0,29.0,,572.0,19.0,0.0,1.0,394.0,0.0,0.0,-0.21555545454545452,10.318845454545455,0.0,85.0,0.0,85.5,,,,,,,,,,,,,,,,,,12.858804545454545,2.0831581818181815,100.0,20.0,89.5,8
