Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,1.633333333333333,,22.5,-5.718333333333334,22.0,384.1000000000001,38.17,,,,547.0,15.5,,1.0,,0.0,,-0.07833333333333334,0.0,0.0,85.0,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,29.316666666666666,90,8
1,1.6,,22.5,-5.735555555555555,22.0,384.1,38.17,,,,547.0,15.5,,1.0,,0.0,,-0.08777777777777779,0.0,0.0,85.0,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
2,1.6,,22.5,-5.723636363636364,22.0,384.1,38.17,,,,547.0,15.5,,1.0,,0.0,,-0.07909090909090909,0.0,0.0,85.0,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
3,1.6,,22.5,-6.2988888888888885,22.0,384.1,38.17,,,,547.0,15.403333333333332,,1.0,,0.0,,-0.08222222222222222,0.0,0.0,85.0,0.0,69.6,,,,,,,,,,,,,,,,,,0.0,0.0,79.0,23.0,90,8
4,1.629090909090909,,22.5,-6.633636363636364,22.0,384.0536363636364,38.17,,,,547.0,15.038181818181817,,1.0,,0.0,,-0.1690909090909091,7.038181818181818,0.0,85.0,0.0,69.6,,,,,,,,,,,,,,,,,,6.606363636363636,0.0,79.0,23.0,90,8
5,1.6,,22.5,-7.447777777777778,22.0,384.0,38.17,,,,547.0,14.903333333333332,,1.0,,0.0,,-0.2611111111111111,22.396666666666665,0.0,85.0,0.0,69.6,,,,,,,,,,,,,,,,,,7.7988888888888885,0.5244444444444444,79.0,23.0,90,8
6,1.6,,22.5,-7.8109090909090915,22.0,383.93545454545455,38.17,,,,547.0,14.538181818181817,,1.0,,0.0,,-0.2645454545454546,23.98818181818182,0.0,85.0,0.0,69.6,,,,,,,,,,,,,,,,,,14.090909090909092,1.1318181818181818,79.0,23.0,90,8
7,1.5966666666666667,,22.5,-8.356666666666666,22.0,383.87666666666667,38.17,,,,547.0,14.5,,1.0,,0.0,,-0.16444444444444445,29.102222222222224,0.0,85.0,0.0,69.6,,,,,,,,,,,,,,,,,,18.977777777777778,1.6833333333333333,79.0,23.0,90,8
8,1.580909090909091,,22.5,-9.01,22.0,383.7672727272727,38.17,,,,547.0,14.391818181818183,,1.0,,0.0,,-0.3909090909090909,31.915454545454544,0.0,85.0,0.0,69.6,,,,,,,,,,,,,,,,,,13.182727272727272,2.61,79.0,23.0,90,8
9,1.5644444444444445,,22.5,-6.316666666666666,22.0,384.0,38.17,,,,547.0,14.026666666666666,,1.0,,0.0,,0.19,-4.7555555555555555,0.0,85.0,0.0,69.6,,,,,,,,,,,,,,,,,,0.05555555555555555,2.683333333333333,79.0,23.0,90,8
