Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.48,,21.5,-6.451666666666667,24.0,390.3333333333333,23.0,,,,578.0,20.5,,1.0,,0.84,,0.11,0.4166666666666667,0.0,85.0,1874.0666666666666,83.5,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,25.0,90,8
1,0.1688888888888889,,21.5,-8.193333333333333,24.0,390.2055555555555,23.0,,,,578.0,20.5,,1.0,,1.0622222222222222,,0.07666666666666666,0.2488888888888889,0.0,85.0,2330.528888888889,83.5,,,,,,,,,,,,,,,,,,0.0,0.05888888888888889,100.0,25.0,90,8
2,0.4072727272727273,,21.5,-10.97,24.0,389.94545454545454,23.0,,,,578.0,20.5,,1.0,,1.24,,0.002727272727272727,10.47181818181818,0.0,85.0,2396.862727272727,83.5,,,,,,,,,,,,,,,,,,8.703636363636363,0.53,100.0,25.0,90,8
3,0.9466666666666667,,21.5,-12.813333333333333,24.0,389.8411111111111,23.0,,,,578.0,20.5,,1.0,,1.24,,-0.14333333333333334,29.65777777777778,0.0,85.0,2549.702222222222,83.5,,,,,,,,,,,,,,,,,,19.974444444444444,1.4322222222222223,100.0,25.0,90,8
4,1.0,,21.5,-13.564545454545454,24.0,389.7018181818182,23.0,,,,578.0,20.5,,1.0,,1.24,,-0.21545454545454545,31.35545454545455,0.0,85.0,2651.899090909091,83.5,,,,,,,,,,,,,,,,,,13.454545454545455,3.0545454545454547,100.0,25.170909090909092,90,8
5,1.0,,21.5,-10.649999999999999,24.0,389.8322222222222,23.0,,,,578.0,20.5,,1.0,,1.24,,0.18333333333333332,-1.9366666666666665,0.0,85.0,2685.0466666666666,83.5,,,,,,,,,,,,,,,,,,0.36,3.473333333333333,100.0,26.0,90,8
6,0.9272727272727274,,21.5,-11.144545454545455,24.0,389.83818181818185,23.0,,,,578.0,20.5,,1.0,,1.24,,0.3063636363636364,-10.868181818181817,0.0,85.0,2875.677272727273,83.5,,,,,,,,,,,,,,,,,,2.9527272727272726,2.7236363636363636,100.0,26.0,90,8
7,0.8933333333333334,,21.5,-11.36111111111111,24.0,389.77777777777777,23.0,,,,578.0,20.5,,1.0,,1.24,,0.34777777777777774,-11.3,0.0,85.0,2960.0,83.47,,,,,,,,,,,,,,,,,,4.953333333333333,1.7722222222222221,100.0,26.0,90,8
8,0.7781818181818182,,21.5,-13.41909090909091,24.0,389.6527272727273,23.0,,,,578.0,20.5,,1.0,,1.24,,-0.22272727272727275,29.55545454545455,0.0,85.0,2926.588181818182,83.4,,,,,,,,,,,,,,,,,,18.978181818181817,1.6254545454545453,100.0,26.0,90,8
9,0.6977777777777778,,21.5,-12.100000000000001,24.0,389.7322222222222,23.0,,,,578.0,20.5,,1.0,,1.24,,0.18777777777777777,3.893333333333333,0.0,85.0,3074.148888888889,83.4,,,,,,,,,,,,,,,,,,0.0,2.4855555555555555,100.0,26.0,90,8
