Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,,25.5,-1.2666633333333335,20.0,388.1000000000001,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,391.66666333333336,0.0,0.0,-0.11445833333333333,0.0,0.0,85.0,0.0,78.5,,,,,,,,,,,,,,,,,,0.0,0.0,90.5,21.0,89.5,8
1,0.0,,25.5,-1.8756499999999998,20.0,388.01623777777775,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,391.36413999999996,0.0,0.0,-0.12917888888888887,1.9630933333333336,0.0,85.0,0.0,78.5,,,,,,,,,,,,,,,,,,2.114307777777778,0.0,90.5,21.0,89.5,8
2,0.0,,25.5,-4.70317,20.0,387.79859909090914,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,391.0,0.0,0.0,-0.79423,50.18208454545454,0.0,85.0,0.0,78.5,,,,,,,,,,,,,,,,,,25.90978,0.6803727272727272,90.5,21.0,89.5,8
3,0.0,,25.5,-4.788021111111111,20.0,387.7846177777778,32.69457777777777,35.0,35.0,,521.0,26.0,0.0,1.0,391.0,0.0,0.0,-0.38859,34.407286666666664,0.0,85.0,0.0,78.5,,,,,,,,,,,,,,,,,,13.773552222222222,3.3166144444444448,90.5,21.0,89.5,8
4,0.0,,25.5,-3.822390909090909,20.0,387.83566454545456,32.79396454545454,35.0,35.0,,521.0,26.0,0.0,1.0,391.0,0.0,0.0,-0.24822272727272726,23.090666363636362,0.0,85.0,0.0,78.5,,,,,,,,,,,,,,,,,,24.26423909090909,3.2848200000000003,90.5,21.0,89.5,8
5,0.0,,25.5,-4.442944444444445,20.0,387.75662444444447,32.68942777777778,35.0,35.0,,521.0,26.0,0.0,1.0,391.0,0.0,0.0,-0.3746422222222222,27.185295555555555,0.0,85.0,0.0,78.5,,,,,,,,,,,,,,,,,,18.182106666666666,4.027213333333333,90.5,21.0,89.5,8
6,0.0,,25.5,-2.1690618181818184,20.0,387.9494745454545,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,391.18183363636365,0.0,0.0,0.10425,5.0455381818181815,0.0,85.0,0.0,78.4,,,,,,,,,,,,,,,,,,18.25704818181818,3.593146363636364,90.5,21.0,89.5,8
7,0.0,,25.5,-5.3423,20.0,387.69914666666665,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,391.0,0.0,0.0,-0.4008277777777778,39.44444444444444,0.0,85.0,0.0,78.4,,,,,,,,,,,,,,,,,,28.084296666666667,3.188971111111111,90.5,21.0,89.5,8
8,0.0,,25.5,-2.792750909090909,20.0,387.87411818181823,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,391.0,0.0,0.0,-0.09529272727272729,12.848883636363636,0.0,85.0,0.0,78.4,,,,,,,,,,,,,,,,,,3.2747190909090906,3.6496290909090914,90.5,21.0,89.5,8
9,0.0,,25.5,-1.85382,20.0,387.99978666666664,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,391.0,0.0,0.0,0.5772777777777778,-10.70374111111111,0.0,85.0,0.0,78.4,,,,,,,,,,,,,,,,,,0.0,2.12806,90.5,21.0,89.5,8
10,0.0,,25.5,-2.2790145454545456,20.0,387.9407345454545,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,391.0,0.0,0.0,0.08113,-1.4546536363636364,0.0,85.0,0.0,78.4,,,,,,,,,,,,,,,,,,1.7723136363636363,0.4064872727272727,90.5,21.0,89.5,8
11,0.0,,25.5,-6.817961111111111,20.0,387.57501444444443,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,390.5884644444444,0.6133333333333333,0.0,0.9641633333333333,56.32892222222222,0.0,85.0,0.0,78.4,,,,,,,,,,,,,,,,,,26.025124444444444,1.2190122222222222,90.5,21.0,89.5,8
12,0.0,,25.5,-11.184506363636364,20.0,387.1645081818182,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,390.0,4.516363636363636,0.0,0.9429063636363636,60.45572818181818,0.0,85.0,0.0,78.4,,,,,,,,,,,,,,,,,,26.75322818181818,5.874415454545455,90.5,21.0,89.5,8
13,0.0,,25.5,-5.3451233333333334,20.0,387.62286,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,390.63295222222223,0.0,0.0,0.13322,15.467257777777778,0.0,85.0,0.0,78.4,,,,,,,,,,,,,,,,,,32.429297777777776,8.280788888888889,90.5,21.0,89.5,8
14,0.0,,25.5,-9.583887272727273,20.0,387.27921363636364,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,390.39129090909086,0.0,0.0,0.35948545454545455,30.99294181818182,0.0,85.0,0.0,78.4,,,,,,,,,,,,,,,,,,37.584070000000004,9.618250909090909,90.5,21.0,89.5,8
15,0.0,,25.5,-9.410822222222222,20.0,387.21514333333334,32.6732,35.0,35.0,,521.0,26.0,0.0,1.0,390.18833666666666,0.0,0.0,0.25619888888888886,27.276093333333332,0.0,85.0,0.0,78.4,,,,,,,,,,,,,,,,,,28.386492222222223,12.132103333333333,90.5,21.0,89.5,8
