Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0.0,2.56,,33.5,-12.9,31.0,379.9,39.84,,,,487.0,14.5,,0,,0.0,,0.54,25.0,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,25.18,2.22,72.0,32.0,90,8
0.1,2.56,,33.5,-13.0,31.0,379.89,39.84,,,,487.0,14.5,,0,,0.0,,0.68,35.53,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,25.49,2.32,72.0,32.0,90,8
0.2,2.56,,33.5,-14.1,31.0,379.79,39.84,,,,487.0,14.5,,0,,0.0,,0.92,48.03,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,25.03,2.53,72.0,32.0,90,8
0.3,2.56,,33.5,-15.14,31.0,379.7,39.84,,,,487.0,14.5,,0,,0.0,,1.06,55.97,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,24.89,2.81,72.0,32.0,90,8
0.4,2.56,,33.5,-15.59,31.0,379.7,39.84,,,,487.0,14.5,,0,,0.0,,1.1,56.09,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,24.08,3.12,72.0,32.0,90,8
0.5,2.56,,33.5,-16.0,31.0,379.7,39.84,,,,487.0,14.5,,0,,0.0,,1.12,59.38,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,22.54,3.47,72.0,32.0,90,8
0.6,2.56,,33.5,-16.05,31.0,379.7,39.84,,,,487.0,14.5,,0,,0.0,,1.09,59.0,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,20.03,3.8,72.0,32.0,90,8
0.7,2.56,,33.5,-16.0,31.0,379.7,39.84,,,,487.0,14.5,,0,,0.0,,0.99,55.97,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,17.1,4.12,72.0,32.0,90,8
0.8,2.56,,33.5,-14.9,31.0,379.75,39.84,,,,487.0,14.5,,0,,0.0,,0.84,47.75,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,15.27,4.38,72.0,32.0,90,8
0.9,2.56,,33.5,-13.81,31.0,379.8,39.84,,,,487.0,14.5,,0,,0.0,,0.65,36.38,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,14.8,4.58,72.0,32.0,90,8
1.0,2.57,,33.5,-12.86,31.0,379.85,39.84,,,,487.0,14.5,,0,,0.0,,0.5,26.47,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,14.95,4.73,72.0,32.0,90,8
1.1,2.59,,33.5,-11.95,31.0,379.9,39.84,,,,487.0,14.5,,0,,0.0,,0.45,19.44,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,15.74,4.82,72.0,32.0,90,8
1.2,2.6,,33.5,-11.4,31.0,379.9,39.84,,,,487.0,14.5,,0,,0.0,,0.4,14.52,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,20.08,4.88,72.0,32.0,90,8
1.3,2.6,,33.5,-10.97,31.0,379.9,39.84,,,,487.0,14.5,,0,,0.0,,0.35,12.99,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,24.4,4.91,72.0,32.0,90,8
1.4,2.6,,33.5,-11.67,31.0,379.9,39.84,,,,487.0,14.5,,0,,0.0,,0.36,13.49,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,25.98,4.93,72.0,32.0,90,8
1.5,2.59,,33.5,-12.42,31.0,379.89,39.84,,,,487.0,14.5,,0,,0.0,,0.4,18.04,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,27.2,4.99,72.0,32.0,90,8
1.6,2.58,,33.5,-13.72,31.0,379.79,39.84,,,,487.0,14.5,,0,,0.0,,0.48,26.49,0.0,0,0,63.4,,,,,,,,,,,,,,,,,,29.38,5.12,72.0,32.0,90,8
