Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0.0,0.2,,24.0,-12.1,19.0,383.4,31.8397,44.0,44.0,,553.0,39.0,0,1,387.0,0.0,0,0.088,15.0,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,30.625,35.0,82.5,20.0,89.5,8
0.1,0.2,,24.0,-12.1,19.0,383.4,31.8397,44.0,44.0,,553.0,39.0,0,1,387.0,0.0,0,0.14821,12.0,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,28.75,35.10754,82.5,20.0,89.5,8
0.2,0.2,,24.0,-9.96644,19.0,383.55517,31.8397,44.0,44.0,,553.0,39.0,0,1,387.30234,0.0,0,0.05932,9.472,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,27.43457,35.16426,82.5,20.0,89.5,8
0.3,0.2,,24.0,-7.21631,19.0,383.75518,31.8397,44.0,44.0,,553.0,39.0,0,1,387.80224,0.0,0,-0.01831,7.0,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,26.33003,35.20894,82.5,20.0,89.5,8
0.4,0.2,,24.0,-5.04843,19.0,383.95516,31.8397,44.0,44.0,,553.0,39.0,0,1,388.0,0.0,0,-0.07839,4.76412,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,24.01747,35.24419,82.5,20.0,89.5,8
0.5,0.2,,24.0,-3.04873,19.0,384.15513,31.8397,44.0,44.0,,553.0,39.0,0,1,388.0,0.0,0,-0.092,0.94821,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,22.23288,35.22856,82.5,20.0,89.5,8
0.6,0.2,,24.0,0.11487,19.0,384.4327,31.8397,44.0,44.0,,553.0,39.0,0,1,388.0,0.0,0,-0.20025,-1.05547,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,21.5476,35.22855,82.5,20.0,89.5,8
0.7,0.2,,24.0,3.61522,19.0,384.73273,31.8397,44.0,44.0,,553.0,39.0,0,1,388.0,0.0,0,-0.232,-7.02613,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,21.2272,35.09776,82.5,20.0,89.5,8
0.8,0.2,,24.0,4.9043,19.0,384.87758,31.8397,44.0,44.0,,553.0,39.0,0,1,388.30218,0.0,0,-0.30933,-9.5285,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,20.98198,35.04466,82.5,20.0,89.5,8
0.9,0.2,,24.0,5.55433,19.0,384.97759,31.8397,44.0,44.0,,553.0,39.0,0,1,388.80216,0.0,0,-0.06954,-10.5,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,17.9,34.96293,82.5,20.0,89.5,8
1.0,0.2,,24.0,9.85065,19.0,385.34912,31.8397,44.0,44.0,,553.0,39.0,0,1,389.0,0.0,0,-0.56266,-11.81698,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,18.05,34.83794,82.5,20.0,89.5,8
1.1,0.2,,24.0,15.20011,19.0,385.79908,31.8397,44.0,44.0,,553.0,39.0,0,1,389.0,0.0,0,-0.56019,-23.29196,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,18.05,34.746,82.5,20.0,89.5,8
1.2,0.2,,24.0,17.48603,19.0,386.01636,31.8397,44.0,44.0,,553.0,39.0,0,1,389.30198,0.0,0,-0.57186,-26.41529,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,17.52249,34.59556,82.5,20.0,89.5,8
1.3,0.2,,24.0,18.8861,19.0,386.16637,31.8397,44.0,44.0,,553.0,39.0,0,1,389.80203,0.0,0,-0.69808,-27.26372,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.65,34.24419,82.5,20.0,89.5,8
1.4,0.2,,24.0,19.35517,19.0,386.23879,31.8397,44.0,44.0,,553.0,39.0,0,1,390.0,0.0,0,-0.73,-31.5,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.8,33.90409,82.5,20.0,89.5,8
1.5,0.2,,24.0,19.55518,19.0,386.28879,31.8397,44.0,44.0,,553.0,39.0,0,1,390.0,0.0,0,-0.69912,-31.5,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.89025,33.63841,82.5,20.0,89.5,8
1.6,0.2,,24.0,19.28966,19.0,386.26121,31.8397,44.0,44.0,,553.0,39.0,0,1,390.0,0.0,0,-0.72093,-33.0,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.975,33.5,82.5,20.0,89.5,8
1.7,0.2,,24.0,18.88968,19.0,386.21121,31.8397,44.0,44.0,,553.0,39.0,0,1,390.0,0.0,0,-0.65281,-30.97179,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.88453,33.29867,82.5,20.0,89.5,8
1.8,0.2,,24.0,18.45091,19.0,386.2,31.8397,44.0,44.0,,553.0,39.0,0,1,390.0,0.0,0,-0.7692,-32.05517,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.8,33.01928,82.5,20.0,89.5,8
1.9,0.2,,24.0,18.00093,19.0,386.2,31.8397,44.0,44.0,,553.0,39.0,0,1,390.0,0.0,0,-0.76369,-30.97206,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.89034,32.68528,82.5,20.0,89.5,8
2.0,0.2,,24.0,18.13274,19.0,386.23879,31.8397,44.0,44.0,,553.0,39.0,0,1,390.0,0.0,0,-0.73454,-31.2935,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.8,32.37863,82.5,20.0,89.5,8
2.1,0.2,,24.0,18.43279,19.0,386.2888,31.83851,44.0,44.0,,553.0,38.99644,0,1,390.0,0.0,0,-0.8072,-32.0,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.8,32.19333,82.5,20.0,89.5,8
2.2,0.2,,24.0,18.69398,19.0,386.3388,31.82184,44.0,44.0,,553.0,38.94644,0,1,390.0,0.0,0,-0.76814,-31.764,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.525,31.98438,82.5,20.0,89.5,8
2.3,0.2,,24.0,18.94396,19.0,386.38879,31.80517,44.0,44.0,,553.0,38.89643,0,1,390.0,0.0,0,-1.05724,-33.0,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,15.875,31.73763,82.5,20.0,89.5,8
2.4,0.2,,24.0,19.19396,19.0,386.4,31.7885,44.0,44.0,,553.0,38.84643,0,1,390.0,0.0,0,-0.59275,-35.82316,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,16.2,31.57813,82.5,20.0,89.5,8
2.5,0.2,,24.0,19.44397,19.0,386.4,31.77183,44.0,44.0,,553.0,38.79642,0,1,390.0,0.0,0,-0.70791,-35.0,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,15.94753,31.375,82.5,20.0,89.5,8
2.6,0.2,,24.0,20.12072,19.0,386.47759,31.75516,44.0,44.0,,553.0,38.74642,0,1,390.0,0.0,0,-0.72815,-33.23576,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,15.02241,31.02543,82.5,20.0,89.5,8
2.7,0.2,,24.0,20.92072,19.0,386.57759,31.73848,44.0,44.0,,553.0,38.69642,0,1,390.0,0.0,0,-0.87984,-36.55689,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,15.02751,30.70462,82.5,20.0,89.5,8
2.8,0.2,,24.0,20.59566,19.0,386.56121,31.72181,44.0,44.0,,553.0,38.64641,0,1,390.0,0.0,0,-0.51398,-38.73538,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,15.35266,30.44331,82.5,20.0,89.5,8
2.9,0.2,,24.0,19.94566,19.0,386.51121,31.70514,44.0,44.0,,553.0,38.59641,0,1,390.0,0.0,0,-0.71467,-37.26399,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,15.34749,30.20313,82.5,20.0,89.5,8
3.0,0.2,,24.0,19.45086,19.0,386.5,31.68847,44.0,44.0,,553.0,38.5464,0,1,390.0,0.0,0,-0.88733,-37.97076,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,15.1,30.07413,82.5,20.0,89.5,8
3.1,0.2,,24.0,19.00088,19.0,386.5,31.6742,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-1.15549,-36.2367,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,15.1,29.74019,82.5,20.0,89.5,8
3.2,0.2,,24.0,18.9,19.0,386.5,31.69087,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-0.75013,-37.0,0.0,85,0,70.9,,,,,,,,,,,,,,,,,,15.425,29.37863,82.5,20.0,89.5,8
3.3,0.2,,24.0,18.9,19.0,386.5,31.70754,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-0.67176,-37.0,0.0,85,0,70.9388,,,,,,,,,,,,,,,,,,15.425,29.07412,82.5,20.0,89.5,8
3.4,0.2,,24.0,18.9,19.0,386.5,31.72421,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-0.76733,-36.5,0.0,85,0,70.98879,,,,,,,,,,,,,,,,,,15.275,28.84956,82.5,20.0,89.5,8
3.5,0.2,,24.0,18.9,19.0,386.5,31.74089,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-0.86719,-37.0,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,15.1,28.54287,82.5,20.0,89.5,8
3.6,0.2,,24.0,18.93879,19.0,386.53879,31.75756,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-0.87453,-37.73551,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,14.95,28.29474,82.5,20.0,89.5,8
3.7,0.2,,24.0,18.98879,19.0,386.58879,31.77423,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-0.87,-38.0,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,14.70949,28.06832,82.5,20.0,89.5,8
3.8,0.2,,24.0,19.38797,19.0,386.6388,31.7909,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-0.87,-39.02947,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,14.175,27.6893,82.5,20.0,89.5,8
3.9,0.2,,24.0,19.88799,19.0,386.6888,31.80757,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-0.88544,-40.76435,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,13.48535,27.44513,82.5,20.0,89.5,8
4.0,0.2,,24.0,20.96995,19.0,386.7776,31.82424,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-0.95032,-43.52926,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,13.00944,27.15004,82.5,20.0,89.5,8
4.1,0.2,,24.0,22.21989,19.0,386.87759,31.8397,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-0.968,-45.52921,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,11.77234,26.77909,82.5,20.0,89.5,8
4.2,0.2,,24.0,23.46988,19.0,386.97759,31.8397,44.0,44.0,,553.0,38.5,0,1,390.30101,0.0,0,-0.99893,-49.05841,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,10.38528,26.492,82.5,20.0,89.5,8
4.3,0.2,,24.0,24.71988,19.0,387.07759,31.8397,44.0,44.0,,553.0,38.5,0,1,390.80086,0.0,0,-1.11609,-53.76447,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,10.325,26.12099,82.5,20.0,89.5,8
4.4,0.2,,24.0,24.61205,19.0,387.1,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.13253,-54.5,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,10.325,25.73037,82.5,20.0,89.5,8
4.5,0.2,,24.0,24.11205,19.0,387.1,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.11256,-53.5,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,9.9094,25.3005,82.5,20.0,89.5,8
4.6,0.2,,24.0,24.0388,19.0,387.1,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.04613,-54.76474,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,9.825,24.93535,82.5,20.0,89.5,8
4.7,0.2,,24.0,24.0888,19.0,387.1,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.21329,-55.5,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,9.74738,24.52501,82.5,20.0,89.5,8
4.8,0.2,,24.0,24.48795,19.0,387.1388,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.17519,-55.47,0.0,85,0,71.0,,,,,,,,,,,,,,,,,,8.90633,24.12861,82.5,20.0,89.5,8
4.9,0.2,,24.0,24.98795,19.0,387.1888,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.25609,-58.55841,0.52921,85,0,71.0,,,,,,,,,,,,,,,,,,7.35763,23.8143,82.5,20.0,89.5,8
5.0,0.2,,24.0,26.57428,19.0,387.35519,31.8397,44.0,44.0,,553.0,38.5,0,1,391.30102,0.0,0,-1.3344,-63.26512,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,5.03157,23.29463,82.5,20.0,89.5,8
5.1,0.2,,24.0,28.47438,19.0,387.5552,31.8397,44.0,44.0,,553.0,38.5,0,1,391.80104,0.0,0,-1.4252,-70.29425,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,4.02234,22.85322,82.5,20.0,89.5,8
5.2,0.2,,24.0,28.35685,19.0,387.5612,31.8397,44.0,44.0,,553.0,38.5,0,1,391.69904,0.0,0,-1.49285,-73.26513,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,3.95,22.35317,82.5,20.0,89.5,8
5.3,0.2,,24.0,27.65692,19.0,387.51121,31.8397,44.0,44.0,,553.0,38.5,0,1,391.19919,0.0,0,-1.47667,-72.47029,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,3.95,21.877,82.5,20.0,89.5,8
5.4,0.2,,24.0,26.80175,19.0,387.42242,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.45253,-73.73475,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,4.1,21.33173,82.5,20.0,89.5,8
5.5,0.2,,24.0,25.9017,19.0,387.32241,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.448,-72.25988,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,4.1,20.86298,82.5,20.0,89.5,8
5.6,0.2,,24.0,25.27323,19.0,387.3,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.43253,-73.0,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,4.02969,20.38263,82.5,20.0,89.5,8
5.7,0.2,,24.0,24.72321,19.0,387.3,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.44344,-72.74025,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,3.87965,19.90408,82.5,20.0,89.5,8
5.8,0.2,,24.0,24.05683,19.0,387.2612,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.41707,-73.24025,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,3.625,19.35317,82.5,20.0,89.5,8
5.9,0.2,,24.0,23.35686,19.0,387.2112,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.46822,-72.76023,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,3.475,18.87281,82.5,20.0,89.5,8
6.0,0.2,,24.0,22.69567,19.0,387.16121,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.25552,-74.74025,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,3.54535,18.33572,82.5,20.0,89.5,8
6.1,0.2,,24.0,22.04566,19.0,387.11121,31.8397,44.0,44.0,,553.0,38.5,0,1,391.0,0.0,0,-1.47984,-73.5,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,3.475,17.87687,82.5,20.0,89.5,8
6.2,0.2,,24.0,21.31807,19.0,387.06121,31.8397,44.0,44.0,,553.0,38.5,0,1,390.69945,0.0,0,-1.64334,-74.0,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,3.475,17.27323,82.5,20.0,89.5,8
6.3,0.2,,24.0,20.56807,19.0,387.01121,31.8397,44.0,44.0,,553.0,38.5,0,1,390.19945,0.0,0,-1.38961,-73.72003,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,3.475,16.78847,82.5,20.0,89.5,8
6.4,0.2,,24.0,19.81805,19.0,386.9612,31.8397,44.0,44.0,,553.0,38.5,0,1,390.0,0.0,0,-1.44564,-74.5,1.0,85,0,71.0,,,,,,,,,,,,,,,,,,3.475,16.29239,82.5,20.0,89.5,8
