Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0.0,0.52,,21.0,-6.2,22,391.1,26.01,,,,575.0,17.5,,1,,1.48,,0.19,0.0,0.0,85,920.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
0.1,0.52,,21.0,-6.2,22,391.1,26.01,,,,575.0,17.5,,1,,1.48,,0.2,0.0,0.0,85,920.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
0.2,0.51,,21.0,-6.08,22,391.11,26.01,,,,575.0,17.5,,1,,1.48,,0.21,0.0,0.0,85,877.52,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
0.3,0.51,,21.0,-5.43,22,391.16,26.01,,,,575.0,17.5,,1,,1.48,,0.2,0.0,0.0,85,777.52,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
0.4,0.5,,21.0,-4.9,22,391.2,26.01,,,,575.0,17.5,,1,,1.48,,0.19,0.0,0.0,85,686.02,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
0.5,0.5,,21.0,-4.9,22,391.2,26.01,,,,575.0,17.5,,1,,1.48,,0.18,0.0,0.0,85,606.02,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
0.6,0.49,,21.0,-4.82,22,391.2,26.01,,,,575.0,17.5,,1,,1.48,,0.16,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
0.7,0.49,,21.0,-4.37,22,391.2,26.01,,,,575.0,17.5,,1,,1.48,,0.18,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
0.8,0.48,,21.0,-4.02,22,391.21,26.01,,,,575.0,17.5,,1,,1.48,,0.2,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
0.9,0.48,,21.0,-4.12,22,391.26,26.01,,,,575.0,17.5,,1,,1.48,,0.2,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1.0,0.48,,21.0,-4.18,22,391.29,26.01,,,,575.0,17.5,,1,,1.48,,0.18,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1.1,0.48,,21.0,-4.08,22,391.24,26.01,,,,575.0,17.5,,1,,1.48,,0.19,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1.2,0.48,,21.0,-4.0,22,391.21,26.01,,,,575.0,17.5,,1,,1.48,,0.19,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1.3,0.48,,21.0,-4.0,22,391.26,26.01,,,,575.0,17.5,,1,,1.48,,0.2,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1.4,0.48,,21.0,-4.02,22,391.3,26.01,,,,575.0,17.5,,1,,1.48,,0.2,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1.5,0.48,,21.0,-4.12,22,391.3,26.01,,,,575.0,17.5,,1,,1.48,,0.2,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1.6,0.48,,21.0,-4.16,22,391.3,26.01,,,,575.0,17.5,,1,,1.48,,0.2,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1.7,0.44,,21.0,-3.96,22,391.3,26.01,,,,575.0,17.5,,1,,1.48,,0.18,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1.8,0.44,,21.0,-3.83,22,391.3,26.01,,,,575.0,17.5,,1,,1.48,,0.17,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
1.9,0.44,,21.0,-3.98,22,391.3,26.01,,,,575.0,17.5,,1,,1.48,,0.2,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
2.0,0.44,,21.0,-4.06,22,391.29,26.01,,,,575.0,17.5,,1,,1.48,,0.16,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
2.1,0.44,,21.0,-3.86,22,391.24,26.01,,,,575.0,17.5,,1,,1.48,,0.16,0.0,0.0,85,560.0,85.8,,,,,,,,,,,,,,,,,,0.0,0.0,100.0,22.0,90,8
