Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0.0,0.76,,19.0,-3.1,17.0,387.1,23.67,,,,572.0,21.0,,1,,0.0,,-0.09,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
0.1,0.76,,19.0,-2.97,17.0,387.1,23.67,,,,572.0,21.0,,1,,0.0,,-0.07,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
0.2,0.76,,19.0,-2.82,17.0,387.1,23.67,,,,572.0,21.0,,1,,0.0,,-0.06,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
0.3,0.76,,19.0,-2.8,17.0,387.1,23.67,,,,572.0,21.0,,1,,0.0,,-0.12,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
0.4,0.76,,19.0,-2.8,17.0,387.1,23.67,,,,572.0,21.0,,1,,0.0,,-0.07,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
0.5,0.72,,19.0,-2.8,17.0,387.1,23.67,,,,572.0,21.0,,1,,0.0,,-0.13,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
0.6,0.72,,19.0,-2.8,17.0,387.1,23.67,,,,572.0,21.0,,1,,0.0,,-0.09,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
0.7,0.72,,19.0,-2.72,17.0,387.1,23.67,,,,572.0,21.0,,1,,0.0,,-0.08,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
0.8,0.72,,19.0,-2.62,17.0,387.1,23.67,,,,572.0,21.0,,1,,0.0,,-0.05,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
0.9,0.72,,19.0,-2.6,17.0,387.1,23.67,,,,572.0,21.03,,1,,0.0,,-0.06,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
1.0,0.72,,19.0,-2.6,17.0,387.1,23.67,,,,572.0,21.08,,1,,0.0,,-0.09,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
1.1,0.72,,19.0,-2.56,17.0,387.1,23.67,,,,572.0,21.13,,1,,0.0,,-0.06,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
1.2,0.72,,19.0,-2.51,17.0,387.1,23.67,,,,572.0,21.18,,1,,0.0,,-0.1,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
1.3,0.52,,19.0,-2.5,17.0,387.14,23.67,,,,572.0,21.23,,1,,0.0,,-0.09,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
1.4,0.52,,19.0,-2.5,17.0,387.19,23.67,,,,572.0,21.28,,1,,0.0,,-0.09,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
1.5,0.52,,19.0,-2.5,17.0,387.16,23.67,,,,572.0,21.33,,1,,0.0,,-0.1,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
1.6,0.52,,19.0,-2.5,17.0,387.11,23.67,,,,572.0,21.38,,1,,0.0,,-0.12,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
1.7,0.52,,19.0,-2.54,17.0,387.1,23.67,,,,572.0,21.43,,1,,0.0,,-0.08,0.0,0.0,85,0.0,74.8,,,,,,,,,,,,,,,,,,0.0,0.0,89.5,18.0,90,8
