Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0.0,1.04,,32.0,-37.6,23.0,381.8,22.84,0,0,,589.0,5.0,0,1,0,0.0,0,0.09,14.0,0.0,0,85,80.3,,,,,,,,,,,,,,,,,,45.5,96.89,92.0,23.0,90,8
0.1,1.04,,32.0,-37.62,23.0,381.8,22.84,0,0,,589.0,5.0,0,1,0,0.0,0,0.11,15.0,0.0,0,85,80.3,,,,,,,,,,,,,,,,,,45.61,96.87,92.0,23.0,90,8
0.2,1.04,,32.0,-37.67,23.0,381.8,22.84,0,0,,589.0,5.0,0,1,0,0.0,0,0.09,15.32,0.0,0,85,80.3,,,,,,,,,,,,,,,,,,45.5,96.81,92.0,23.0,90,8
0.3,1.04,,32.0,-37.65,23.0,381.82,22.84,0,0,,589.0,5.0,0,1,0,0.0,0,-0.01,15.18,0.0,0,85,80.3,,,,,,,,,,,,,,,,,,45.5,96.74,92.0,23.0,90,8
0.4,1.04,,32.0,-37.5,23.0,381.87,22.84,0,0,,589.0,5.0,0,1,0,0.0,0,0.01,15.5,0.0,0,85,80.3,,,,,,,,,,,,,,,,,,45.5,96.72,92.0,23.0,90,8
0.5,1.04,,32.0,-37.29,23.0,381.9,22.84,0,0,,589.0,5.0,0,1,0,0.0,0,0.07,15.0,0.0,0,85,80.3,,,,,,,,,,,,,,,,,,45.45,96.68,92.0,23.0,90,8
0.6,1.04,,32.0,-36.94,23.0,381.9,22.84,0,0,,589.0,5.0,0,1,0,0.0,0,-0.01,15.32,0.0,0,85,80.3,,,,,,,,,,,,,,,,,,45.35,96.65,92.0,23.0,90,8
0.7,1.03,,32.0,-36.53,23.0,381.92,22.84,0,0,,589.0,5.0,0,1,0,0.0,0,-0.08,14.68,0.0,0,85,80.3,,,,,,,,,,,,,,,,,,45.2,96.58,92.0,23.0,90,8
0.8,1.01,,32.0,-35.98,23.0,381.97,22.84,0,0,,589.0,5.0,0,1,0,0.0,0,0.02,14.18,0.0,0,85,80.3,,,,,,,,,,,,,,,,,,45.3,96.55,92.0,23.0,90,8
0.9,1.0,,32.0,-35.81,23.0,381.98,22.84,0,0,,589.0,5.0,0,1,0,0.0,0,0.03,14.5,0.0,0,85,80.3,,,,,,,,,,,,,,,,,,45.35,96.52,92.0,23.0,90,8
