Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0.0,1.32,,20.5,-5.0,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1,393.0,0.0,0.0,0.224,0.0,0.0,85,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
0.1,1.32,,20.5,-5.0,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1,393.0,0.0,0.0,0.224,0.0,0.0,85,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
0.2,1.32,,20.5,-5.02617,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1,392.86154,0.0,0.0,0.20495,0.0,0.0,85,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
0.3,1.32,,20.5,-5.07617,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1,392.36149,0.0,0.0,0.204,0.0,0.0,85,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
0.4,1.32,,20.5,-5.07384,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1,392.0,0.0,0.0,0.204,0.0,0.0,85,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
0.5,1.32,,20.5,-5.02384,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1,392.0,0.0,0.0,0.18491,0.0,0.0,85,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
0.6,1.32,,20.5,-5.02616,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1,392.0,0.0,0.0,0.184,0.0,0.0,85,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
0.7,1.32,,20.5,-5.07617,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1,392.0,0.0,0.0,0.16491,0.0,0.0,85,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
0.8,1.32,,20.5,-5.07382,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1,392.0,0.0,0.0,0.18305,0.0,0.0,85,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
0.9,1.32,,20.5,-5.02382,18.0,389.8,39.8413,18.0,18.0,,575.0,19.0,0.0,1,392.0,0.0,0.0,0.184,0.0,0.0,85,0.0,81.9,,,,,,,,,,,,,,,,,,0.0,0.0,98.0,18.0,89.5,8
