Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0.0,0.0,,23.5,-1.4,21.0,392.0,22.5,22.0,22.0,,585.0,21.0,0.0,1,395.0,0.0,0.0,-0.07,0.0,0.0,85,0.0,86.5,,,,,,,,,,,,,,,,,,3.03,0.0,100.0,21.0,89.5,8
0.1,0.0,,23.5,-1.4,21.0,392.0,22.5,22.0,22.0,,585.0,21.0,0.0,1,395.0,0.0,0.0,-0.07,0.0,0.0,85,0.0,86.5,,,,,,,,,,,,,,,,,,8.63,0.0,100.0,21.0,89.5,8
0.2,0.0,,23.5,-1.43,21.0,392.0,22.5,22.0,22.0,,585.0,21.0,0.0,1,395.0,0.0,0.0,-0.06,1.72,0.0,85,0.0,86.5,,,,,,,,,,,,,,,,,,11.34,0.0,100.0,21.0,89.5,8
0.3,0.0,,23.5,-1.83,21.0,391.95,22.5,22.0,22.0,,585.0,21.0,0.0,1,395.0,0.0,0.0,0.1,8.09,0.0,85,0.0,86.5,,,,,,,,,,,,,,,,,,13.29,0.0,100.0,21.0,89.5,8
0.4,0.0,,23.5,-2.24,21.0,391.9,22.5,22.0,22.0,,585.0,21.0,0.0,1,395.0,0.0,0.0,0.09,14.78,0.0,85,0.0,86.5,,,,,,,,,,,,,,,,,,15.99,0.0,100.0,21.0,89.5,8
0.5,0.0,,23.5,-2.74,21.0,391.85,22.5,22.0,22.0,,585.0,21.0,0.0,1,395.0,0.0,0.0,0.19,17.72,0.0,85,0.0,86.5,,,,,,,,,,,,,,,,,,17.65,0.0,100.0,21.0,89.5,8
0.6,0.0,,23.5,-3.23,21.0,391.8,22.5,22.0,22.0,,585.0,21.0,0.0,1,395.0,0.0,0.0,0.31,25.38,0.0,85,0.0,86.5,,,,,,,,,,,,,,,,,,17.65,0.03,100.0,21.0,89.5,8
0.7,0.0,,23.5,-3.63,21.0,391.75,22.5,22.0,22.0,,585.0,21.0,0.0,1,394.71,0.0,0.0,0.36,32.22,0.0,85,0.0,86.5,,,,,,,,,,,,,,,,,,18.11,0.26,100.0,21.0,89.5,8
0.8,0.0,,23.5,-4.02,21.0,391.7,22.5,22.0,22.0,,585.0,21.0,0.0,1,394.21,0.0,0.0,0.36,35.0,0.0,85,0.0,86.5,,,,,,,,,,,,,,,,,,19.26,0.73,100.0,21.0,89.5,8
0.9,0.0,,23.5,-4.22,21.0,391.7,22.5,22.0,22.0,,585.0,21.0,0.0,1,394.0,0.0,0.0,0.37,39.72,0.0,85,0.0,86.5,,,,,,,,,,,,,,,,,,20.83,0.81,100.0,21.0,89.5,8
