Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0.0,0.2,,24.5,-18.8,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.43,37.0,0.0,85,1720.0,66.7,,,,,,,,,,,,,,,,,,37.75,14.25,78.5,28,90,8
0.1,0.2,,24.5,-18.96,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.43,36.59,0.0,85,1720.0,66.7,,,,,,,,,,,,,,,,,,37.29,14.39,78.5,28,90,8
0.2,0.2,,24.5,-19.16,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.55,37.5,0.0,85,1720.0,66.7,,,,,,,,,,,,,,,,,,36.98,14.54,78.5,28,90,8
0.3,0.2,,24.5,-18.81,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.57,35.91,0.0,85,1720.0,66.7,,,,,,,,,,,,,,,,,,37.13,14.69,78.5,28,90,8
0.4,0.2,,24.5,-18.31,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.67,34.96,0.0,85,1720.0,66.7,,,,,,,,,,,,,,,,,,37.13,14.82,78.5,28,90,8
0.5,0.2,,24.5,-18.67,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.62,33.54,0.0,85,1730.67,66.7,,,,,,,,,,,,,,,,,,36.98,14.96,78.5,28,90,8
0.6,0.2,,24.5,-19.27,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.45,33.41,0.0,85,1750.67,66.7,,,,,,,,,,,,,,,,,,36.98,15.01,78.5,28,90,8
0.7,0.2,,24.5,-18.74,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.43,31.87,0.0,85,1760.0,66.7,,,,,,,,,,,,,,,,,,36.98,15.14,78.5,28,90,8
0.8,0.2,,24.5,-17.89,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.49,31.0,0.0,85,1760.0,66.7,,,,,,,,,,,,,,,,,,36.96,15.23,78.5,28,90,8
0.9,0.2,,24.5,-17.62,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.45,29.96,0.0,85,1760.0,66.7,,,,,,,,,,,,,,,,,,36.5,15.33,78.5,28,90,8
1.0,0.2,,24.5,-17.52,27,380.6,22.0,,,,574.0,9.5,,1,,1.52,,0.52,29.04,0.0,85,1760.0,66.7,,,,,,,,,,,,,,,,,,36.19,15.39,78.5,28,90,8
