Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,3.6300000000000003,3.5,-3.2433333333333336,6.0,386.075,10.0,5.0,5.0,-500.10999999999996,511.0,5.501666666666666,0.8416666666666667,1.0,389.0,0.0,313.3983333333333,-0.31,0.0,0.0,85.0,698.9533333333334,72.1,7.98,6.066666666666666,5.001666666666666,6.171666666666667,4.920000000000001,6.043333333333333,6.748333333333332,8.816666666666666,7.758333333333333,6.408333333333334,8.959999999999999,9.395000000000001,9.095,9.028333333333332,6.841666666666668,7.016666666666667,6.665,6.138333333333333,0.0,0.0,83.0,6.0,88.5,8.0
1,0.0,3.623333333333333,3.5,-5.228888888888889,6.0,385.70000000000005,10.0,5.0,5.0,-500.0566666666667,511.0,5.760000000000001,3.0022222222222226,1.0,388.06111111111113,0.3733333333333333,1174.3044444444445,-0.31777777777777777,0.0,0.0,85.0,1430.2388888888888,72.1,7.1933333333333325,5.788888888888889,4.625555555555556,5.3566666666666665,4.537777777777778,5.746666666666666,6.316666666666666,7.846666666666668,7.112222222222223,6.195555555555555,8.092222222222222,8.517777777777777,8.734444444444444,8.097777777777777,6.515555555555555,6.7444444444444445,6.34,5.895555555555556,0.0,0.0,83.0,6.0,88.5,8.0
2,0.0,3.391818181818182,3.5,-7.799090909090908,6.0,385.15909090909093,10.0,5.0,5.0,-500.0527272727273,511.0,5.741818181818181,5.739090909090909,1.0,387.68727272727267,1.3309090909090908,2214.2045454545455,-0.31272727272727274,0.0,0.0,85.0,2484.0227272727275,72.1,5.574545454545454,5.220909090909091,3.598181818181818,3.950909090909091,3.508181818181818,4.925454545454546,5.255454545454546,5.983636363636364,5.785454545454545,5.6890909090909085,6.887272727272727,6.79,7.718181818181819,6.500909090909091,5.570909090909091,5.721818181818182,5.3963636363636365,5.102727272727273,0.0,0.0,83.0,6.0,88.5,8.0
3,0.0,3.341111111111111,3.5,-10.646666666666667,6.0,384.61,10.0,5.0,5.0,-500.10333333333335,511.0,5.760000000000001,8.473333333333334,1.0,386.50666666666666,2.4000000000000004,3256.28,-0.3111111111111111,0.0,0.0,85.0,3532.3222222222225,72.1,4.904444444444445,4.984444444444445,3.3855555555555554,3.7022222222222223,3.2411111111111115,4.837777777777777,5.044444444444444,5.4255555555555555,5.533333333333333,5.517777777777777,6.51,6.345555555555555,7.667777777777778,5.903333333333333,5.336666666666667,5.426666666666667,5.161111111111111,5.0744444444444445,0.0,0.0,83.0,6.0,88.5,8.0
4,0.0,3.37,3.5,-13.430909090909092,6.0,384.0427272727273,10.0,5.0,5.0,-500.08363636363634,511.0,5.740909090909091,11.158181818181818,1.0,385.86909090909086,3.4181818181818184,4310.504545454546,-0.32363636363636367,0.0,0.0,85.0,4580.367272727272,72.1,5.071818181818181,5.168181818181818,3.5963636363636367,3.8654545454545457,3.475454545454545,5.000909090909091,5.308181818181819,5.600909090909091,5.635454545454545,5.550909090909091,6.507272727272727,6.4818181818181815,7.943636363636363,5.98,5.571818181818181,5.657272727272727,5.3954545454545455,5.322727272727272,0.0,0.0,83.0,6.0,88.5,8.0
5,0.0,3.37,3.5,-15.517777777777777,6.0,383.43555555555554,10.0,5.0,5.7155555555555555,-500.18,511.0,5.5,13.862222222222222,1.0,385.0,4.4,5353.783333333334,-0.31444444444444447,0.0,0.0,85.0,5629.967777777778,72.1,5.11,5.757777777777778,3.684444444444445,3.9522222222222223,3.54,5.086666666666667,5.37,5.578888888888889,5.573333333333333,5.6033333333333335,6.447777777777778,6.512222222222222,8.117777777777778,5.98,5.64,5.72111111111111,5.461111111111111,5.435555555555556,0.0,0.0,83.0,6.0,88.5,8.0
6,0.0,3.37,3.5,-18.696363636363635,6.0,382.8454545454546,10.0,5.0,6.0,-500.1290909090909,511.0,5.5,16.65818181818182,1.0,384.3236363636363,5.490909090909091,6408.652727272726,-0.3227272727272727,0.0,0.0,85.0,6648.047272727273,72.1,5.110909090909091,6.44,3.7209090909090907,3.98,3.5399999999999996,5.11,5.37,5.493636363636363,5.488181818181818,5.581818181818182,6.4818181818181815,6.631818181818182,8.223636363636365,5.890909090909091,5.69,5.778181818181818,5.516363636363637,5.46,0.0,0.0,83.0,6.0,88.5,8.0
7,0.0,3.37,3.5,-19.6,6.0,382.5833333333333,10.0,5.0,6.0,-500.2377777777778,511.0,5.5,18.234444444444446,1.0,384.0,6.471111111111111,6984.969999999999,-0.31555555555555553,0.0,0.0,85.0,7000.0,72.1,5.206666666666667,6.776666666666667,3.771111111111111,3.98,3.54,5.111111111111111,5.371111111111111,5.46,5.461111111111111,5.604444444444444,6.51,6.747777777777777,8.19111111111111,5.716666666666667,5.72,5.81,5.55,5.46,0.0,0.0,83.0,6.0,88.5,8.0
8,0.0,3.37,3.5,-19.529090909090908,6.0,382.5,10.0,5.676363636363636,6.0,-500.19090909090914,511.0,5.5,18.048181818181817,1.0,384.0,6.96,6925.469090909091,-0.32545454545454544,0.0,0.0,85.0,6886.217272727273,72.1,5.333636363636364,7.564545454545454,3.8,3.98,3.5399999999999996,5.17,5.429090909090909,5.463636363636364,5.53,5.64,6.512727272727273,6.88909090909091,8.11,5.588181818181818,5.72,5.81,5.55,5.462727272727273,0.0,0.0,83.0,6.0,88.5,8.0
9,0.0,3.37,3.5,-18.87777777777778,6.0,382.5,10.0,6.0,6.268888888888889,-500.1622222222222,511.0,5.5,17.447777777777777,1.0,384.0,6.888888888888889,6679.633333333333,-0.3088888888888889,0.0,0.0,85.0,6625.636666666667,72.1,5.421111111111111,9.014444444444443,3.7999999999999994,3.98,3.5411111111111113,5.136666666666667,5.46,5.5744444444444445,5.742222222222222,5.64,6.571111111111112,6.938888888888889,8.14,5.595555555555555,5.72,5.81,5.55,5.523333333333333,0.0,0.0,83.0,6.0,88.5,8.0
10,0.0,3.37,3.5,-18.17,6.0,382.5363636363636,10.0,6.0,7.0,-500.11181818181825,511.0,5.759090909090909,16.78818181818182,1.0,384.0,6.621818181818182,6440.771818181819,-0.3290909090909091,0.0,0.0,85.0,6386.360909090909,72.1,5.46,11.008181818181818,3.8,3.98,3.5936363636363637,5.11,5.46,5.865454545454545,6.191818181818181,5.692727272727273,6.6,6.885454545454545,8.11,5.824545454545454,5.72,5.81,5.55,5.55,0.0,0.0,83.0,6.0,88.5,8.0
11,0.0,3.37,3.5,-17.816666666666666,6.0,382.5833333333333,10.0,6.935555555555556,7.4911111111111115,-500.1433333333333,511.0,6.0,16.253333333333334,1.0,384.0,6.448888888888889,6253.421111111111,-0.32333333333333336,0.0,0.0,85.0,6200.921111111111,72.1,5.414444444444445,13.222222222222221,3.7999999999999994,3.98,3.572222222222222,5.11,5.46,6.325555555555556,6.7811111111111115,5.779999999999999,6.601111111111111,6.861111111111111,8.13888888888889,6.407777777777778,5.72,5.81,5.55,5.55,0.0,0.0,83.0,6.0,88.5,8.0
