Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,10.931666666666667,7.5,-9.535,22.0,388.8333333333333,20.0,41.0,40.0,-0.08,522.0,31.5,8.336666666666668,1.0,391.0,2.54,3271.3799999999997,-0.12833333333333333,0.0,0.0,85.0,3474.98,73.4,39.406666666666666,40.55,27.63,25.72666666666667,25.8,23.27,23.709999999999997,35.82666666666667,35.22,19.098333333333333,13.956666666666665,15.410000000000002,16.093333333333334,39.49166666666667,22.938333333333333,24.929999999999996,26.149999999999995,23.44,0.0,0.0,84.0,23.0,88.5,8.0
1,0.0,10.82,7.5,-11.573333333333332,22.0,388.71333333333337,20.0,41.0,40.0,-0.08,522.0,31.5,10.172222222222222,1.0,390.55333333333334,3.0755555555555554,3967.0266666666666,-0.10111111111111111,0.0,0.0,85.0,4236.29,73.4,39.35333333333333,40.55333333333333,27.63,25.783333333333335,25.803333333333335,23.27,23.77111111111111,35.76777777777777,35.22,19.215555555555554,14.077777777777778,15.416666666666666,16.04888888888889,39.38,23.061111111111114,24.935555555555553,26.146666666666665,23.43444444444445,0.0,0.0,84.0,23.0,88.5,8.0
2,0.0,10.854545454545454,7.5,-12.757272727272728,22.0,388.5981818181818,20.0,41.0,40.0,-0.19727272727272727,522.0,31.5,11.524545454545454,1.0,390.0,3.9745454545454546,4505.361818181817,-0.09363636363636364,0.0,0.0,85.0,4549.426363636364,73.4,39.265454545454546,40.79727272727273,27.63,25.8,25.85818181818182,23.27,23.79,35.74454545454545,35.21454545454546,19.318181818181817,14.195454545454545,15.47272727272727,16.186363636363637,39.265454545454546,23.224545454545453,25.05818181818182,26.086363636363636,23.37818181818182,0.0,0.0,84.0,23.0,88.5,8.0
3,0.0,10.876666666666667,7.5,-12.727777777777778,22.0,388.54777777777775,20.0,41.0,40.0,-0.31,522.0,31.5,11.805555555555555,1.0,390.0,4.555555555555555,4613.513333333332,-0.10888888888888888,0.0,0.0,85.0,4631.3133333333335,73.4,39.17777777777778,41.26777777777778,27.633333333333333,25.8,25.821111111111108,23.274444444444445,23.793333333333333,35.68333333333333,35.156666666666666,19.34,14.41888888888889,15.433333333333334,16.432222222222222,39.17888888888889,23.275555555555556,25.1,26.124444444444446,23.425555555555558,0.0,0.0,84.0,23.0,88.5,8.0
4,0.0,10.942727272727273,7.5,-13.04090909090909,22.0,388.5363636363636,20.10181818181818,41.0,40.0,-0.3090909090909091,522.0,31.786363636363635,11.954545454545455,1.0,390.0,4.6,4643.634545454545,-0.09727272727272727,0.0,0.0,85.0,4654.546363636364,73.4,39.08818181818182,41.91,27.69727272727273,25.8,25.865454545454543,23.335454545454546,23.85727272727273,35.73727272727273,35.231818181818184,19.349999999999998,14.609090909090908,15.481818181818182,16.67909090909091,39.155454545454546,23.403636363636362,25.110000000000003,26.086363636363636,23.44909090909091,0.0,0.0,84.0,23.0,88.5,8.0
5,0.0,10.96,7.5,-13.075555555555557,22.0,388.4777777777778,20.17,41.0,40.0,-0.26555555555555554,522.0,32.0,11.88888888888889,1.0,390.0,4.635555555555555,4626.583333333333,-0.09666666666666666,0.0,0.0,85.0,4612.966666666666,73.4,38.94222222222223,42.60888888888889,27.72,25.8,25.89,23.35666666666667,23.88,35.894444444444446,35.458888888888886,19.48111111111111,14.776666666666667,15.5,16.793333333333333,39.275555555555556,23.51,25.233333333333334,26.13111111111111,23.513333333333335,0.0,0.0,84.0,23.0,88.5,8.0
6,0.0,10.968181818181819,7.5,-12.531818181818181,22.0,388.48454545454547,20.17,41.0,40.63636363636363,-0.23,522.0,32.00363636363637,11.477272727272727,1.0,390.0,4.6072727272727265,4496.203636363636,-0.10636363636363635,0.0,0.0,85.0,4450.300909090909,73.4,38.83,43.24636363636363,27.725454545454546,25.80727272727273,25.89,23.423636363636366,23.88,36.14272727272727,35.73636363636364,19.656363636363636,14.877272727272727,15.5,16.832727272727272,39.58,23.535454545454545,25.269999999999996,26.207272727272724,23.545454545454547,0.0,0.0,84.0,23.0,88.5,8.0
7,0.0,11.026666666666666,7.5,-11.940000000000001,22.0,388.4644444444445,20.17,41.0,41.0,-0.3488888888888889,522.0,32.29,11.194444444444445,1.0,390.0,4.448888888888889,4348.841111111111,-0.09222222222222223,0.0,0.0,85.0,4333.043333333333,73.4,38.80111111111111,43.855555555555554,27.79222222222222,25.87222222222222,25.89,23.44666666666667,23.883333333333333,36.467777777777776,36.138888888888886,19.826666666666668,14.965555555555556,15.5,17.03222222222222,40.10444444444445,23.60222222222222,25.274444444444445,26.17,23.673333333333332,0.0,0.0,84.0,23.0,88.5,8.0
8,0.0,10.977272727272727,7.5,-12.389090909090909,22.0,388.49,20.17,41.81818181818182,41.0,-0.3,522.0,32.5,10.840909090909092,1.0,390.0,4.323636363636364,4232.631818181818,-0.11363636363636363,0.0,0.0,85.0,4194.814545454546,73.4,38.86727272727273,44.345454545454544,27.94909090909091,25.89,25.89,23.519090909090906,23.94909090909091,36.82272727272727,36.57545454545454,19.950909090909093,15.053636363636365,15.5,17.155454545454546,40.71272727272728,23.75909090909091,25.345454545454547,26.222727272727273,23.70909090909091,0.0,0.0,84.0,23.0,88.5,8.0
9,0.0,10.966666666666667,7.5,-11.168888888888889,22.0,388.5222222222222,20.17,42.0,41.0,-0.15,522.0,32.5,10.08222222222222,1.0,390.0,4.174444444444444,3937.536666666667,-0.09777777777777778,0.0,0.0,85.0,3835.616666666667,73.4,39.01555555555555,44.78111111111111,28.11888888888889,25.89333333333333,25.89,23.603333333333335,24.035555555555554,37.23444444444445,37.01222222222222,20.233333333333334,15.134444444444446,15.505555555555556,17.30111111111111,41.26444444444444,23.93,25.43,26.38,23.78222222222222,0.0,0.0,84.0,23.0,88.5,8.0
