Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,5.64,6.0,-15.451666666666668,20.0,376.43333333333334,20.5,33.0,33.0,-500.04,479.0,25.608333333333334,13.746666666666668,1.0,378.0,4.413333333333333,5222.546666666666,0.21166666666666667,0.0,0.0,85.0,5542.188333333333,57.0,31.99,33.65,21.87,23.179999999999996,22.92,21.429999999999996,23.09,29.459999999999997,29.03,16.55,14.1,14.01,14.71,31.47,16.72,21.52,23.0,22.83,0.0,0.0,62.0,21.0,88.5,8.0
1,0.0,5.64,6.0,-16.358888888888888,20.0,376.3233333333333,20.5,33.0,33.0,-500.0466666666667,479.0,25.933333333333334,15.22777777777778,1.0,378.0,5.062222222222221,5762.29,0.21666666666666667,0.0,0.0,85.0,5847.887777777778,57.0,31.97555555555555,33.739999999999995,21.895555555555557,23.211111111111112,22.92,21.40222222222222,23.04,29.41222222222222,29.09,16.85111111111111,14.195555555555556,14.10888888888889,14.71,31.400000000000002,16.87222222222222,21.545555555555556,22.952222222222222,22.83,0.0,0.0,62.0,21.0,88.5,8.0
2,0.0,5.64,6.0,-16.98,20.0,376.2081818181818,20.5,33.0,33.50545454545455,-500.1218181818182,479.0,26.05909090909091,15.798181818181819,1.0,378.0,5.858181818181818,5953.680909090909,0.2,0.0,0.0,85.0,5991.901818181818,57.0,31.874545454545455,34.23545454545455,22.009090909090908,23.267272727272726,22.92,21.35090909090909,22.89636363636364,29.375454545454545,29.33,17.825454545454544,14.457272727272727,14.337272727272728,14.68,31.245454545454546,17.279999999999998,21.66,22.835454545454546,22.86181818181818,0.0,0.0,62.0,21.0,88.5,8.0
3,0.0,5.604444444444444,6.0,-17.426666666666666,20.0,376.10333333333335,20.5,33.062222222222225,34.0,-500.2155555555555,479.0,26.48,16.215555555555554,1.0,377.71555555555557,6.0311111111111115,6133.126666666667,0.22,0.0,0.0,85.0,6222.812222222222,57.0,31.706666666666667,35.04777777777778,22.154444444444444,23.27,22.92,21.315555555555555,22.83111111111111,29.648888888888887,29.70555555555556,18.678888888888892,14.747777777777777,14.41888888888889,14.630000000000003,31.643333333333334,17.441111111111113,21.77777777777778,22.855555555555554,22.91888888888889,0.0,0.0,62.0,21.0,88.5,8.0
4,0.0,5.581818181818182,6.0,-17.855454545454545,20.0,376.01,20.5,34.0,34.0,-500.01727272727277,479.0,26.920909090909092,16.58818181818182,1.0,377.0,6.167272727272728,6260.846363636363,0.20909090909090908,0.0,0.0,85.0,6212.72,57.0,31.51181818181818,36.04363636363637,22.217272727272725,23.27,22.92,21.292727272727273,22.83,30.04909090909091,30.206363636363633,19.41181818181818,15.097272727272726,14.362727272727273,14.63,32.18272727272727,18.093636363636364,21.94363636363636,23.022727272727273,22.92,0.0,0.0,62.0,21.0,88.5,8.0
5,0.0,5.638888888888889,6.0,-17.102222222222224,20.0,376.0444444444445,20.5,34.0,34.0,-500.03666666666663,479.0,27.046666666666667,15.815555555555555,1.0,377.50666666666666,6.1866666666666665,5971.606666666667,0.21555555555555556,0.0,0.0,85.0,5879.583333333333,57.0,31.31222222222222,36.92888888888889,22.244444444444444,23.235555555555557,22.92,21.376666666666665,22.855555555555554,30.59111111111111,30.75222222222222,20.003333333333334,15.416666666666666,14.394444444444446,14.594444444444443,32.80333333333333,20.227777777777778,22.626666666666665,23.59,23.10666666666667,0.0,0.0,62.0,21.0,88.5,8.0
6,0.0,5.6036363636363635,6.0,-16.471818181818183,20.0,376.09,20.5,34.14181818181818,34.0,-500.0927272727273,479.0,27.420909090909092,15.12090909090909,1.0,377.8181818181818,5.938181818181818,5712.289090909091,0.21,0.0,0.0,85.0,5654.510909090909,56.93,31.35727272727273,37.801818181818184,22.277272727272727,23.180909090909093,22.92,21.400000000000002,22.917272727272728,31.175454545454546,31.253636363636364,20.585454545454546,15.67818181818182,14.482727272727272,14.474545454545455,33.518181818181816,22.60909090909091,23.535454545454545,24.764545454545456,23.722727272727273,0.0,0.0,62.0,21.0,88.5,8.0
7,0.0,5.58,6.0,-15.795555555555556,20.0,376.1,20.5,35.0,34.062222222222225,-450.1411111111111,479.0,27.546666666666667,14.552222222222222,1.0,378.0,5.648888888888888,5503.632222222222,0.22111111111111112,0.0,0.0,85.0,5463.236666666667,56.9,31.616666666666667,38.657777777777774,22.22111111111111,23.18,22.92,21.37777777777778,22.943333333333335,31.72555555555555,31.831111111111113,21.200000000000003,15.94111111111111,14.568888888888889,14.395555555555555,34.29666666666667,23.79888888888889,23.996666666666666,25.91444444444444,24.442222222222224,0.0,0.0,62.0,21.0,88.5,8.0
8,0.0,5.637272727272727,6.0,-15.676363636363636,20.0,376.06454545454545,20.5,35.00272727272727,35.0,-75.42818181818181,479.0,27.920909090909092,14.183636363636365,1.0,377.99727272727273,5.469090909090909,5367.571818181818,0.20454545454545456,0.0,0.0,85.0,5458.596363636363,56.9,31.980909090909094,39.446363636363635,22.325454545454544,23.21181818181818,22.92,21.529090909090908,23.08090909090909,32.308181818181815,32.35454545454545,21.614545454545453,16.17,14.688181818181818,14.57818181818182,35.083636363636366,24.344545454545457,24.37909090909091,26.577272727272728,24.924545454545456,0.0,0.0,62.0,21.0,88.5,8.0
9,0.0,5.64,6.0,-17.064444444444447,20.0,375.92333333333335,20.516666666666666,35.94777777777777,35.0,-0.18888888888888888,479.0,28.046666666666667,15.713333333333331,1.0,377.05222222222227,5.52,5946.265555555556,0.21000000000000002,0.0,0.0,85.0,5992.32,56.9,32.42777777777778,40.19777777777778,22.84,23.26888888888889,22.92,21.85,23.38888888888889,32.836666666666666,32.846666666666664,21.89,16.314444444444444,14.83111111111111,14.922222222222224,35.846666666666664,24.486666666666665,24.596666666666668,26.843333333333334,25.09888888888889,0.0,0.0,62.0,21.0,88.5,8.0
