Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,3.89,3.0,-10.049999999999999,6.0,390.5,10.0,4.0,4.0,-500.1133333333334,512.0,5.0,7.516666666666667,1.0,393.0,2.16,2966.0699999999997,-0.041666666666666664,0.0,0.0,85.0,3294.3716666666664,85.75,3.6466666666666665,3.72,2.436666666666667,2.4483333333333337,2.436666666666667,2.97,3.0483333333333333,4.06,4.085,3.7300000000000004,4.346666666666667,4.6499999999999995,6.133333333333333,4.68,3.1350000000000002,3.1166666666666667,3.22,3.233333333333333,0.0,0.0,100.0,6.0,88.5,8.0
1,0.0,3.8899999999999997,3.0,-11.476666666666667,6.0,390.19444444444446,10.0,4.0,4.0,-500.16333333333336,512.0,5.0,9.62,1.0,392.22444444444443,2.8444444444444446,3775.548888888889,-0.04666666666666666,0.0,0.0,85.0,4034.0755555555556,85.7,3.761111111111111,3.736666666666667,2.551111111111111,2.56,2.551111111111111,3.0811111111111114,3.17,4.06,4.132222222222222,3.7877777777777775,4.401111111111111,4.835555555555556,6.300000000000001,4.673333333333333,3.2566666666666664,3.183333333333333,3.3433333333333333,3.3533333333333335,0.0,0.0,100.0,6.0,88.5,8.0
2,0.0,3.89,3.0,-14.144545454545455,6.0,389.65909090909093,10.0,4.0,4.0,-500.19,512.0,5.0,12.22181818181818,1.0,391.82000000000005,4.04090909090909,4782.627272727273,-0.046363636363636364,0.0,0.0,85.0,5115.62090909091,85.7,3.8,4.151818181818182,2.58,2.58,2.58,3.1136363636363638,3.2627272727272727,4.06,4.075454545454545,3.8,4.41,4.987272727272727,6.320909090909091,4.540909090909091,3.350909090909091,3.2627272727272727,3.43,3.439090909090909,0.0,0.0,100.0,6.0,88.5,8.0
3,0.0,3.8899999999999997,3.0,-16.96777777777778,6.0,389.1222222222222,10.0,4.0,4.0,-500.19,512.0,5.0,15.438888888888888,1.0,390.44666666666666,5.658888888888889,6025.740000000001,-0.044444444444444446,0.0,0.0,85.0,6317.509999999999,85.7,3.803333333333333,4.954444444444444,2.586666666666667,2.58,2.58,3.1722222222222225,3.28,4.056666666666667,4.053333333333333,3.8066666666666666,4.421111111111111,4.938888888888889,6.2588888888888885,4.432222222222222,3.37,3.28,3.3855555555555554,3.4433333333333334,0.0,0.0,100.0,6.0,88.5,8.0
4,0.0,3.89,3.0,-19.19181818181818,6.0,388.66818181818184,10.0,4.0,4.907272727272727,-500.1881818181818,512.0,5.0,17.702727272727273,1.0,390.0,6.247272727272727,6875.149090909091,-0.045454545454545456,0.0,0.0,85.0,6973.790909090909,85.7,3.872727272727273,6.2281818181818185,2.651818181818182,2.58,2.58,3.1154545454545457,3.28,4.001818181818182,4.000909090909091,3.8736363636363635,4.487272727272727,4.863636363636363,6.259090909090909,4.3500000000000005,3.37,3.28,3.436363636363637,3.380909090909091,0.0,0.0,100.0,6.0,88.5,8.0
5,0.0,3.8899999999999997,3.0,-19.466666666666665,6.0,388.51666666666665,10.0,4.0,5.0,-500.0944444444445,512.0,5.0,17.916666666666668,1.0,390.0,7.0,6967.443333333333,-0.05666666666666667,0.0,0.0,85.0,6954.385555555556,85.7,3.958888888888889,6.844444444444445,2.663333333333333,2.58,2.58,3.1,3.273333333333333,4.056666666666667,4.072222222222222,3.8966666666666665,4.510000000000001,4.841111111111111,6.314444444444444,4.33,3.3744444444444444,3.2866666666666666,3.45,3.358888888888889,0.0,0.0,100.0,6.0,88.5,8.0
6,0.0,3.89,3.0,-19.018181818181816,6.0,388.57727272727277,10.0,4.361818181818182,5.0,-500.0863636363636,512.0,5.0,17.343636363636364,1.0,390.0,6.941818181818181,6775.29,-0.04727272727272727,0.0,0.0,85.0,6717.362727272726,85.7,4.046363636363636,8.036363636363635,2.597272727272727,2.58,2.58,3.1136363636363638,3.2172727272727273,4.16,4.259090909090909,3.9618181818181815,4.576363636363636,4.786363636363636,6.260909090909092,4.332727272727272,3.47,3.3572727272727274,3.475454545454546,3.3145454545454545,0.0,0.0,100.0,6.0,88.5,8.0
7,0.0,3.881111111111111,3.0,-18.283333333333335,6.0,388.6,10.0,5.0,5.552222222222222,-500.16333333333336,512.0,5.0,16.78,1.0,390.0,6.662222222222222,6529.554444444444,-0.044444444444444446,0.0,0.0,85.0,6483.44,85.7,4.127777777777777,9.483333333333333,2.58,2.58,2.58,3.191111111111111,3.2644444444444445,4.394444444444444,4.598888888888889,3.9911111111111115,4.59,4.8566666666666665,6.238888888888889,4.404444444444445,3.756666666666667,3.445555555555556,3.684444444444444,3.4511111111111115,0.0,0.0,100.0,6.0,88.5,8.0
8,0.0,3.826363636363636,3.0,-17.913636363636364,6.0,388.60454545454553,10.0,5.020909090909091,6.0,-492.66636363636366,512.0,5.0,16.274545454545457,1.0,390.0,6.476363636363636,6332.263636363636,-0.046363636363636364,0.0,0.0,85.0,6299.152727272728,85.7,4.091818181818182,11.62,2.58,2.58,2.58,3.2763636363636364,3.28,4.752727272727273,5.133636363636364,4.135454545454546,4.61090909090909,5.01,6.15090909090909,4.710909090909091,3.9763636363636365,3.540909090909091,3.8818181818181823,3.6354545454545457,0.0,0.0,100.0,6.0,88.5,8.0
9,0.0,3.8788888888888895,3.0,-17.43888888888889,6.0,388.6388888888889,10.0,5.970000000000001,6.773333333333333,-186.1888888888889,512.0,5.0,15.917777777777777,1.0,390.0,6.2666666666666675,6199.303333333333,-0.03222222222222223,0.0,0.0,85.0,6167.866666666666,85.7,4.127777777777777,13.986666666666666,2.5922222222222224,2.59,2.586666666666667,3.3577777777777778,3.291111111111111,5.3311111111111105,5.89,4.315555555555555,4.739999999999999,5.093333333333334,5.98,5.3311111111111105,4.292222222222223,3.698888888888889,4.126666666666667,3.8844444444444446,0.0,0.0,100.0,6.0,88.5,8.0
