Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,2.58,1.0,-1.3,1.0,374.8999999999999,10.0,-1.0,-1.0,-0.46,477.0,5.0,0.0,1.0,378.0,0.0,0.0,-0.23833333333333337,0.0,0.0,85.0,0.0,52.9,-0.7399999999999999,-1.43,0.14,-0.56,-0.04,-0.47,-0.65,-2.48,-2.39,-2.05,-1.0,3.4500000000000006,5.55,-0.91,-0.12,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
1,0.0,2.58,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.4366666666666667,477.0,5.0,0.0,1.0,378.0,0.0,0.0,-0.24777777777777776,0.0,0.0,85.0,0.0,52.9,-0.74,-1.4555555555555555,0.10777777777777779,-0.56,-0.04,-0.47,-0.65,-2.511111111111111,-2.39,-2.05,-1.0,3.488888888888889,5.584444444444444,-0.9099999999999999,-0.15444444444444447,-1.08,0.84,0.9744444444444444,0.0,0.0,58.0,1.0,88.5,8
2,0.0,2.617272727272727,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.33454545454545453,477.0,5.0,0.0,1.0,378.0,0.0,0.0,-0.24454545454545454,0.0,0.0,85.0,0.0,52.9,-0.7400000000000001,-1.4936363636363637,0.051818181818181826,-0.56,-0.04,-0.47,-0.68,-2.567272727272727,-2.429090909090909,-2.05,-0.9618181818181818,3.576363636363636,5.672727272727273,-0.8854545454545455,-0.24181818181818182,-1.08,0.84,0.9590909090909091,0.0,0.0,58.0,1.0,88.5,8
3,0.0,2.67,1.0,-1.3444444444444443,1.0,374.9,10.0,-1.0,-1.0,-0.3522222222222222,477.0,5.0,0.0,1.0,378.0,0.0,0.0,-0.2555555555555556,0.0,0.0,85.0,0.0,52.9,-0.74,-1.4333333333333331,0.08,-0.56,-0.04,-0.43777777777777777,-0.7055555555555555,-2.57,-2.445555555555556,-2.05,-0.9455555555555555,3.5933333333333337,5.6866666666666665,-0.8233333333333333,-0.29888888888888887,-1.08,0.84,1.01,0.0,0.0,58.0,1.0,88.5,8
4,0.0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.2563636363636364,477.0,5.0,0.0,1.0,378.0,0.0,0.0,-0.23636363636363636,0.0,0.0,85.0,0.0,52.9,-0.7400000000000001,-1.43,0.1372727272727273,-0.56,-0.04,-0.39,-0.6509090909090909,-2.538181818181818,-2.390909090909091,-2.05,-0.9990909090909091,3.505454545454546,5.673636363636363,-0.8463636363636364,-0.3,-1.08,0.8672727272727272,1.01,0.0,0.0,58.0,1.0,88.5,8
5,0.0,2.67,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.3111111111111111,477.0,5.0,0.0,1.0,378.0,0.0,0.0,-0.2488888888888889,0.0,0.0,85.0,0.0,52.9,-0.74,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.5122222222222224,-2.39,-2.05,-1.0,3.417777777777778,5.72,-0.9077777777777778,-0.3288888888888889,-1.08,0.8922222222222221,1.01,0.0,0.0,58.0,1.0,88.5,8
6,0.0,2.7054545454545456,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.3727272727272727,477.0,5.0,0.0,1.0,378.0,0.0,0.0,-0.23909090909090908,0.0,0.0,85.0,0.0,52.9,-0.7400000000000001,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.5354545454545456,-2.39,-2.05,-0.9618181818181818,3.330909090909091,5.794545454545455,-0.91,-0.38727272727272727,-1.0527272727272727,0.8409090909090909,1.01,0.0,0.0,58.0,1.0,88.5,8
7,0.0,2.76,1.0,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.38,477.0,5.0,0.0,1.0,378.0,0.0,0.0,-0.23777777777777778,0.0,0.0,85.0,0.0,52.9,-0.7144444444444444,-1.43,0.14,-0.56,-0.04,-0.39,-0.65,-2.481111111111111,-2.39,-2.05,-0.9099999999999999,3.3144444444444443,5.862222222222222,-0.9099999999999999,-0.39,-1.0,0.84,1.0455555555555556,0.0,0.0,58.0,1.0,88.5,8
8,0.0,2.791818181818182,1.000909090909091,-1.3,1.0,374.9,10.0,-1.0,-1.0,-0.37999999999999995,477.0,5.0,0.0,1.0,378.0,0.0,0.0,-0.23363636363636361,0.0,0.0,85.0,0.0,52.9,-0.6763636363636364,-1.43,0.16818181818181818,-0.56,-0.04,-0.39,-0.65,-2.48,-2.39,-2.05,-0.91,3.4400000000000004,5.738181818181818,-0.91,-0.2636363636363636,-1.0,0.8672727272727272,1.0990909090909093,0.0,0.0,58.0,1.0,88.5,8
9,0.0,2.84,1.26,-1.3444444444444443,1.0,374.9,10.0,-1.0,-1.0,-0.39222222222222225,477.0,5.0,0.0,1.0,378.0,0.0,0.0,-0.22777777777777775,0.0,0.0,85.0,0.0,52.9,-0.7366666666666667,-1.43,0.22,-0.56,-0.04,-0.35111111111111115,-0.65,-2.511111111111111,-2.39,-2.05,-0.9455555555555555,3.576666666666666,5.64,-0.9099999999999999,-0.042222222222222223,-1.0277777777777777,0.8922222222222221,1.1,0.0,0.0,58.0,1.0,88.5,8
10,0.0,2.8781818181818184,1.241818181818182,-2.4472727272727273,1.0,374.66818181818184,10.0,-1.0,-1.0,-0.42454545454545456,477.0,5.0,0.8254545454545454,1.0,377.60181818181815,0.0,305.4290909090909,-0.24454545454545454,0.0,0.0,85.0,624.09,52.9,-0.7400000000000001,-1.43,0.22,-0.56,-0.04,-0.3009090909090909,-0.65,-2.567272727272727,-2.429090909090909,-2.05,-0.9609090909090909,3.6290909090909094,5.708181818181818,-0.8854545454545455,-0.1,-1.079090909090909,0.8409090909090909,1.1345454545454545,0.0,0.0,58.0,1.0,88.5,8
11,0.0,2.93,1.26,-5.502222222222223,1.0,373.8777777777778,10.0,-1.0,-1.0,-0.32,477.0,5.0,3.848888888888889,1.0,376.40222222222224,0.3288888888888889,1410.3777777777777,-0.23666666666666666,0.0,0.0,85.0,1696.9144444444444,52.9,-0.74,-1.43,0.19444444444444445,-0.56,-0.04,-0.33555555555555555,-0.6788888888888889,-2.717777777777778,-2.6222222222222222,-2.05,-0.9099999999999999,3.698888888888889,5.81,-0.8477777777777777,-0.4511111111111111,-1.1444444444444446,0.7155555555555555,1.1133333333333333,0.0,0.0,58.0,1.0,88.5,8
12,0.0,2.93,1.5,-8.564545454545454,1.0,373.19545454545454,10.0,-1.0,-1.0,-0.31,477.0,5.0,6.3536363636363635,1.0,375.78363636363633,1.7090909090909092,2360.9363636363637,-0.24363636363636365,0.0,0.0,85.0,2611.9672727272728,52.9,-0.6881818181818182,-1.4572727272727273,-0.07818181818181819,-0.5972727272727273,-0.04,-0.5681818181818182,-0.8581818181818182,-3.058181818181818,-2.9372727272727275,-2.077272727272727,-0.9463636363636364,3.764545454545454,5.81,-1.0527272727272727,-1.2363636363636363,-1.3809090909090909,0.12181818181818183,0.8300000000000001,0.0,0.0,58.0,1.0,88.5,8
13,0.0,2.9655555555555555,1.5,-10.991111111111111,1.0,372.4888888888889,10.0,-1.0,-1.0,-0.29555555555555557,477.0,5.0,8.914444444444445,1.0,374.40222222222224,2.5511111111111107,3323.9822222222224,-0.23888888888888887,0.28,0.0,85.0,3640.18,52.9,-0.6333333333333333,-1.518888888888889,-0.5900000000000001,-0.65,-0.04,-0.9677777777777778,-1.171111111111111,-3.148888888888889,-3.09,-2.13,-0.9622222222222222,3.7200000000000006,5.738888888888889,-1.6922222222222223,-2.0133333333333336,-1.7255555555555557,-0.7877777777777778,0.4655555555555555,0.8144444444444444,0.0,58.0,1.0,88.5,8
14,0.0,3.019090909090909,1.5,-14.208181818181817,1.0,371.45909090909095,10.0,-1.0,-1.0,-0.22363636363636363,477.0,5.0,11.804545454545455,1.0,373.19818181818187,3.6799999999999997,4403.757272727273,-0.06727272727272728,14.647272727272728,0.0,85.0,4736.19,52.9,-1.030909090909091,-1.4218181818181819,-0.9090909090909091,-0.6854545454545454,-0.04,-1.2781818181818183,-1.4345454545454546,-3.0927272727272723,-3.055454545454545,-2.13,-0.9109090909090909,3.68,5.601818181818182,-2.481818181818182,-2.359090909090909,-1.9809090909090907,-1.3690909090909091,0.20454545454545456,10.332727272727272,0.07636363636363636,58.0,1.0,88.5,8
