Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,3.6300000000000003,2.5,-18.033333333333335,5.0,382.5,10.0,3.206666666666667,4.0,-0.31,513.0,5.0,16.865,1.0,384.0,6.699999999999999,6475.139999999999,0.09500000000000001,0.0,0.0,85.0,6405.401666666668,67.4,4.41,4.338333333333334,3.6466666666666665,3.6300000000000003,3.5400000000000005,4.5,4.33,4.923333333333333,4.85,4.76,5.2,6.25,7.29,4.68,4.76,4.76,4.59,4.68,0.0,0.0,74.0,6.0,89.0,8.0
1,0.0,3.6300000000000003,2.5,-17.811111111111114,5.0,382.5833333333333,10.0,4.0,4.915555555555556,-0.31,513.0,5.0,16.39333333333333,1.0,384.0,6.546666666666667,6300.702222222222,0.07888888888888888,0.0,0.0,85.0,6244.635555555556,67.4,4.414444444444445,4.3933333333333335,3.703333333333333,3.6300000000000003,3.54,4.4911111111111115,4.33,4.863333333333333,4.85,4.76,5.2,6.267777777777777,7.272222222222222,4.68,4.76,4.76,4.59,4.68,0.0,0.0,74.0,6.0,89.0,8.0
2,0.0,3.63,2.5,-17.154545454545453,5.0,382.6,10.0,4.294545454545455,5.294545454545455,-0.30727272727272725,513.0,5.0,15.883636363636363,1.0,384.0,6.294545454545456,6102.397272727272,0.09363636363636364,0.0,0.0,85.0,6060.160000000001,67.4,4.4790909090909095,4.41,3.72,3.63,3.5399999999999996,4.423636363636364,4.33,4.85,4.85,4.76,5.2,6.385454545454545,7.130909090909091,4.68,4.76,4.76,4.59,4.68,0.0,0.0,74.0,6.0,89.0,8.0
3,0.0,3.6300000000000003,2.5,-16.62777777777778,5.0,382.6222222222222,10.0,5.0,6.0,-0.25666666666666665,513.0,5.0,15.52111111111111,1.0,384.0,6.084444444444444,5956.771111111111,0.08333333333333333,0.0,0.0,85.0,5931.472222222223,67.4,4.496666666666666,4.41,3.7200000000000006,3.6300000000000003,3.54,4.421111111111111,4.33,4.85,4.85,4.76,5.2,6.341111111111111,7.052222222222222,4.6755555555555555,4.76,4.76,4.59,4.68,0.0,0.0,74.0,6.0,89.0,8.0
4,0.0,3.63,2.5,-16.595454545454547,5.0,382.62272727272733,10.0,5.84,6.84,-0.23,513.0,5.0,15.261818181818182,1.0,384.0,5.916363636363636,5859.179999999999,0.09181818181818181,0.0,0.0,85.0,5834.418181818181,67.4,4.44,4.41,3.72,3.63,3.5399999999999996,4.488181818181818,4.33,4.85,4.85,4.76,5.2,6.329999999999999,7.130909090909091,4.61,4.7690909090909095,4.7690909090909095,4.59,4.6890909090909085,0.0,0.0,74.0,6.0,89.0,8.0
5,0.0,3.6300000000000003,2.5,-16.22222222222222,5.0,382.6166666666667,10.0,6.693333333333333,7.47111111111111,-0.23000000000000004,513.0,5.0,15.0,1.0,384.0,5.79111111111111,5781.148888888889,0.09111111111111111,0.0,0.0,85.0,5767.702222222222,67.4,4.481111111111111,4.41,3.7200000000000006,3.6300000000000003,3.54,4.5,4.33,4.85,4.85,4.76,5.2,6.323333333333333,7.283333333333333,4.59,4.836666666666667,4.836666666666667,4.59,4.752222222222222,0.0,0.0,74.0,6.0,89.0,8.0
6,0.0,3.63,2.5,-16.236363636363635,5.0,382.6,10.0,7.476363636363636,8.0,-0.2781818181818182,513.0,5.0,15.0,1.0,384.0,5.76,5760.0,0.07454545454545455,0.0,0.0,85.0,5760.0,67.4,4.494545454545454,4.416363636363636,3.7090909090909094,3.63,3.5399999999999996,4.5,4.33,4.8590909090909085,4.85,4.76,5.2,6.26,7.358181818181818,4.59,4.840909090909091,4.85,4.59,4.76,0.0,0.0,74.0,6.0,89.0,8.0
7,0.0,3.6300000000000003,2.5,-16.38888888888889,5.0,382.5777777777778,10.0,8.248888888888889,8.915555555555555,-0.3088888888888889,513.0,5.0055555555555555,15.0,1.0,384.0,5.76,5760.0,0.07444444444444445,0.0,0.0,85.0,5754.415555555555,67.4,4.432222222222222,4.477777777777778,3.6422222222222222,3.6300000000000003,3.54,4.5,4.33,4.924444444444444,4.85,4.76,5.2,6.257777777777778,7.312222222222222,4.59,4.775555555555555,4.85,4.59,4.76,0.0,0.0,74.0,6.0,89.0,8.0
8,0.0,3.63,2.5,-16.172727272727272,5.0,382.50454545454545,10.0,9.294545454545455,9.658181818181818,-0.21090909090909093,513.0,5.3500000000000005,14.909090909090908,1.0,384.0,5.76,5719.159090909091,0.06909090909090909,0.0,0.0,85.0,5720.0,67.4,4.41,4.433636363636364,3.63,3.63,3.5399999999999996,4.5,4.33,4.930909090909091,4.85,4.76,5.2,6.320909090909091,7.381818181818182,4.595454545454545,4.76,4.840909090909091,4.59,4.76,0.0,0.0,74.0,6.0,89.0,8.0
9,0.0,3.6300000000000003,2.5,-16.13888888888889,5.0,382.5,10.0,10.041111111111112,10.041111111111112,-0.20222222222222222,513.0,5.85,14.826666666666666,1.0,384.0,5.742222222222222,5696.7555555555555,0.1,0.0,0.0,85.0,5687.751111111112,67.4,4.41,4.41,3.6366666666666663,3.618888888888889,3.54,4.5,4.33,4.863333333333333,4.85,4.76,5.2,6.323333333333333,7.438888888888889,4.656666666666666,4.76,4.782222222222222,4.59,4.76,0.0,0.0,74.0,6.0,89.0,8.0
10,0.0,3.63,2.5,-16.172727272727272,5.0,382.45909090909095,10.0,11.09909090909091,10.988181818181818,-0.18454545454545457,513.0,6.336363636363637,14.75,1.0,384.0,5.68,5676.363636363636,0.09545454545454546,0.0,0.0,85.0,5680.0,67.4,4.41,4.41,3.690909090909091,3.5654545454545454,3.5399999999999996,4.5,4.33,4.8590909090909085,4.85,4.76,5.2,6.26,7.315454545454545,4.68,4.76,4.825454545454545,4.59,4.76,0.0,0.0,74.0,6.0,89.0,8.0
11,0.0,3.6300000000000003,2.5,-15.97777777777778,5.0,382.4222222222222,10.0,12.0,11.46888888888889,-0.29888888888888887,513.0,6.5055555555555555,14.75,1.0,384.0,5.68,5670.902222222223,0.07888888888888888,0.0,0.0,85.0,5656.642222222222,67.4,4.41,4.41,3.648888888888889,3.6077777777777778,3.54,4.5,4.335555555555555,4.924444444444444,4.85,4.76,5.2,6.25,7.29,4.6755555555555555,4.76,4.782222222222222,4.59,4.76,0.0,0.0,74.0,6.0,89.0,8.0
12,0.0,3.63,2.5,-16.15909090909091,5.0,382.4,10.0,12.838181818181818,12.0,-0.28454545454545455,513.0,6.85,14.75,1.0,384.0,5.68,5648.845454545455,0.06909090909090909,0.29363636363636364,0.0,85.0,5640.0,67.4,4.41,4.41,3.7018181818181817,3.5654545454545454,3.5399999999999996,4.5,4.3963636363636365,4.94,4.85,4.76,5.2,6.26,7.303636363636364,4.615454545454545,4.76,4.834545454545455,4.599090909090909,4.76,0.09090909090909091,0.0,74.0,6.0,89.0,8.0
