Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,5.2,5.0,-5.24,10.0,386.2816666666667,16.5,12.0,12.0,-500.18666666666667,482.0,15.5,3.3000000000000003,1.0,389.0,0.68,1298.7633333333333,0.18000000000000002,0.0,0.0,85.0,1583.05,72.7,11.815,12.203333333333333,12.11,11.13,11.446666666666667,14.19,16.611666666666668,16.150000000000002,14.71,13.37,13.229999999999999,12.62,12.53,13.75,15.041666666666666,15.406666666666666,16.628333333333334,15.15,0.0,0.0,83.0,11.0,88.5,8.0
1,0.0011111111111111111,5.2,5.0,-7.337777777777778,10.0,385.97,16.5,12.0,12.0,-500.09333333333336,482.0,15.5,5.3500000000000005,1.0,388.2088888888889,1.5066666666666666,2076.116666666667,0.18333333333333332,0.0,0.0,85.0,2342.17,72.7,10.646666666666667,11.792222222222222,11.283333333333333,11.173333333333334,10.724444444444444,14.229999999999999,15.953333333333331,15.08111111111111,14.761111111111111,13.268888888888888,13.24,12.657777777777778,12.6,13.804444444444444,14.383333333333333,14.792222222222222,16.022222222222222,15.190000000000001,0.0,0.0,83.0,11.0,88.5,8.0
2,0.06636363636363636,5.211818181818182,5.0,-10.918181818181818,10.0,385.4236363636364,16.5,12.0,12.0,-500.04090909090905,482.0,15.5,8.085454545454546,1.0,387.80727272727273,2.4109090909090907,3125.2981818181815,0.18181818181818182,0.0,0.0,85.0,3395.259090909091,72.7,11.33909090909091,11.507272727272728,11.414545454545454,11.44909090909091,10.82909090909091,14.505454545454546,16.12909090909091,15.087272727272728,15.041818181818183,13.390909090909092,13.316363636363635,12.944545454545453,13.095454545454546,14.868181818181819,14.557272727272727,14.859090909090908,16.145454545454545,15.477272727272727,0.0,0.0,83.0,11.0,88.5,8.0
3,0.3688888888888889,5.278888888888889,5.0,-13.702222222222222,10.0,384.94,16.5,12.0,12.0,-500.08666666666664,482.0,15.5,10.793333333333333,1.0,386.65333333333336,3.408888888888889,4181.535555555555,0.16777777777777778,0.0,0.0,85.0,4442.822222222222,72.7,12.327777777777776,11.248888888888889,11.564444444444444,11.572222222222223,11.02111111111111,14.625555555555556,16.268888888888892,15.108888888888888,14.768888888888888,13.559999999999999,13.404444444444444,13.122222222222224,13.373333333333333,15.213333333333335,14.713333333333331,15.041111111111112,16.276666666666667,15.652222222222223,0.0,0.0,83.0,11.0,88.5,8.0
4,0.4218181818181818,5.29,5.0,-15.859090909090908,10.0,384.5972727272727,16.5,12.0,12.0,-500.16,482.0,15.483636363636363,13.494545454545454,1.0,386.0,4.41090909090909,5222.567272727272,0.1809090909090909,0.0,0.0,85.0,5490.318181818182,72.6,12.48090909090909,11.92,11.652727272727274,11.646363636363638,11.05,14.7,16.29,14.658181818181818,14.19909090909091,13.65181818181818,13.47909090909091,13.153636363636364,13.413636363636364,14.67,14.882727272727273,15.134545454545453,16.355454545454545,15.683636363636365,0.0,0.0,83.0,11.0,88.5,8.0
5,0.2,5.29,5.0,-19.27777777777778,10.0,384.0988888888889,16.5,12.0,12.0,-500.09333333333336,482.0,15.147777777777776,16.293333333333333,1.0,385.2088888888889,5.48,6261.327777777778,0.1688888888888889,0.0,0.0,85.0,6537.614444444444,72.6,12.66777777777778,13.014444444444443,11.733333333333333,11.66,11.056666666666667,14.721111111111112,16.357777777777777,14.081111111111111,13.693333333333333,13.67,13.49,13.21888888888889,13.492222222222223,13.97,15.115555555555554,15.149999999999999,16.37,15.75,0.0,0.0,83.0,11.0,88.5,8.0
6,0.5236363636363636,5.29,5.0,-22.145454545454545,10.0,383.6109090909091,16.5,12.0,12.556363636363637,-500.0863636363636,482.0,15.0,18.14363636363636,1.0,385.0,6.498181818181819,6957.739090909091,0.18818181818181817,0.0,0.0,85.0,6998.05,72.6,13.189090909090908,14.226363636363637,11.739090909090908,11.659999999999998,11.10909090909091,14.788181818181819,16.37,13.719090909090909,13.450909090909091,13.67,13.503636363636362,13.23,13.578181818181816,13.303636363636365,15.239090909090908,15.159090909090908,16.37,15.759999999999998,0.0,0.0,83.0,11.0,88.5,8.0
7,0.8,5.29,5.0,-22.09777777777778,10.0,383.5,16.5,12.568888888888889,13.0,-500.1622222222222,482.0,15.0,18.02111111111111,1.0,385.0,7.0,6919.923333333333,0.17555555555555558,0.0,0.0,85.0,6861.538888888888,72.6,13.652222222222223,15.595555555555556,11.67111111111111,11.648888888888889,11.067777777777778,14.800000000000002,16.37,13.604444444444445,13.53111111111111,13.675555555555555,13.577777777777778,13.23,13.665555555555555,12.946666666666665,15.391111111111112,15.224444444444446,16.363333333333333,15.76,0.0,0.0,83.0,11.0,88.5,8.0
8,0.8218181818181818,5.29,5.0,-21.54090909090909,10.0,383.5,16.5,13.0,13.02727272727273,-500.04727272727274,482.0,15.0,17.332727272727272,1.0,385.0,6.890909090909091,6663.126363636364,0.18,0.0,0.0,85.0,6594.178181818183,72.6,13.735454545454546,17.323636363636364,11.659999999999998,11.595454545454546,11.116363636363637,14.8,16.37,13.774545454545455,13.94090909090909,13.746363636363638,13.656363636363636,13.23,13.740000000000002,13.04090909090909,15.492727272727272,15.240000000000002,16.30818181818182,15.759999999999998,0.0,0.0,83.0,11.0,88.5,8.0
9,0.8666666666666667,5.278888888888889,5.0,-20.985555555555557,10.0,383.5,16.5,13.344444444444443,13.977777777777778,-499.8666666666667,482.0,15.0,16.66,1.0,385.0,6.635555555555555,6412.551111111111,0.18888888888888888,0.0,0.0,85.0,6360.7266666666665,72.6,13.544444444444444,19.082222222222224,11.653333333333332,11.648888888888889,11.124444444444444,14.811111111111112,16.37,14.236666666666666,14.482222222222223,13.84,13.676666666666668,13.23,13.742222222222223,13.486666666666666,15.573333333333332,15.245555555555557,16.357777777777777,15.76,0.0,0.0,83.0,11.0,88.5,8.0
10,0.8945454545454545,5.223636363636364,5.0,-20.541818181818183,10.0,383.5,16.5,14.0,14.02727272727273,-492.2936363636363,482.0,15.0,16.221818181818183,1.0,385.0,6.370909090909091,6233.749090909091,0.17363636363636364,0.0,0.0,85.0,6187.407272727272,72.6,13.35,20.599999999999998,11.595454545454546,11.659999999999998,11.063636363636364,14.876363636363637,16.37,14.787272727272727,15.251818181818182,14.00090909090909,13.765454545454547,13.23,13.665454545454544,14.232727272727272,15.590000000000002,15.299090909090909,16.36090909090909,15.759999999999998,0.0,0.0,83.0,11.0,88.5,8.0
11,0.9200000000000002,5.267777777777777,5.0,-20.598888888888887,10.0,383.4122222222222,16.5,14.788888888888888,14.97777777777778,-184.5922222222222,482.0,15.007777777777777,15.802222222222222,1.0,385.0,6.1688888888888895,6066.627777777778,0.1788888888888889,0.4366666666666667,0.0,85.0,6051.363333333334,72.6,13.178888888888888,21.75,11.645555555555555,11.66,11.05,14.889999999999999,16.37,15.533333333333331,16.112222222222222,14.19,13.918888888888889,13.21888888888889,13.588888888888889,15.286666666666669,15.59,15.256666666666668,16.304444444444446,15.76,0.0,0.0,83.0,11.0,88.5,8.0
12,0.92,5.223636363636364,5.0,-20.612727272727273,10.0,383.35181818181815,16.5,15.372727272727273,15.372727272727273,-0.21181818181818182,482.0,15.343636363636364,15.565454545454545,1.0,385.0,6.043636363636364,5999.250909090909,0.17636363636363636,0.056363636363636366,0.0,85.0,5977.925454545454,72.6,13.087272727272728,22.64909090909091,11.659999999999998,11.659999999999998,11.058181818181819,14.890000000000002,16.37,16.39181818181818,16.95,14.512727272727272,14.02818181818182,13.153636363636364,13.58,16.55090909090909,15.590000000000002,15.306363636363637,16.355454545454545,15.759999999999998,0.0,0.0,83.0,11.0,88.5,8.0
13,0.9466666666666667,5.278888888888889,5.0,-20.573333333333334,10.0,383.3,16.5,16.12222222222222,16.0,-0.24777777777777776,482.0,15.507777777777777,15.46888888888889,1.0,385.0,6.0,5923.536666666667,0.17,0.0,0.0,85.0,5901.655555555556,72.6,13.205555555555556,23.323333333333334,11.66,11.66,11.114444444444445,14.889999999999999,16.37,17.245555555555555,17.584444444444443,14.862222222222222,14.190000000000001,13.151111111111112,13.58,17.793333333333333,15.59,15.32,16.37,15.76,0.0,0.0,83.0,11.0,88.5,8.0
14,0.9527272727272728,5.276363636363636,5.0,-20.183636363636364,10.0,383.3,16.5,17.0,16.736363636363635,-0.2081818181818182,482.0,15.843636363636364,15.242727272727272,1.0,385.0,5.927272727272728,5856.719090909091,0.17181818181818184,0.0,0.0,85.0,5835.439090909091,72.6,13.596363636363636,23.934545454545454,11.659999999999998,11.659999999999998,11.071818181818182,14.890000000000002,16.37,17.86909090909091,18.10727272727273,15.201818181818181,14.363636363636363,13.204545454545455,13.58,18.931818181818183,15.590000000000002,15.312727272727273,16.36090909090909,15.759999999999998,0.0,0.0,83.0,11.0,88.5,8.0
15,0.8622222222222222,5.220000000000001,5.0,-19.726666666666667,10.0,383.3,16.503333333333334,17.788888888888888,17.12222222222222,-0.10444444444444445,482.0,16.007777777777775,15.005555555555556,1.0,385.0,5.804444444444444,5800.886666666666,0.16333333333333333,0.0,0.0,85.0,5800.0,72.5,14.233333333333333,24.552222222222223,11.653333333333332,11.66,11.114444444444445,14.889999999999999,16.37,18.263333333333335,18.555555555555557,15.471111111111112,14.538888888888888,13.162222222222223,13.588888888888889,19.85666666666667,15.59,15.256666666666668,16.296666666666667,15.76,0.0,0.0,83.0,11.0,88.5,8.0
16,0.7636363636363637,5.262727272727273,5.0,-19.504545454545454,10.0,383.3,16.61818181818182,18.554545454545455,18.0,-0.17,482.0,16.36,15.0,1.0,385.0,5.76,5800.0,0.17181818181818184,0.0,0.0,85.0,5795.943636363636,72.5,15.003636363636362,25.29090909090909,11.595454545454546,11.646363636363638,11.063636363636364,14.90090909090909,16.37,18.612727272727273,18.98,15.668181818181818,14.725454545454545,13.217272727272729,13.642727272727273,20.46,15.597272727272726,15.316363636363635,16.29,15.759999999999998,0.0,0.0,83.0,11.0,88.5,8.0
17,0.6666666666666666,5.21,5.0,-19.257777777777775,10.0,383.2966666666667,16.67,19.119999999999997,18.564444444444444,-0.1811111111111111,482.0,16.852222222222224,15.0,1.0,385.0,5.76,5768.488888888889,0.12888888888888891,0.39999999999999997,0.0,85.0,5760.0,72.5,15.857777777777777,26.013333333333335,11.657777777777778,11.592222222222222,11.05,14.963333333333335,16.37,18.962222222222223,19.35111111111111,15.90777777777778,14.966666666666665,13.23,13.597777777777777,20.983333333333334,15.681111111111111,15.404444444444444,16.35111111111111,15.76,1.0077777777777779,0.01,83.0,11.0,88.5,8.0
18,0.5618181818181819,5.2,5.0,-19.903636363636362,10.0,383.1736363636364,16.67,20.026363636363637,19.026363636363637,-0.1527272727272727,482.0,17.016363636363636,15.0,1.0,385.0,5.76,5756.363636363636,-0.09727272727272727,17.42909090909091,0.0,85.0,5760.0,72.5,16.788181818181815,26.796363636363637,11.916363636363638,11.67,11.05,14.984545454545456,16.37,19.312727272727273,19.765454545454546,16.08818181818182,15.138181818181819,13.23,13.665454545454544,21.508181818181818,15.976363636363637,15.52727272727273,16.326363636363638,15.784545454545453,10.299999999999999,0.5072727272727273,83.0,11.0,88.5,8.0
