Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,3.4333333333333336,2.0,-6.015000000000001,4.0,374.3733333333333,10.0,2.0,2.0,-500.18833333333333,513.0,5.0,3.3633333333333333,1.0,377.0,0.68,1268.99,0.06166666666666667,0.0,0.0,85.0,1555.7733333333333,52.6,2.873333333333333,1.6733333333333331,3.2600000000000002,3.375,3.4333333333333336,2.2600000000000002,1.7750000000000001,2.06,1.3666666666666665,1.4266666666666667,3.0933333333333337,4.365,4.44,3.0966666666666662,1.2533333333333332,1.4883333333333333,1.3399999999999999,1.4916666666666665,0.0,0.0,64.0,4.0,88.5,8.0
1,0.0,3.092222222222222,2.0,-7.762222222222222,4.0,373.96666666666664,10.0,2.0,2.0,-500.14444444444445,513.0,5.0,5.431111111111111,1.0,376.25333333333333,1.2577777777777779,2037.5711111111111,0.06444444444444444,0.0,0.0,85.0,2298.5333333333333,52.6,1.7166666666666666,1.3844444444444446,2.4055555555555554,2.321111111111111,2.5877777777777777,1.5499999999999998,0.9288888888888889,0.5055555555555555,0.31444444444444447,0.9633333333333334,1.9544444444444444,2.5677777777777777,3.4655555555555555,1.6588888888888889,0.4,0.5188888888888888,0.4811111111111111,0.8322222222222222,0.0,0.0,64.0,4.0,88.5,8.0
2,0.0,3.02,2.0,-10.27,4.0,373.35181818181815,10.0,2.0,2.0,-500.15909090909093,513.0,5.0,8.228181818181818,1.0,375.6636363636364,2.2436363636363637,3082.137272727273,0.06272727272727273,0.0,0.0,85.0,3352.118181818182,52.6,1.079090909090909,1.2754545454545456,2.4336363636363636,2.367272727272727,2.679090909090909,1.669090909090909,1.011818181818182,0.3318181818181818,0.3718181818181818,0.84,1.71,2.4563636363636365,3.7218181818181817,1.0345454545454547,0.42818181818181816,0.5072727272727273,0.43818181818181823,0.9081818181818182,0.0,0.0,64.0,4.0,88.5,8.0
3,0.0,3.02,2.0,-12.95,4.0,372.78333333333336,10.0,2.0,2.0,-500.14444444444445,513.0,5.0,11.05888888888889,1.0,374.4777777777778,3.302222222222222,4127.434444444445,0.05888888888888889,0.0,0.0,85.0,4400.096666666666,52.6,0.9444444444444444,1.3433333333333333,2.6366666666666667,2.5633333333333335,2.9044444444444446,1.8566666666666667,1.1733333333333331,0.48000000000000004,0.63,0.84,1.71,2.6444444444444444,3.954444444444445,1.01,0.6288888888888889,0.6488888888888888,0.5622222222222223,1.1388888888888888,0.0,0.0,64.0,4.0,88.5,8.0
4,0.0,3.02,2.0,-15.82818181818182,4.0,372.1518181818182,10.0,2.0,2.0,-500.1109090909091,513.0,5.0,13.884545454545457,1.0,373.8454545454546,4.367272727272727,5170.739090909091,0.06272727272727273,0.0,0.0,85.0,5447.922727272728,52.6,0.9254545454545454,1.580909090909091,2.6754545454545453,2.6545454545454543,3.0,1.8909090909090907,1.2527272727272727,0.6318181818181818,0.7436363636363637,0.84,1.71,2.67,3.9890909090909092,1.0136363636363637,0.6672727272727272,0.7309090909090908,0.6418181818181818,1.1227272727272728,0.0,0.0,64.0,4.0,88.5,8.0
5,0.0,3.02,2.0,-18.39,4.0,371.5877777777778,10.0,2.0,2.0,-500.1611111111111,513.0,5.0,16.68111111111111,1.0,373.0,5.417777777777777,6227.7555555555555,0.07444444444444445,0.0,0.0,85.0,6496.707777777778,52.6,0.9844444444444443,2.1722222222222225,2.7344444444444442,2.67,3.02,1.9588888888888887,1.27,0.7333333333333333,0.8311111111111111,0.84,1.71,2.6766666666666667,4.06,1.0766666666666669,0.7366666666666667,0.76,0.66,1.1688888888888889,0.0,0.0,64.0,4.0,88.5,8.0
6,0.0,3.02,2.0,-20.208181818181817,4.0,371.16,10.0,2.0,2.0,-500.1890909090909,513.0,5.0,18.616363636363637,1.0,372.80909090909086,6.447272727272727,6951.083636363636,0.056363636363636366,0.0,0.0,85.0,6995.819090909091,52.6,0.9463636363636364,3.2845454545454547,2.692727272727273,2.67,3.02,1.979090909090909,1.27,0.7554545454545455,0.9172727272727272,0.8454545454545453,1.719090909090909,2.7427272727272727,4.156363636363636,1.1645454545454543,0.8318181818181819,0.8854545454545455,0.6672727272727272,1.1918181818181817,0.0,0.0,64.0,4.0,88.5,8.0
7,0.0,3.02,2.0,-20.128888888888888,4.0,371.05555555555554,10.0,2.0,2.0,-500.14444444444445,513.0,5.0,18.674444444444443,1.0,372.0444444444445,6.9511111111111115,6943.218888888889,0.06222222222222223,0.0,0.0,85.0,6907.652222222223,52.6,0.9200000000000002,4.964444444444444,2.7411111111111115,2.67,3.02,2.046666666666667,1.2766666666666666,0.83,1.0144444444444445,0.9122222222222223,1.7911111111111113,2.76,4.286666666666666,1.2522222222222221,0.9777777777777779,0.9266666666666666,0.7366666666666667,1.258888888888889,0.0,0.0,64.0,4.0,88.5,8.0
8,0.0,3.02,2.0,-19.437272727272727,4.0,371.1154545454546,10.0,2.0,2.518181818181818,-500.1136363636364,513.0,5.0,17.970909090909092,1.0,372.5181818181818,6.850909090909091,6689.826363636364,0.057272727272727274,0.0,0.0,85.0,6626.404545454545,52.6,0.92,7.236363636363635,2.76,2.67,3.02,2.06,1.3409090909090908,0.9872727272727272,1.1863636363636365,1.0045454545454546,1.8772727272727272,2.76,4.180000000000001,1.3472727272727274,1.01,0.990909090909091,0.8318181818181819,1.27,0.0,0.0,64.0,4.0,88.5,8.0
9,0.0,3.02,2.0,-18.765555555555554,4.0,371.2,10.0,2.0,3.0,-500.25222222222226,513.0411111111111,5.0,17.24888888888889,1.0,373.0,6.604444444444444,6416.740000000001,0.05888888888888889,0.0,0.0,85.0,6361.014444444444,52.6,0.9200000000000002,8.547777777777776,2.763333333333333,2.67,3.02,2.06,1.36,1.171111111111111,1.4477777777777776,1.1566666666666667,1.9655555555555557,2.76,4.157777777777778,1.5622222222222222,1.01,1.01,0.9822222222222222,1.27,0.0,0.0,64.0,4.0,88.5,8.0
10,0.0,3.02,2.0,-18.154545454545453,4.0,371.27000000000004,10.0,2.881818181818182,3.5181818181818185,-495.3390909090909,513.3000000000001,5.0,16.64636363636364,1.0,373.0,6.407272727272727,6203.17090909091,0.05545454545454545,0.0,0.0,85.0,6155.389090909091,52.6,0.92,10.462727272727273,2.8236363636363637,2.67,3.02,2.06,1.36,1.5018181818181817,1.887272727272727,1.260909090909091,2.0445454545454544,2.777272727272727,4.225454545454546,1.9072727272727272,1.01,1.01,1.0854545454545457,1.28,0.0,0.0,64.0,4.0,88.5,8.0
11,0.0,3.02,2.0,-17.644444444444442,4.0,371.3077777777778,10.0,3.0777777777777775,4.0,-198.37333333333333,513.5822222222222,5.0,16.185555555555556,1.0,373.0,6.1466666666666665,6030.155555555556,0.06333333333333334,0.0,0.0,85.0,5997.445555555555,52.6,0.9233333333333333,12.237777777777778,2.8255555555555554,2.67,3.02,2.0433333333333334,1.3544444444444446,2.01,2.5566666666666666,1.3577777777777778,2.066666666666667,2.921111111111111,4.233333333333333,2.5633333333333335,1.01,1.0044444444444443,1.1533333333333333,1.34,0.0,0.0,64.0,4.0,88.5,8.0
12,0.0,3.02,2.0,-17.403636363636362,4.0,371.33,10.0,4.0,4.881818181818182,-0.37000000000000005,513.8627272727273,5.0,15.87,1.0,373.0,5.996363636363636,5905.606363636363,0.05909090909090909,0.0,0.0,85.0,5887.006363636364,52.6,0.989090909090909,13.457272727272727,2.6081818181818184,2.6599999999999997,3.02,1.8909090909090909,1.2836363636363637,2.8172727272727274,3.4172727272727275,1.5727272727272728,2.139090909090909,3.0863636363636364,4.156363636363636,3.13,1.030909090909091,0.9481818181818181,0.9763636363636364,1.2854545454545454,0.0,0.0,64.0,4.0,88.5,8.0
