Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.44,4.68,4.0,-10.601666666666667,14.0,366.68666666666667,21.84,40.0,40.0,0.0,530.0,33.5,7.871666666666667,1.0,369.0,2.2600000000000002,2888.23,-0.22666666666666668,0.0,0.0,85.0,3245.633333333333,38.9,37.84,38.45,22.39,24.66,24.49,19.95,22.31,35.49,35.14,18.82,13.93,13.93,15.67,37.49,26.41,27.89,28.070000000000004,26.41,0.0,0.0,41.0,16.0,88.5,8.0
1,0.04888888888888889,4.716666666666667,4.0,-13.350000000000001,14.0,366.3855555555555,21.80333333333333,40.0,40.0,-0.05111111111111111,530.0,33.5,10.233333333333333,1.0,368.3533333333333,2.96,3760.0300000000007,-0.23777777777777778,0.0,0.0,85.0,4053.1011111111106,38.9,37.81666666666667,38.47888888888889,22.358888888888888,24.66,24.49,20.033333333333335,22.31,35.49,35.095555555555556,18.884444444444444,13.93,13.93,15.83888888888889,37.46666666666667,26.41,27.926666666666666,28.07,26.45111111111111,0.0,0.0,41.0,16.0,88.5,8.0
2,0.27636363636363637,4.76,4.0,-15.508181818181818,14.0,366.11545454545455,21.681818181818183,40.0,40.0,-0.2490909090909091,530.0,33.5,12.51909090909091,1.0,368.0,4.007272727272727,4614.226363636364,-0.23272727272727273,0.0,0.0,85.0,4720.935454545454,38.9,37.70363636363636,38.64636363636364,22.31090909090909,24.66,24.49,20.082727272727272,22.31,35.49,35.00727272727273,19.023636363636363,13.885454545454547,13.93,16.14636363636364,37.38272727272727,26.44454545454545,27.979090909090907,28.069999999999997,26.49909090909091,0.0,0.0,41.0,16.0,88.5,8.0
3,0.22666666666666668,4.76,4.0,-15.681111111111111,14.0,366.0444444444445,21.67,40.0,40.0,-0.18777777777777777,530.0,33.5,13.05,1.0,368.0,4.631111111111111,4798.314444444444,-0.23555555555555557,0.0,0.0,85.0,4834.137777777778,38.9,37.556666666666665,39.06555555555556,22.31,24.66,24.49,19.995555555555555,22.31,35.49,35.004444444444445,19.04222222222222,13.756666666666668,13.93,16.36777777777778,37.294444444444444,26.5,28.014444444444443,28.10222222222222,26.5,0.0,0.0,41.0,16.0,88.5,8.0
4,0.28363636363636363,4.76,4.0,-15.860909090909091,14.0,365.96363636363634,21.67,40.0,40.0,-0.30727272727272725,530.0,33.61454545454546,13.359090909090908,1.0,368.0,4.8109090909090915,4907.117272727272,-0.23272727272727273,0.0,0.0,85.0,4929.746363636364,38.9,37.46909090909091,39.75545454545455,22.31,24.66,24.49,19.992727272727272,22.31,35.49,35.092727272727274,18.955454545454543,13.54090909090909,13.93,16.5,37.26181818181818,26.531818181818185,28.069090909090907,28.11818181818182,26.53818181818182,0.0,0.0,41.0,16.0,88.5,8.0
5,0.28,4.76,4.0,-16.25222222222222,14.0,365.9055555555555,21.67,40.0,40.0,-0.37555555555555553,530.0,33.97666666666667,13.605555555555556,1.0,368.0,5.0,4985.774444444444,-0.22777777777777775,0.0,0.0,85.0,5015.635555555556,38.9,37.382222222222225,40.59444444444445,22.31,24.66,24.49,20.07888888888889,22.31,35.556666666666665,35.221111111111114,18.86777777777778,13.321111111111112,13.96888888888889,16.587777777777777,37.39666666666667,26.61777777777778,28.10222222222222,28.10222222222222,26.625555555555554,0.0,0.0,41.0,16.0,88.5,8.0
6,0.36,4.804545454545455,4.0,-16.294545454545457,14.0,365.8681818181818,21.67,40.0,40.0,-0.33636363636363636,530.0,34.0,13.640909090909092,1.0,368.0,5.04,5006.531818181818,-0.23090909090909092,0.0,0.0,85.0,4987.800909090909,38.8,37.29454545454546,41.38181818181818,22.31,24.66,24.49,20.12,22.31,35.765454545454546,35.47818181818182,18.85090909090909,13.23,14.139999999999999,16.674545454545456,37.70909090909091,26.705454545454543,28.189090909090908,28.189090909090908,26.67,0.0,0.0,41.0,16.0,88.5,8.0
7,0.3888888888888889,4.85,4.0,-16.425555555555558,14.0,365.84444444444443,21.67,40.01777777777777,40.0,-0.16555555555555557,530.0,34.0,13.283333333333333,1.0,368.0,5.004444444444444,4901.737777777777,-0.21888888888888888,0.0,0.0,85.0,4873.2733333333335,38.8,37.23111111111111,42.11555555555556,22.31,24.62222222222222,24.49,20.165555555555557,22.34222222222222,36.062222222222225,35.827777777777776,18.971111111111114,13.23,14.31777777777778,16.762222222222224,38.19222222222223,26.793333333333333,28.276666666666667,28.276666666666667,26.712222222222223,0.0,0.0,41.0,16.0,88.5,8.0
8,0.4036363636363637,4.892727272727273,4.0,-16.215454545454545,14.0,365.84999999999997,21.67,40.96909090909091,40.0,-0.15,530.0,34.0,12.94090909090909,1.0,368.0,4.8545454545454545,4734.613636363636,-0.2318181818181818,0.0,0.0,85.0,4700.548181818182,38.8,37.25909090909091,42.72818181818182,22.31,24.61818181818182,24.49,20.21,22.38909090909091,36.446363636363635,36.21818181818182,19.146363636363635,13.27090909090909,14.359999999999998,16.849090909090908,38.801818181818184,26.915454545454544,28.364545454545453,28.434545454545454,26.883636363636366,0.0,0.0,41.0,16.0,88.5,8.0
9,0.4277777777777778,4.94,4.0,-16.09111111111111,14.0,365.85,21.67,41.0,40.0,-0.17666666666666667,530.0,34.0,12.647777777777778,1.0,368.0,4.68,4654.833333333333,-0.22999999999999998,0.0,0.0,85.0,4715.638888888889,38.8,37.37,43.312222222222225,22.31,24.66,24.49,20.17111111111111,22.39,36.882222222222225,36.57111111111111,19.28666666666667,13.32,14.360000000000001,16.936666666666667,39.41111111111111,27.054444444444446,28.45111111111111,28.66111111111111,27.02,0.0,0.0,41.0,16.0,88.5,8.0
10,0.41818181818181815,4.94,4.0,-16.12090909090909,14.0,365.78181818181815,21.67,41.07454545454545,40.0,-0.2618181818181818,530.0,34.0,13.252727272727272,1.0,368.0,4.694545454545454,4895.769090909091,-0.2318181818181818,0.0,0.0,85.0,4922.442727272727,38.8,37.624545454545455,43.83909090909091,22.31,24.66,24.49,20.12090909090909,22.39,37.28181818181818,36.873636363636365,19.33909090909091,13.233636363636363,14.446363636363635,17.066363636363636,39.99636363636363,27.213636363636365,28.537272727272725,28.834545454545456,27.062727272727273,0.0,0.0,40.96,16.0,88.5,8.0
11,0.33111111111111113,4.94,4.0,-15.875555555555556,14.0,365.7555555555556,21.67,42.0,40.644444444444446,-0.1611111111111111,530.0,34.10333333333333,13.55,1.0,367.35555555555555,4.84,4959.58,-0.2222222222222222,0.0,0.0,85.0,5008.665555555555,38.8,38.02666666666667,44.33444444444444,22.272222222222222,24.62222222222222,24.454444444444444,20.165555555555557,22.427777777777777,37.632222222222225,37.18222222222222,19.374444444444446,13.14,14.58111111111111,17.197777777777777,40.49444444444444,27.403333333333332,28.66111111111111,29.008888888888887,27.14777777777778,0.0,0.0,40.5,16.0,88.5,8.0
