Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,2.58,2.0,-1.3,9.0,391.3,10.0,1.0,2.0,-0.15,484.0,5.0,0.0,1.0,394.0,0.0,0.0,-0.28833333333333333,0.0,0.0,85.0,0.0,85.1,1.1,0.66,2.14,1.71,2.06,1.8,1.1,0.05000000000000001,0.22999999999999998,0.75,1.8,4.59,6.265000000000001,1.27,2.055,1.53,2.3249999999999997,2.67,0.0,0.0,100.0,10.0,88.5,8
1,0.0,2.58,2.0,-1.3,9.0,391.3,10.0,1.0,2.0,-0.15,484.0,5.0,0.0,1.0,394.0,0.0,0.0,-0.2744444444444445,0.0,0.0,85.0,0.0,85.1,1.1,0.66,2.14,1.7122222222222223,2.06,1.7999999999999998,1.1,0.05,0.29,0.75,1.7999999999999998,4.592222222222222,6.377777777777777,1.27,1.9966666666666666,1.53,2.3800000000000003,2.67,0.0,0.0,100.0,10.0,88.5,8
2,0.0,2.58,2.0,-1.3,9.0,391.3,10.0,1.0,2.0,-0.15,484.0,5.0,0.0,1.0,394.0,0.0,0.0,-0.27636363636363637,0.0,0.0,85.0,0.0,85.1,1.1,0.7118181818181818,2.0863636363636364,1.7672727272727273,2.06,1.8,1.0972727272727274,0.052727272727272734,0.31,0.75,1.8,4.656363636363636,6.416363636363636,1.219090909090909,1.9699999999999998,1.5300000000000002,2.4072727272727272,2.6645454545454546,0.0,0.0,100.0,10.0,88.5,8
3,0.0,2.58,2.0,-1.3,9.0,391.3,10.0,1.0,2.0,-0.21777777777777776,484.0,5.0,0.0,1.0,394.0,0.0,0.0,-0.2833333333333333,0.0,0.0,85.0,0.0,85.1,1.1,0.6955555555555555,2.06,1.732222222222222,2.06,1.7999999999999998,1.0377777777777777,0.1111111111111111,0.3133333333333333,0.75,1.7999999999999998,4.7411111111111115,6.357777777777778,1.18,1.97,1.53,2.3455555555555554,2.6055555555555556,0.0,0.0,100.0,10.0,88.5,8
4,0.0,2.58,2.0,-1.3,9.0,391.3,10.0,1.0,2.0,-0.3390909090909091,484.0,5.0,0.0,1.0,394.0,0.0,0.0,-0.29363636363636364,0.0,0.0,85.0,0.0,85.1,1.1,0.66,2.06,1.7727272727272727,2.06,1.8,1.07,0.14,0.37545454545454543,0.75,1.8,4.76,6.402727272727273,1.2354545454545454,1.9699999999999998,1.5300000000000002,2.3227272727272723,2.64,0.0,0.0,100.0,10.0,88.5,8
5,0.0,2.58,2.0,-1.3,9.0,391.3,10.0,1.0,2.0,-0.38,484.0,5.0,0.0,1.0,394.0,0.0,0.0,-0.28555555555555556,0.0,0.0,85.0,0.0,85.1,1.1,0.66,2.0611111111111113,1.7999999999999998,2.06,1.7999999999999998,1.1,0.14,0.4,0.7488888888888889,1.7999999999999998,4.76,6.488888888888889,1.27,1.971111111111111,1.53,2.378888888888889,2.6055555555555556,0.0,0.0,100.0,10.0,88.5,8
6,0.0,2.58,2.0,-1.31,9.0,391.3,10.0,1.0,2.0,-0.3481818181818182,484.0,5.0,0.0,1.0,394.0,0.0,0.0,-0.2790909090909091,0.0,0.0,85.0,0.0,85.1,1.1,0.66,2.1145454545454547,1.7945454545454547,2.06,1.8,1.1,0.14,0.4,0.6918181818181819,1.8,4.76,6.5636363636363635,1.219090909090909,2.0327272727272727,1.5327272727272727,2.35,2.6454545454545455,0.0,0.0,100.0,10.0,88.5,8
7,0.0,2.58,2.0,-1.3866666666666667,9.0,391.29333333333335,10.0,1.0,2.0,-0.2711111111111111,484.0,5.0,0.0,1.0,394.0,0.0,0.0,-0.28,0.0,0.0,85.0,121.01666666666668,85.1,1.1,0.66,2.0855555555555556,1.732222222222222,2.0611111111111113,1.801111111111111,1.1,0.14,0.4,0.7211111111111111,1.7999999999999998,4.765555555555555,6.461111111111111,1.18,2.1166666666666667,1.5933333333333333,2.3800000000000003,2.67,0.0,0.0,100.0,10.0,88.5,8
8,0.0,2.58,2.0,-3.485454545454546,9.0,390.97272727272724,10.0,1.0,2.0,-0.23,484.0,5.0,1.8172727272727274,1.0,393.8345454545455,0.21818181818181817,729.7436363636364,-0.2772727272727273,0.0,0.0,85.0,1051.3736363636365,85.1,1.100909090909091,0.660909090909091,2.1145454545454547,1.7672727272727273,2.1145454545454547,1.85,1.0972727272727274,0.11818181818181818,0.3563636363636364,0.7472727272727273,1.8,4.893636363636364,6.3536363636363635,1.1809090909090907,2.1290909090909094,1.6154545454545455,2.399090909090909,2.6645454545454546,0.0,0.0,100.0,10.0,88.5,8
9,0.0,2.58,2.0,-6.09,9.0,390.6022222222222,10.0,1.0,2.0,-0.2611111111111111,484.0,5.0,4.657777777777778,1.0,393.0,0.9466666666666667,1843.6600000000003,-0.2866666666666667,0.0,0.0,85.0,2099.66,85.1,1.1488888888888888,0.7133333333333334,2.08,1.73,2.0844444444444443,1.7466666666666668,1.0344444444444445,-0.3466666666666667,-0.2622222222222222,0.6866666666666666,1.7999999999999998,5.002222222222222,6.27,1.2366666666666666,1.8355555555555556,1.4955555555555557,2.16,2.598888888888889,0.0,0.0,100.0,10.0,88.5,8
10,0.0,2.58,2.0,-9.194545454545455,9.0,390.19272727272727,10.0,1.0,2.0,-0.3727272727272727,484.0,5.0,7.329999999999999,1.0,392.4709090909091,2.0327272727272727,2888.6027272727274,-0.28818181818181815,0.0,0.0,85.0,3148.826363636363,85.1,1.2336363636363636,0.7518181818181818,1.8145454545454547,1.71,2.06,1.570909090909091,0.889090909090909,-0.68,-0.6027272727272727,0.6009090909090908,1.8,5.017272727272727,6.306363636363637,0.95,1.3490909090909091,1.2072727272727273,1.6863636363636365,2.4436363636363634,0.0,0.0,100.0,10.0,88.5,8
