Time [s],AirCon Power [kW],Ambient Temperature Sensor [°C],Ambient Temperature [°C],Battery Current [A],Battery Temperature [°C],Battery Voltage [V],Cabin Temperature Sensor [°C],Coolant Temperature Heatercore [°C],Coolant Temperature Inlet [°C],Coolant Volume Flow +500 [l/h],Elevation [m],Heat Exchanger Temperature [°C],Heater Current [A],Heater Signal,Heater Voltage [V],Heating Power CAN [kW],Heating Power LIN [W],Longitudinal Acceleration [m/s^2],Motor Torque [Nm],Regenerative Braking Signal,Requested Coolant Temperature [°C],Requested Heating Power [W],SoC [%],Temperature Coolant Heater Inlet [°C],Temperature Coolant Heater Outlet [°C],Temperature Defrost central [°C],Temperature Defrost central left [°C],Temperature Defrost central right [°C],Temperature Defrost lateral left [°C],Temperature Defrost lateral right [°C],Temperature Feetvent Co-Driver [°C],Temperature Feetvent Driver [°C],Temperature Footweel Co-Driver [°C],Temperature Footweel Driver [°C],Temperature Head Co-Driver [°C],Temperature Head Driver [°C],Temperature Heat Exchanger Outlet [°C],Temperature Vent central left [°C],Temperature Vent central right [°C],Temperature Vent right [°C],Temperature Vent right [°C].1,Throttle [%],Velocity [km/h],displayed SoC [%],max. Battery Temperature [°C],max. SoC [%],min. SoC [%]
0,0.0,5.98,6.0,-11.911666666666667,11.0,390.845,10.17,9.0,10.0,,480.0,9.5,10.073333333333332,1.0,393.0,3.0933333333333337,3929.8266666666664,-0.355,0.0,0.0,85.0,4167.653333333333,83.2,8.685,8.406666666666666,8.34,7.47,8.52,8.43,9.21,9.48,9.39,9.04,9.83,9.65,10.44,9.891666666666667,8.69,8.87,9.39,9.04,0.0,0.0,100.0,12.0,89.0,8.0
1,0.0,5.98,6.0,-13.682222222222222,11.0,390.55555555555554,10.17,9.0,10.0,,480.0,9.5,12.025555555555554,1.0,392.34,3.96,4688.818888888888,-0.3577777777777778,0.0,0.0,85.0,4950.422222222222,83.2,8.902222222222223,8.435555555555556,8.356666666666666,7.470000000000001,8.53111111111111,8.43,9.226666666666667,9.463333333333333,9.39,9.054444444444444,9.83,9.687777777777777,10.44,9.815555555555555,8.705555555555556,8.88111111111111,9.39,9.05888888888889,0.0,0.0,100.0,12.0,89.0,8.0
2,0.0,5.98,6.0,-15.95,11.0,390.1527272727273,10.17,9.0,10.0,,480.0,9.5,14.631818181818181,1.0,392.0,5.210909090909091,5735.3,-0.35545454545454547,0.0,0.0,85.0,6001.689090909091,83.2,8.879090909090909,9.152727272727274,8.42090909090909,7.49,8.593636363636364,8.450000000000001,9.31090909090909,9.363636363636363,9.368181818181817,9.101818181818182,9.848181818181818,9.817272727272726,10.459090909090909,9.64,8.786363636363637,8.942727272727272,9.406363636363636,9.124545454545455,0.0,0.0,100.0,12.0,89.0,8.0
3,0.0,5.98,6.0,-18.15777777777778,11.0,389.8122222222222,10.17,9.0,10.0,,480.0,9.5,17.24,1.0,391.34,5.857777777777778,6733.858888888889,-0.34777777777777774,0.0,0.0,85.0,6895.368888888889,83.2,8.886666666666665,10.162222222222221,8.43,7.555555555555555,8.6,8.515555555555556,9.367777777777778,9.212222222222222,9.285555555555554,9.046666666666667,9.927777777777777,9.846666666666668,10.538888888888888,9.408888888888889,8.863333333333333,8.95,9.473333333333334,9.13,0.0,0.0,100.0,12.0,89.0,8.0
4,0.0,5.98,6.0,-18.803636363636365,11.0,389.6881818181818,10.17,9.44909090909091,10.0,,480.0,9.5,17.75,1.0,391.0,6.96,6974.8381818181815,-0.3609090909090909,0.0,0.0,85.0,6970.359090909091,83.1,9.027272727272727,11.326363636363636,8.43,7.56,8.6,8.52,9.327272727272726,9.167272727272728,9.262727272727274,9.056363636363637,10.015454545454546,9.904545454545454,10.625454545454545,9.303636363636365,8.87,8.95,9.493636363636364,9.149090909090908,0.0,0.0,100.0,12.0,89.0,8.0
5,0.0,5.98,6.0,-18.43777777777778,11.0,389.6922222222222,10.17,10.0,10.0,,480.0,9.5,17.413333333333334,1.0,391.0,6.933333333333334,6805.318888888888,-0.3411111111111111,0.0,0.0,85.0,6744.267777777778,83.1,9.125555555555556,13.094444444444443,8.43,7.559999999999999,8.6,8.52,9.383333333333333,9.333333333333334,9.476666666666667,9.135555555555555,10.086666666666666,9.91,10.676666666666668,9.252222222222223,8.88111111111111,8.937777777777777,9.543333333333333,9.206666666666667,0.0,0.0,100.0,12.0,89.0,8.0
6,0.0,5.98,6.0,-17.756363636363634,11.0,389.7,10.17,10.0,10.44909090909091,,480.0,9.5,16.828181818181818,1.0,391.0,6.6909090909090905,6560.213636363637,-0.3527272727272727,0.0,0.0,85.0,6490.917272727273,83.1,9.19090909090909,14.794545454545455,8.445454545454545,7.56,8.6,8.52,9.39,9.622727272727273,9.924545454545454,9.24,10.09,9.89090909090909,10.595454545454546,9.507272727272728,8.943636363636363,8.875454545454545,9.485454545454546,9.191818181818181,0.0,0.0,100.0,12.0,89.0,8.0
7,0.0,5.98,6.0,-17.108888888888888,11.0,389.7266666666667,10.17,10.215555555555556,11.0,,480.0,9.501111111111111,16.226666666666667,1.0,391.22222222222223,6.604444444444444,6322.401111111111,-0.34444444444444444,0.0,0.0,85.0,6277.447777777777,83.1,9.13888888888889,16.517777777777777,8.513333333333334,7.559999999999999,8.6,8.52,9.39,10.072222222222223,10.497777777777777,9.406666666666666,10.106666666666666,9.83222222222222,10.488888888888889,10.011111111111111,8.95,8.88111111111111,9.48,9.15,0.0,0.0,100.0,12.0,89.0,8.0
8,0.0,5.98,6.0,-16.69363636363636,11.0,389.7690909090909,10.171818181818182,11.0,11.44909090909091,,480.0,9.803636363636365,15.639999999999999,1.0,391.3636363636364,6.276363636363637,6122.086363636364,-0.34727272727272723,0.0,0.0,85.0,6079.592727272728,83.1,9.13,18.13909090909091,8.500909090909092,7.56,8.6,8.52,9.39,10.705454545454545,11.295454545454545,9.597272727272726,10.18909090909091,9.83,10.360909090909091,10.747272727272728,8.95,8.942727272727272,9.493636363636364,9.205454545454545,0.0,0.0,100.0,12.0,89.0,8.0
9,0.0,5.98,6.0,-16.34,11.0,389.74888888888887,10.273333333333333,11.66,12.0,,480.0,10.0,15.335555555555556,1.0,391.4688888888889,6.026666666666667,6001.206666666667,-0.3488888888888889,0.0,0.0,85.0,5974.884444444444,83.1,9.136666666666667,19.426666666666666,8.464444444444444,7.559999999999999,8.6,8.52,9.404444444444444,11.504444444444445,12.2,9.837777777777779,10.276666666666666,9.806666666666667,10.367777777777778,11.857777777777777,9.053333333333333,8.966666666666667,9.601111111111111,9.193333333333335,0.0,0.0,100.0,12.0,89.0,8.0
10,0.0,5.98,6.0,-16.353636363636365,11.0,389.71454545454543,10.34,12.44909090909091,12.63090909090909,,480.0,10.006363636363636,15.092727272727274,1.0,391.7072727272727,5.912727272727272,5907.354545454546,-0.3509090909090909,0.0,0.0,85.0,5883.927272727273,83.1,9.224545454545455,20.094545454545454,8.67090909090909,7.56,8.6,8.539090909090909,9.536363636363637,12.451818181818181,13.239999999999998,10.033636363636363,10.364545454545455,9.764545454545454,10.493636363636364,13.289090909090909,9.674545454545454,9.096363636363636,9.867272727272727,9.196363636363635,0.0,0.0,100.0,12.0,89.0,8.0
11,0.0,5.98,6.0,-16.145555555555557,11.0,389.7,10.34,13.215555555555556,13.024444444444445,,480.0,10.31,14.946666666666667,1.0,391.41333333333336,5.88,5829.326666666667,-0.35333333333333333,0.0,0.0,85.0,5817.956666666667,83.1,9.415555555555555,20.556666666666665,9.083333333333334,7.595555555555555,8.6,8.655555555555557,9.83222222222222,13.397777777777778,14.231111111111112,10.273333333333333,10.452222222222222,9.841111111111111,10.725555555555555,14.68,10.436666666666666,9.38,10.207777777777778,9.435555555555556,0.0,0.0,100.0,12.0,89.0,8.0
12,0.0,5.98,6.0,-16.07,11.0,389.7,10.34,14.267272727272728,13.974545454545455,,480.0,10.803636363636365,14.75,1.0,391.1109090909091,5.865454545454545,5782.058181818182,-0.3481818181818182,0.0,0.0,85.0,5771.056363636364,83.1,9.856363636363637,21.027272727272727,9.571818181818182,7.760909090909092,8.6,8.89090909090909,10.049090909090909,14.243636363636364,15.004545454545456,10.47,10.515454545454546,9.904545454545454,10.86,15.910909090909092,10.788181818181819,9.484545454545454,10.540909090909091,9.654545454545454,0.0,0.0,100.0,12.0,89.0,8.0
13,0.0,5.98,6.0,-15.81777777777778,11.0,389.69555555555553,10.34,15.023333333333333,14.437777777777777,,480.0,11.001111111111111,14.75,1.0,391.11777777777775,5.8,5759.058888888889,-0.3466666666666667,0.0,0.0,85.0,5746.868888888889,83.1,10.536666666666667,21.69,10.22888888888889,7.974444444444444,8.6,9.127777777777776,10.368888888888888,14.959999999999999,15.690000000000001,10.711111111111112,10.542222222222222,9.91,10.87,17.038888888888888,10.933333333333334,9.555555555555555,10.77111111111111,9.753333333333334,0.0,0.0,100.0,12.0,89.0,8.0
14,0.0,5.98,6.0,-15.681818181818182,11.0,389.64909090909094,10.34,15.973636363636365,15.0,,480.0,11.31,14.592727272727274,1.0,391.1818181818182,5.785454545454545,5712.097272727273,-0.3481818181818182,0.0,0.0,85.0,5712.913636363636,83.1,11.399090909090908,22.39909090909091,10.86,8.317272727272728,8.6,9.511818181818182,10.67,15.640909090909092,16.26181818181818,10.906363636363636,10.604545454545454,9.91,10.850909090909092,17.997272727272726,10.848181818181818,9.56,10.79,9.822727272727272,0.0,0.0,100.0,12.0,89.0,8.0
15,0.0,5.98,6.0,-15.536666666666669,11.0,389.6511111111111,10.34,16.880000000000003,15.65777777777778,,480.0,11.80888888888889,14.5,1.0,391.0,5.72,5678.59,-0.3422222222222222,0.0,0.0,85.0,5680.0,83.1,12.354444444444445,23.172222222222224,11.523333333333333,8.685555555555556,8.6,9.784444444444444,11.062222222222223,16.243333333333332,16.747777777777777,11.161111111111111,10.628888888888888,9.893333333333334,10.770000000000001,18.79888888888889,10.651111111111112,9.547777777777778,10.773333333333333,9.806666666666667,0.0,0.0,100.0,12.0,89.0,8.0
16,0.0,5.98,6.0,-15.77909090909091,11.0,389.61909090909097,10.34,17.62909090909091,16.265454545454546,,480.0,12.006363636363636,14.5,1.0,391.0,5.72,5665.210909090909,-0.34454545454545454,0.0,0.0,85.0,5658.37,83.1,13.38090909090909,23.99090909090909,12.026363636363635,9.075454545454546,8.6,10.025454545454545,11.318181818181818,16.771818181818183,17.331818181818182,11.44,10.735454545454546,9.833636363636364,10.683636363636364,19.51,10.312727272727273,9.466363636363637,10.68909090909091,9.723636363636365,0.0,0.0,100.0,12.0,89.0,8.0
17,0.0,5.98,6.0,-15.612222222222222,11.0,389.6,10.34,18.213333333333335,17.0,,480.0,12.31,14.5,1.0,391.0233333333333,5.72,5640.468888888889,-0.3611111111111111,0.0,0.0,85.0,5640.0,83.0,14.354444444444445,24.973333333333333,12.392222222222223,9.347777777777777,8.6,10.206666666666667,11.515555555555556,17.311111111111114,17.86111111111111,11.766666666666667,10.903333333333332,9.806666666666667,10.632222222222222,20.200000000000003,9.993333333333332,9.381111111111112,10.587777777777777,9.635555555555555,0.0,0.0,100.0,12.0,89.0,8.0
